"","Gene_ID","Comparison"
"699","Cluster-15354.41522","Cv653"
"700","Cluster-15354.75349","Cv653"
"701","Cluster-15354.46582","Cv653"
"702","Cluster-15354.81596","Cv653"
"703","Cluster-15354.83912","Cv653"
"704","Cluster-15354.57083","Cv653"
"705","Cluster-15354.122239","Cv653"
"706","Cluster-15354.143612","Cv653"
"707","Cluster-15354.11628","Cv653"
"708","Cluster-15354.149903","Cv653"
"709","Cluster-15354.88872","Cv653"
"710","Cluster-15354.97381","Cv653"
"711","Cluster-15354.105642","Cv653"
"712","Cluster-15354.49807","Cv653"
"713","Cluster-15354.1847","Cv653"
"714","Cluster-15354.89653","Cv653"
"715","Cluster-15354.64373","Cv653"
"716","Cluster-15354.105984","Cv653"
"717","Cluster-15354.83647","Cv653"
"718","Cluster-15354.84835","Cv653"
"719","Cluster-15354.105373","Cv653"
"720","Cluster-34428.0","Cv653"
"721","Cluster-15354.68570","Cv653"
"722","Cluster-15354.116249","Cv653"
"723","Cluster-2685.0","Cv653"
"724","Cluster-15354.94828","Cv653"
"725","Cluster-15354.88712","Cv653"
"726","Cluster-15354.85152","Cv653"
"727","Cluster-15354.96296","Cv653"
"728","Cluster-15354.84086","Cv653"
"729","Cluster-15354.57663","Cv653"
"730","Cluster-46783.1","Cv653"
"731","Cluster-15354.116223","Cv653"
"732","Cluster-15354.118960","Cv653"
"733","Cluster-15354.98543","Cv653"
"734","Cluster-15354.19092","Cv653"
"735","Cluster-15354.124069","Cv653"
"736","Cluster-15354.85595","Cv653"
"737","Cluster-15354.70951","Cv653"
"738","Cluster-15354.81612","Cv653"
"739","Cluster-15354.94000","Cv653"
"740","Cluster-15354.70310","Cv653"
"741","Cluster-15354.37121","Cv653"
"742","Cluster-15354.80894","Cv653"
"743","Cluster-15354.139059","Cv653"
"744","Cluster-34796.1","Cv653"
"745","Cluster-15354.35974","Cv653"
"746","Cluster-15354.66075","Cv653"
"747","Cluster-15354.83707","Cv653"
"748","Cluster-15354.68301","Cv653"
"749","Cluster-15354.123534","Cv653"
"750","Cluster-15354.81915","Cv653"
"751","Cluster-15354.115863","Cv653"
"752","Cluster-15354.39559","Cv653"
"753","Cluster-15354.81289","Cv653"
"754","Cluster-15354.121555","Cv653"
"755","Cluster-15354.77820","Cv653"
"756","Cluster-15354.145019","Cv653"
"757","Cluster-15354.99542","Cv653"
"758","Cluster-15354.50569","Cv653"
"759","Cluster-15354.103410","Cv653"
"760","Cluster-15354.122556","Cv653"
"761","Cluster-15354.90676","Cv653"
"762","Cluster-15354.23461","Cv653"
"763","Cluster-15354.129644","Cv653"
"764","Cluster-15354.129673","Cv653"
"765","Cluster-15354.72428","Cv653"
"766","Cluster-15354.70536","Cv653"
"767","Cluster-15354.105106","Cv653"
"768","Cluster-15354.94429","Cv653"
"769","Cluster-15354.89362","Cv653"
"770","Cluster-15354.110289","Cv653"
"771","Cluster-15354.43077","Cv653"
"772","Cluster-15354.39665","Cv653"
"773","Cluster-15354.96213","Cv653"
"774","Cluster-15354.110310","Cv653"
"775","Cluster-15354.80932","Cv653"
"776","Cluster-15354.94781","Cv653"
"777","Cluster-15354.80176","Cv653"
"778","Cluster-15354.80010","Cv653"
"779","Cluster-15354.26417","Cv653"
"780","Cluster-15354.67846","Cv653"
"781","Cluster-15354.81376","Cv653"
"782","Cluster-15354.79472","Cv653"
"783","Cluster-15354.36516","Cv653"
"784","Cluster-15354.82812","Cv653"
"785","Cluster-15354.42500","Cv653"
"786","Cluster-15354.78460","Cv653"
"787","Cluster-15354.109791","Cv653"
"788","Cluster-15354.67727","Cv653"
"789","Cluster-15354.68052","Cv653"
"790","Cluster-15354.82330","Cv653"
"791","Cluster-15354.71185","Cv653"
"792","Cluster-15354.44529","Cv653"
"793","Cluster-15354.101701","Cv653"
"794","Cluster-15354.16367","Cv653"
"795","Cluster-15354.85049","Cv653"
"796","Cluster-15354.139859","Cv653"
"797","Cluster-15354.126585","Cv653"
"798","Cluster-15354.122408","Cv653"
"799","Cluster-15354.62443","Cv653"
"800","Cluster-15354.107632","Cv653"
"801","Cluster-15354.85649","Cv653"
"802","Cluster-15354.94830","Cv653"
"803","Cluster-15354.65300","Cv653"
"804","Cluster-15354.97050","Cv653"
"805","Cluster-15354.77449","Cv653"
"806","Cluster-15354.86089","Cv653"
"807","Cluster-15354.81845","Cv653"
"808","Cluster-15354.78457","Cv653"
"809","Cluster-15354.27157","Cv653"
"810","Cluster-15354.44952","Cv653"
"811","Cluster-15354.133825","Cv653"
"812","Cluster-15354.87649","Cv653"
"813","Cluster-15354.84107","Cv653"
"814","Cluster-15354.147980","Cv653"
"815","Cluster-15354.85451","Cv653"
"816","Cluster-15354.127491","Cv653"
"817","Cluster-15354.114856","Cv653"
"818","Cluster-15354.78600","Cv653"
"819","Cluster-15354.118458","Cv653"
"820","Cluster-15354.76410","Cv653"
"821","Cluster-15354.90524","Cv653"
"822","Cluster-15354.101885","Cv653"
"823","Cluster-15354.107579","Cv653"
"824","Cluster-15354.76231","Cv653"
"825","Cluster-15354.113446","Cv653"
"826","Cluster-15354.29338","Cv653"
"827","Cluster-15354.83208","Cv653"
"828","Cluster-15354.22182","Cv653"
"829","Cluster-15354.83674","Cv653"
"830","Cluster-15354.90618","Cv653"
"831","Cluster-15354.116103","Cv653"
"832","Cluster-15354.101638","Cv653"
"833","Cluster-15354.145835","Cv653"
"834","Cluster-15354.81854","Cv653"
"835","Cluster-15354.88820","Cv653"
"836","Cluster-15354.77689","Cv653"
"837","Cluster-15354.35779","Cv653"
"838","Cluster-15354.93133","Cv653"
"839","Cluster-15354.17830","Cv653"
"840","Cluster-15354.97748","Cv653"
"841","Cluster-15354.93114","Cv653"
"842","Cluster-15354.113234","Cv653"
"843","Cluster-15354.83243","Cv653"
"844","Cluster-15354.72010","Cv653"
"845","Cluster-15354.82637","Cv653"
"846","Cluster-15354.77034","Cv653"
"847","Cluster-15354.80487","Cv653"
"848","Cluster-15354.112658","Cv653"
"849","Cluster-15354.28485","Cv653"
"850","Cluster-15354.56970","Cv653"
"851","Cluster-15354.94777","Cv653"
"852","Cluster-15354.42274","Cv653"
"853","Cluster-15354.13919","Cv653"
"854","Cluster-15354.75758","Cv653"
"855","Cluster-15354.83550","Cv653"
"856","Cluster-15354.90927","Cv653"
"857","Cluster-15354.65631","Cv653"
"858","Cluster-15354.97600","Cv653"
"859","Cluster-15354.138781","Cv653"
"860","Cluster-15354.65117","Cv653"
"861","Cluster-15354.37264","Cv653"
"862","Cluster-15354.88292","Cv653"
"863","Cluster-15354.73986","Cv653"
"864","Cluster-15354.58072","Cv653"
"865","Cluster-15354.133096","Cv653"
"866","Cluster-15354.77172","Cv653"
"867","Cluster-15354.47143","Cv653"
"868","Cluster-15354.80589","Cv653"
"869","Cluster-15354.102982","Cv653"
"870","Cluster-15354.38801","Cv653"
"871","Cluster-15354.54093","Cv653"
"872","Cluster-15354.76051","Cv653"
"873","Cluster-15354.7794","Cv653"
"874","Cluster-15354.149513","Cv653"
"875","Cluster-15354.78691","Cv653"
"876","Cluster-15354.70591","Cv653"
"877","Cluster-15354.64626","Cv653"
"878","Cluster-15354.47748","Cv653"
"879","Cluster-15354.53716","Cv653"
"880","Cluster-15354.94407","Cv653"
"881","Cluster-15354.84551","Cv653"
"882","Cluster-15354.73420","Cv653"
"883","Cluster-15354.37028","Cv653"
"884","Cluster-15354.117191","Cv653"
"885","Cluster-15354.17672","Cv653"
"886","Cluster-15354.23046","Cv653"
"887","Cluster-15354.85346","Cv653"
"888","Cluster-15354.132954","Cv653"
"889","Cluster-15354.122772","Cv653"
"890","Cluster-15354.67001","Cv653"
"891","Cluster-15354.123317","Cv653"
"892","Cluster-15354.133053","Cv653"
"893","Cluster-15354.63209","Cv653"
"894","Cluster-15354.84698","Cv653"
"895","Cluster-15354.52439","Cv653"
"896","Cluster-15354.125147","Cv653"
"897","Cluster-15354.58097","Cv653"
"898","Cluster-15354.14022","Cv653"
"899","Cluster-15354.83587","Cv653"
"900","Cluster-15354.83492","Cv653"
"901","Cluster-15354.25353","Cv653"
"902","Cluster-15354.63552","Cv653"
"903","Cluster-15354.29098","Cv653"
"904","Cluster-15354.8256","Cv653"
"905","Cluster-15354.134070","Cv653"
"906","Cluster-15354.134936","Cv653"
"907","Cluster-15354.106411","Cv653"
"908","Cluster-15354.78556","Cv653"
"909","Cluster-15354.87127","Cv653"
"910","Cluster-15354.104637","Cv653"
"911","Cluster-15354.97009","Cv653"
"912","Cluster-15354.65741","Cv653"
"913","Cluster-15354.3538","Cv653"
"914","Cluster-15354.83632","Cv653"
"915","Cluster-15354.23568","Cv653"
"916","Cluster-15354.44683","Cv653"
"917","Cluster-15354.15127","Cv653"
"918","Cluster-15354.61580","Cv653"
"919","Cluster-15354.89016","Cv653"
"920","Cluster-15354.85002","Cv653"
"921","Cluster-15354.135850","Cv653"
"922","Cluster-15354.71177","Cv653"
"923","Cluster-15354.125020","Cv653"
"924","Cluster-15354.123921","Cv653"
"925","Cluster-15354.90611","Cv653"
"926","Cluster-30338.1","Cv653"
"927","Cluster-15354.110944","Cv653"
"928","Cluster-15354.103554","Cv653"
"929","Cluster-15354.130947","Cv653"
"930","Cluster-15354.61148","Cv653"
"931","Cluster-15354.127195","Cv653"
"932","Cluster-15354.98865","Cv653"
"933","Cluster-15354.93286","Cv653"
"934","Cluster-15354.94691","Cv653"
"935","Cluster-15354.89267","Cv653"
"936","Cluster-15354.102167","Cv653"
"937","Cluster-15354.107523","Cv653"
"938","Cluster-15354.123373","Cv653"
"939","Cluster-15354.47641","Cv653"
"940","Cluster-36296.0","Cv653"
"941","Cluster-15354.22205","Cv653"
"942","Cluster-15354.47028","Cv653"
"943","Cluster-15354.61992","Cv653"
"944","Cluster-22404.0","Cv653"
"945","Cluster-30697.0","Cv653"
"946","Cluster-15354.34526","Cv653"
"947","Cluster-47679.0","Cv653"
"948","Cluster-15354.108760","Cv653"
"949","Cluster-15354.57950","Cv653"
"950","Cluster-15354.44694","Cv653"
"951","Cluster-15354.77825","Cv653"
"952","Cluster-15354.82874","Cv653"
"953","Cluster-15354.104448","Cv653"
"954","Cluster-15354.82487","Cv653"
"955","Cluster-15354.67594","Cv653"
"956","Cluster-15354.124870","Cv653"
"957","Cluster-15354.71238","Cv653"
"958","Cluster-15354.90933","Cv653"
"959","Cluster-15354.99541","Cv653"
"960","Cluster-15354.44208","Cv653"
"961","Cluster-15354.69513","Cv653"
"962","Cluster-15354.83847","Cv653"
"963","Cluster-15354.123827","Cv653"
"964","Cluster-15354.47264","Cv653"
"965","Cluster-15354.64959","Cv653"
"966","Cluster-15354.82309","Cv653"
"967","Cluster-15354.150737","Cv653"
"968","Cluster-15354.93871","Cv653"
"969","Cluster-15354.89265","Cv653"
"970","Cluster-15354.88877","Cv653"
"971","Cluster-15354.68698","Cv653"
"972","Cluster-15354.63711","Cv653"
"973","Cluster-15354.125796","Cv653"
"974","Cluster-15354.116681","Cv653"
"975","Cluster-15354.102448","Cv653"
"976","Cluster-15354.101235","Cv653"
"977","Cluster-15354.27530","Cv653"
"978","Cluster-15354.84144","Cv653"
"979","Cluster-15354.51734","Cv653"
"980","Cluster-15354.99743","Cv653"
"981","Cluster-15354.53051","Cv653"
"982","Cluster-15354.91002","Cv653"
"983","Cluster-15354.83338","Cv653"
"984","Cluster-15354.48096","Cv653"
"985","Cluster-15354.35172","Cv653"
"986","Cluster-15354.56700","Cv653"
"987","Cluster-15354.78038","Cv653"
"988","Cluster-15354.112972","Cv653"
"989","Cluster-15354.94506","Cv653"
"990","Cluster-15354.87870","Cv653"
"991","Cluster-15354.37055","Cv653"
"992","Cluster-15354.82317","Cv653"
"993","Cluster-15354.87195","Cv653"
"994","Cluster-15354.82105","Cv653"
"995","Cluster-15354.83622","Cv653"
"996","Cluster-15354.82592","Cv653"
"997","Cluster-15354.131694","Cv653"
"998","Cluster-15354.32691","Cv653"
"999","Cluster-15354.81426","Cv653"
"1000","Cluster-15354.83837","Cv653"
"1001","Cluster-15354.21477","Cv653"
"1002","Cluster-15354.105156","Cv653"
"1003","Cluster-15354.33813","Cv653"
"1004","Cluster-15354.119044","Cv653"
"1005","Cluster-15354.126482","Cv653"
"1006","Cluster-15354.82999","Cv653"
"1007","Cluster-15354.16972","Cv653"
"1008","Cluster-15354.25622","Cv653"
"1009","Cluster-15354.61103","Cv653"
"1010","Cluster-15354.94750","Cv653"
"1011","Cluster-15354.145363","Cv653"
"1012","Cluster-15354.104735","Cv653"
"1013","Cluster-15354.55216","Cv653"
"1014","Cluster-15354.139796","Cv653"
"1015","Cluster-15354.112617","Cv653"
"1016","Cluster-15354.102844","Cv653"
"1017","Cluster-15354.111356","Cv653"
"1018","Cluster-15354.79045","Cv653"
"1019","Cluster-15354.56444","Cv653"
"1020","Cluster-53622.0","Cv653"
"1021","Cluster-15354.112971","Cv653"
"1022","Cluster-15354.98889","Cv653"
"1023","Cluster-15354.44882","Cv653"
"1024","Cluster-15354.71591","Cv653"
"1025","Cluster-15354.97482","Cv653"
"1026","Cluster-41598.1","Cv653"
"1027","Cluster-24533.1","Cv653"
"1028","Cluster-15354.69209","Cv653"
"1029","Cluster-15354.82331","Cv653"
"1030","Cluster-15354.81630","Cv653"
"1031","Cluster-15354.105544","Cv653"
"1032","Cluster-15354.56897","Cv653"
"1033","Cluster-15354.74237","Cv653"
"1034","Cluster-15354.49839","Cv653"
"1035","Cluster-15354.56460","Cv653"
"1036","Cluster-15354.39088","Cv653"
"1037","Cluster-15354.89309","Cv653"
"1038","Cluster-15354.84882","Cv653"
"1039","Cluster-15354.85914","Cv653"
"1040","Cluster-15354.9221","Cv653"
"1041","Cluster-15354.60731","Cv653"
"1042","Cluster-15354.75669","Cv653"
"1043","Cluster-15354.50433","Cv653"
"1044","Cluster-15354.81408","Cv653"
"1045","Cluster-15354.29396","Cv653"
"1046","Cluster-15354.114356","Cv653"
"1047","Cluster-15354.73310","Cv653"
"1048","Cluster-15354.26829","Cv653"
"1049","Cluster-15354.22747","Cv653"
"1050","Cluster-15354.127769","Cv653"
"1051","Cluster-15354.69378","Cv653"
"1052","Cluster-15354.89697","Cv653"
"1053","Cluster-15354.61101","Cv653"
"1054","Cluster-15354.85265","Cv653"
"1055","Cluster-15354.36513","Cv653"
"1056","Cluster-15354.77852","Cv653"
"1057","Cluster-15354.90508","Cv653"
"1058","Cluster-15354.49227","Cv653"
"1059","Cluster-15354.48097","Cv653"
"1060","Cluster-15354.83378","Cv653"
"1061","Cluster-15354.131914","Cv653"
"1062","Cluster-15354.86585","Cv653"
"1063","Cluster-15354.69086","Cv653"
"1064","Cluster-15354.99409","Cv653"
"1065","Cluster-15354.54196","Cv653"
"1066","Cluster-15354.40636","Cv653"
"1067","Cluster-15354.74090","Cv653"
"1068","Cluster-33273.0","Cv653"
"1069","Cluster-15354.83775","Cv653"
"1070","Cluster-15354.74608","Cv653"
"1071","Cluster-15354.89263","Cv653"
"1072","Cluster-15354.74611","Cv653"
"1073","Cluster-15354.97601","Cv653"
"1074","Cluster-15354.82717","Cv653"
"1075","Cluster-15354.79033","Cv653"
"1076","Cluster-15354.81516","Cv653"
"1077","Cluster-15354.81435","Cv653"
"1078","Cluster-15354.39963","Cv653"
"1079","Cluster-15354.93149","Cv653"
"1080","Cluster-15354.91998","Cv653"
"1081","Cluster-15354.6928","Cv653"
"1082","Cluster-15354.80611","Cv653"
"1083","Cluster-15354.90888","Cv653"
"1084","Cluster-15354.83517","Cv653"
"1085","Cluster-15354.85632","Cv653"
"1086","Cluster-15354.80463","Cv653"
"1087","Cluster-15354.91364","Cv653"
"1088","Cluster-15354.150772","Cv653"
"1089","Cluster-15354.47145","Cv653"
"1090","Cluster-15354.84576","Cv653"
"1091","Cluster-15354.122843","Cv653"
"1092","Cluster-15354.46589","Cv653"
"1093","Cluster-15354.61100","Cv653"
"1094","Cluster-15354.27615","Cv653"
"1095","Cluster-15354.98539","Cv653"
"1096","Cluster-15354.84092","Cv653"
"1097","Cluster-15354.104242","Cv653"
"1098","Cluster-15354.129633","Cv653"
"1099","Cluster-15354.64803","Cv653"
"1100","Cluster-15354.45244","Cv653"
"1101","Cluster-15354.75151","Cv653"
"1102","Cluster-44418.0","Cv653"
"1103","Cluster-15354.45591","Cv653"
"1104","Cluster-15354.108210","Cv653"
"1105","Cluster-15354.80711","Cv653"
"1106","Cluster-15354.39134","Cv653"
"1107","Cluster-15354.122413","Cv653"
"1108","Cluster-15354.9013","Cv653"
"1109","Cluster-15354.121490","Cv653"
"1110","Cluster-15354.77617","Cv653"
"1111","Cluster-15354.8530","Cv653"
"1112","Cluster-15354.125451","Cv653"
"1113","Cluster-15354.43078","Cv653"
"1114","Cluster-15354.77501","Cv653"
"1115","Cluster-15354.5177","Cv653"
"1116","Cluster-15354.97611","Cv653"
"1117","Cluster-15354.92869","Cv653"
"1118","Cluster-15354.133526","Cv653"
"1119","Cluster-15354.126198","Cv653"
"1120","Cluster-15354.82402","Cv653"
"1121","Cluster-15354.87075","Cv653"
"1122","Cluster-15354.91784","Cv653"
"1123","Cluster-15354.104324","Cv653"
"1124","Cluster-15354.20511","Cv653"
"1125","Cluster-15354.99187","Cv653"
"1126","Cluster-15354.7155","Cv653"
"1127","Cluster-15354.5770","Cv653"
"1128","Cluster-15354.97008","Cv653"
"1129","Cluster-15354.102368","Cv653"
"1130","Cluster-15354.70007","Cv653"
"1131","Cluster-15354.83400","Cv653"
"1132","Cluster-15354.80032","Cv653"
"1133","Cluster-15354.71125","Cv653"
"1134","Cluster-15354.13469","Cv653"
"1135","Cluster-15354.92431","Cv653"
"1136","Cluster-15354.103977","Cv653"
"1137","Cluster-15354.107813","Cv653"
"1138","Cluster-15354.80249","Cv653"
"1139","Cluster-15354.52420","Cv653"
"1140","Cluster-15354.143144","Cv653"
"1141","Cluster-15354.83474","Cv653"
"1142","Cluster-15354.65790","Cv653"
"1143","Cluster-15354.89585","Cv653"
"1144","Cluster-15354.62799","Cv653"
"1145","Cluster-15354.117310","Cv653"
"1146","Cluster-15354.80011","Cv653"
"1147","Cluster-15354.53950","Cv653"
"1148","Cluster-15354.64228","Cv653"
"1149","Cluster-15354.101349","Cv653"
"1150","Cluster-15354.127358","Cv653"
"1151","Cluster-15354.47144","Cv653"
"1152","Cluster-15354.79058","Cv653"
"1153","Cluster-15354.83117","Cv653"
"1154","Cluster-15354.99108","Cv653"
"1155","Cluster-15354.43424","Cv653"
"1156","Cluster-15354.84801","Cv653"
"1157","Cluster-15354.55579","Cv653"
"1158","Cluster-15354.116962","Cv653"
"1159","Cluster-15354.91060","Cv653"
"1160","Cluster-15354.141679","Cv653"
"1161","Cluster-15354.76691","Cv653"
"1162","Cluster-15354.128716","Cv653"
"1163","Cluster-15354.42735","Cv653"
"1164","Cluster-15354.114567","Cv653"
"1165","Cluster-15354.78390","Cv653"
"1166","Cluster-15354.69183","Cv653"
"1167","Cluster-15354.106203","Cv653"
"1168","Cluster-15354.82547","Cv653"
"1169","Cluster-15354.92332","Cv653"
"1170","Cluster-15354.71608","Cv653"
"1171","Cluster-15354.76682","Cv653"
"1172","Cluster-15354.157","Cv653"
"1173","Cluster-15354.77776","Cv653"
"1174","Cluster-15354.34715","Cv653"
"1175","Cluster-15354.76962","Cv653"
"1176","Cluster-15354.69967","Cv653"
"1177","Cluster-15354.130808","Cv653"
"1178","Cluster-15354.49637","Cv653"
"1179","Cluster-15354.126604","Cv653"
"1180","Cluster-15354.25136","Cv653"
"1181","Cluster-15354.35078","Cv653"
"1182","Cluster-15354.44567","Cv653"
"1183","Cluster-15354.86284","Cv653"
"1184","Cluster-15354.128549","Cv653"
"1185","Cluster-15354.96407","Cv653"
"1186","Cluster-15354.70532","Cv653"
"1187","Cluster-15354.82185","Cv653"
"1188","Cluster-15354.94693","Cv653"
"1189","Cluster-15354.46581","Cv653"
"1190","Cluster-15354.87806","Cv653"
"1191","Cluster-15354.101243","Cv653"
"1192","Cluster-15354.84820","Cv653"
"1193","Cluster-15354.83961","Cv653"
"1194","Cluster-15354.97121","Cv653"
"1195","Cluster-15354.88332","Cv653"
"1196","Cluster-15354.79510","Cv653"
"1197","Cluster-15354.101343","Cv653"
"1198","Cluster-15354.80892","Cv653"
"1199","Cluster-15354.62862","Cv653"
"1200","Cluster-15354.93854","Cv653"
"1201","Cluster-15354.78088","Cv653"
"1202","Cluster-15354.78607","Cv653"
"1203","Cluster-15354.133326","Cv653"
"1204","Cluster-15354.83027","Cv653"
"1205","Cluster-15354.90653","Cv653"
"1206","Cluster-15354.148169","Cv653"
"1207","Cluster-15354.125545","Cv653"
"1208","Cluster-15354.77602","Cv653"
"1209","Cluster-15354.61145","Cv653"
"1210","Cluster-15354.99774","Cv653"
"1211","Cluster-15354.83515","Cv653"
"1212","Cluster-15354.141250","Cv653"
"1213","Cluster-15354.87776","Cv653"
"1214","Cluster-15354.24989","Cv653"
"1215","Cluster-15354.36569","Cv653"
"1216","Cluster-15354.84471","Cv653"
"1217","Cluster-15354.68163","Cv653"
"1218","Cluster-15354.23564","Cv653"
"1219","Cluster-15354.89303","Cv653"
"1220","Cluster-15354.46934","Cv653"
"1221","Cluster-15354.86849","Cv653"
"1222","Cluster-15354.114404","Cv653"
"1223","Cluster-15354.81935","Cv653"
"1224","Cluster-15354.80734","Cv653"
"1225","Cluster-15354.69352","Cv653"
"1226","Cluster-15354.108597","Cv653"
"1227","Cluster-15354.6318","Cv653"
"1228","Cluster-15354.19919","Cv653"
"1229","Cluster-15354.125452","Cv653"
"1230","Cluster-15354.82033","Cv653"
"1231","Cluster-15354.82253","Cv653"
"1232","Cluster-15354.49088","Cv653"
"1233","Cluster-15354.89271","Cv653"
"1234","Cluster-15354.91057","Cv653"
"1235","Cluster-15354.32438","Cv653"
"1236","Cluster-15354.60109","Cv653"
"1237","Cluster-15354.125250","Cv653"
"1238","Cluster-15354.82949","Cv653"
"1239","Cluster-15354.72552","Cv653"
"1240","Cluster-15354.127794","Cv653"
"1241","Cluster-15354.116648","Cv653"
"1242","Cluster-15354.93747","Cv653"
"1243","Cluster-15354.114069","Cv653"
"1244","Cluster-15354.82831","Cv653"
"1245","Cluster-15354.73060","Cv653"
"1246","Cluster-15354.75536","Cv653"
"1247","Cluster-15354.357","Cv653"
"1248","Cluster-15354.74664","Cv653"
"1249","Cluster-15354.58076","Cv653"
"1250","Cluster-15354.89394","Cv653"
"1251","Cluster-15354.135245","Cv653"
"1252","Cluster-15354.130201","Cv653"
"1253","Cluster-15354.116977","Cv653"
"1254","Cluster-15354.73368","Cv653"
"1255","Cluster-15354.100360","Cv653"
"1256","Cluster-15354.83764","Cv653"
"1257","Cluster-15354.85335","Cv653"
"1258","Cluster-15354.76674","Cv653"
"1259","Cluster-15354.46972","Cv653"
"1260","Cluster-15354.51427","Cv653"
"1261","Cluster-15354.41734","Cv653"
"1262","Cluster-15354.76182","Cv653"
"1263","Cluster-15354.144246","Cv653"
"1264","Cluster-15354.62962","Cv653"
"1265","Cluster-15354.129648","Cv653"
"1266","Cluster-15354.47836","Cv653"
"1267","Cluster-15354.58736","Cv653"
"1268","Cluster-15354.100214","Cv653"
"1269","Cluster-15354.83460","Cv653"
"1270","Cluster-15354.58458","Cv653"
"1271","Cluster-15354.112478","Cv653"
"1272","Cluster-15354.14426","Cv653"
"1273","Cluster-15354.81290","Cv653"
"1274","Cluster-15354.70938","Cv653"
"1275","Cluster-15354.61105","Cv653"
"1276","Cluster-15354.110878","Cv653"
"1277","Cluster-15354.83631","Cv653"
"1278","Cluster-15354.85973","Cv653"
"1279","Cluster-15354.39611","Cv653"
"1280","Cluster-15354.78455","Cv653"
"1281","Cluster-15354.28512","Cv653"
"1282","Cluster-15354.82310","Cv653"
"1283","Cluster-15354.80684","Cv653"
"1284","Cluster-15354.100357","Cv653"
"1285","Cluster-15354.141251","Cv653"
"1286","Cluster-15354.84759","Cv653"
"1287","Cluster-15354.144854","Cv653"
"1288","Cluster-15354.14145","Cv653"
"1289","Cluster-15354.151091","Cv653"
"1290","Cluster-15354.83966","Cv653"
"1291","Cluster-15354.25179","Cv653"
"1292","Cluster-24662.0","Cv653"
"1293","Cluster-15354.39663","Cv653"
"1294","Cluster-15354.31928","Cv653"
"1295","Cluster-21582.4","Cv653"
"1296","Cluster-15354.119136","Cv653"
"1297","Cluster-15354.84213","Cv653"
"1298","Cluster-15354.145487","Cv653"
"1299","Cluster-15354.69968","Cv653"
"1300","Cluster-15354.85222","Cv653"
"1301","Cluster-15354.134151","Cv653"
"1302","Cluster-15354.91095","Cv653"
"1303","Cluster-15354.85394","Cv653"
"1304","Cluster-32591.5","Cv653"
"1305","Cluster-15354.97608","Cv653"
"1306","Cluster-15354.37266","Cv653"
"1307","Cluster-15354.38429","Cv653"
"1308","Cluster-15354.100614","Cv653"
"1309","Cluster-15354.27290","Cv653"
"1310","Cluster-15354.72285","Cv653"
"1311","Cluster-15354.115686","Cv653"
"1312","Cluster-15354.83355","Cv653"
"1313","Cluster-15354.119460","Cv653"
"1314","Cluster-15354.72986","Cv653"
"1315","Cluster-15354.77330","Cv653"
"1316","Cluster-15354.55961","Cv653"
"1317","Cluster-15354.75083","Cv653"
"1318","Cluster-15354.95489","Cv653"
"1319","Cluster-15354.2596","Cv653"
"1320","Cluster-15354.143060","Cv653"
"1321","Cluster-15354.83503","Cv653"
"1322","Cluster-53670.1","Cv653"
"1323","Cluster-15354.62668","Cv653"
"1324","Cluster-15354.128655","Cv653"
"1325","Cluster-15354.46936","Cv653"
"1326","Cluster-15354.77817","Cv653"
"1327","Cluster-15354.145366","Cv653"
"1328","Cluster-15354.25573","Cv653"
"1329","Cluster-15354.30776","Cv653"
"1330","Cluster-15354.129446","Cv653"
"1331","Cluster-15354.68914","Cv653"
"1332","Cluster-15354.81585","Cv653"
"1333","Cluster-15354.74503","Cv653"
"1334","Cluster-15354.69292","Cv653"
"1335","Cluster-15354.80292","Cv653"
"1336","Cluster-15354.74004","Cv653"
"1337","Cluster-15354.106044","Cv653"
"1338","Cluster-15354.92156","Cv653"
"1339","Cluster-15354.84013","Cv653"
"1340","Cluster-15354.83029","Cv653"
"1341","Cluster-15354.77834","Cv653"
"1342","Cluster-15354.89272","Cv653"
"1343","Cluster-15354.76455","Cv653"
"1344","Cluster-15354.15824","Cv653"
"1345","Cluster-15354.55215","Cv653"
"1346","Cluster-15354.128677","Cv653"
"1347","Cluster-15354.86639","Cv653"
"1348","Cluster-15354.38034","Cv653"
"1349","Cluster-15354.38428","Cv653"
"1350","Cluster-15354.102267","Cv653"
"1351","Cluster-15354.80800","Cv653"
"1352","Cluster-15354.1982","Cv653"
"1353","Cluster-15354.140375","Cv653"
"1354","Cluster-15354.101807","Cv653"
"1355","Cluster-15354.40926","Cv653"
"1356","Cluster-15354.87500","Cv653"
"1357","Cluster-15354.103987","Cv653"
"1358","Cluster-15354.13676","Cv653"
"1359","Cluster-15354.88436","Cv653"
"1360","Cluster-15354.92666","Cv653"
"1361","Cluster-15354.126810","Cv653"
"1362","Cluster-15354.146712","Cv653"
"1363","Cluster-15354.82365","Cv653"
"1364","Cluster-15354.75383","Cv653"
"1365","Cluster-15354.28795","Cv653"
"1366","Cluster-15354.115015","Cv653"
"1367","Cluster-15354.82467","Cv653"
"1368","Cluster-15354.84886","Cv653"
"1369","Cluster-15354.114984","Cv653"
"1370","Cluster-15354.123376","Cv653"
"1371","Cluster-15354.22463","Cv653"
"1372","Cluster-15354.86854","Cv653"
"1373","Cluster-15354.88391","Cv653"
"1374","Cluster-15354.52835","Cv653"
"1375","Cluster-15354.46935","Cv653"
"1376","Cluster-15354.83141","Cv653"
"1377","Cluster-15354.84079","Cv653"
"1378","Cluster-15354.62515","Cv653"
"1379","Cluster-15354.54714","Cv653"
