PGSC0003DMG400025221,GO:0043412
PGSC0003DMG400026508,GO:0006163
PGSC0003DMG400030389,GO:0071495
PGSC0003DMG400031166,GO:0046132
PGSC0003DMG400034307,GO:0046700
Novel00044,GO:0009059
Novel01060,GO:0046390
PGSC0003DMG400000138,GO:0090065
PGSC0003DMG400000597,GO:0019222
PGSC0003DMG400008223,GO:0008152
PGSC0003DMG400008545,GO:0055065
PGSC0003DMG400009072,GO:0065007
PGSC0003DMG400010870,GO:0050794
PGSC0003DMG400011531,GO:0006725
PGSC0003DMG400012891,GO:0042440
PGSC0003DMG400012971,GO:0009789
PGSC0003DMG400014372,GO:0009141
PGSC0003DMG400014391,GO:0009658
PGSC0003DMG400016280,GO:0010556
PGSC0003DMG400019971,GO:0048582
PGSC0003DMG400020711,GO:0050789
PGSC0003DMG400021346,GO:0008150
PGSC0003DMG400022380,GO:0006357
PGSC0003DMG400024017,GO:0034645
PGSC0003DMG400024157,GO:0080090
PGSC0003DMG400025221,GO:0009987
PGSC0003DMG400026508,GO:0009152
PGSC0003DMG400030389,GO:0034645
PGSC0003DMG400031166,GO:0046390
PGSC0003DMG400034307,GO:0009908
Novel00044,GO:0090304
Novel01060,GO:0019637
PGSC0003DMG400000138,GO:0048584
PGSC0003DMG400000597,GO:0044249
PGSC0003DMG400008223,GO:0070482
PGSC0003DMG400008545,GO:0007154
PGSC0003DMG400009072,GO:0022607
PGSC0003DMG400010870,GO:0009965
PGSC0003DMG400011531,GO:0065007
PGSC0003DMG400012891,GO:0044710
PGSC0003DMG400012971,GO:0009914
PGSC0003DMG400014372,GO:1901657
PGSC0003DMG400014391,GO:0032501
PGSC0003DMG400016280,GO:0071495
PGSC0003DMG400019971,GO:1903506
PGSC0003DMG400020711,GO:0010033
PGSC0003DMG400021346,GO:0060255
PGSC0003DMG400022380,GO:0009892
PGSC0003DMG400024017,GO:0019538
PGSC0003DMG400024157,GO:0009890
PGSC0003DMG400025221,GO:0048856
PGSC0003DMG400026508,GO:0034641
PGSC0003DMG400030389,GO:0019538
PGSC0003DMG400031166,GO:0019637
PGSC0003DMG400034307,GO:0048731
Novel00044,GO:0051171
Novel01060,GO:0006812
PGSC0003DMG400000138,GO:0017148
PGSC0003DMG400000597,GO:0009739
PGSC0003DMG400008223,GO:2000112
PGSC0003DMG400008545,GO:0009653
PGSC0003DMG400009072,GO:0009314
PGSC0003DMG400010870,GO:0048366
PGSC0003DMG400011531,GO:0043086
PGSC0003DMG400012891,GO:0008150
PGSC0003DMG400012971,GO:0001101
PGSC0003DMG400014372,GO:0006221
PGSC0003DMG400014391,GO:1901700
PGSC0003DMG400016280,GO:0034645
PGSC0003DMG400019971,GO:0009911
PGSC0003DMG400020711,GO:0044237
PGSC0003DMG400021346,GO:0010467
PGSC0003DMG400022380,GO:0016311
PGSC0003DMG400024017,GO:0034641
PGSC0003DMG400024157,GO:0034645
PGSC0003DMG400025221,GO:0050794
PGSC0003DMG400026508,GO:0072522
PGSC0003DMG400030389,GO:0034641
PGSC0003DMG400031166,GO:0046039
PGSC0003DMG400034307,GO:0048856
Novel00044,GO:0019219
Novel01060,GO:0098655
PGSC0003DMG400000138,GO:2000113
PGSC0003DMG400000597,GO:0006950
PGSC0003DMG400008223,GO:0035966
PGSC0003DMG400008545,GO:0009641
PGSC0003DMG400009072,GO:0034622
PGSC0003DMG400010870,GO:0006355
PGSC0003DMG400012891,GO:0044763
PGSC0003DMG400012971,GO:0010646
PGSC0003DMG400014372,GO:0009165
PGSC0003DMG400014391,GO:0055088
PGSC0003DMG400016280,GO:0071365
PGSC0003DMG400019971,GO:0048580
PGSC0003DMG400020711,GO:0009755
PGSC0003DMG400022380,GO:0071396
PGSC0003DMG400024017,GO:0010556
PGSC0003DMG400024157,GO:0051253
PGSC0003DMG400025221,GO:0034645
PGSC0003DMG400026508,GO:1901137
PGSC0003DMG400030389,GO:0034968
PGSC0003DMG400031166,GO:0044281
PGSC0003DMG400034307,GO:1901361
Novel00044,GO:0006835
Novel01060,GO:0006807
PGSC0003DMG400000138,GO:0010628
PGSC0003DMG400000597,GO:0007275
PGSC0003DMG400008223,GO:0090304
PGSC0003DMG400008545,GO:0032411
PGSC0003DMG400009072,GO:0043933
PGSC0003DMG400010870,GO:0006139
PGSC0003DMG400012891,GO:0010214
PGSC0003DMG400014372,GO:0071704
PGSC0003DMG400014391,GO:0071229
PGSC0003DMG400016280,GO:0019438
PGSC0003DMG400020711,GO:0044700
PGSC0003DMG400022380,GO:0044267
PGSC0003DMG400024017,GO:0016310
PGSC0003DMG400024157,GO:0010556
PGSC0003DMG400025221,GO:0010556
PGSC0003DMG400026508,GO:0009201
PGSC0003DMG400030389,GO:0044707
PGSC0003DMG400031166,GO:0042278
PGSC0003DMG400034307,GO:1900140
Novel00044,GO:0006139
Novel01060,GO:0009260
PGSC0003DMG400000138,GO:0006518
PGSC0003DMG400000597,GO:0044260
PGSC0003DMG400008223,GO:0051171
PGSC0003DMG400008545,GO:0009581
PGSC0003DMG400009072,GO:0006352
PGSC0003DMG400010870,GO:0044702
PGSC0003DMG400012891,GO:0023052
PGSC0003DMG400014372,GO:0046049
PGSC0003DMG400014391,GO:0007275
PGSC0003DMG400016280,GO:0006725
PGSC0003DMG400020711,GO:0032774
PGSC0003DMG400022380,GO:0031323
PGSC0003DMG400024017,GO:0080090
PGSC0003DMG400024157,GO:0010016
PGSC0003DMG400025221,GO:0009555
PGSC0003DMG400026508,GO:0051234
PGSC0003DMG400030389,GO:0010556
PGSC0003DMG400031166,GO:1901566
PGSC0003DMG400034307,GO:0008152
Novel00044,GO:0006355
Novel01060,GO:0055085
PGSC0003DMG400000138,GO:1903705
PGSC0003DMG400000597,GO:0008283
PGSC0003DMG400008223,GO:0035967
PGSC0003DMG400008545,GO:0022603
PGSC0003DMG400009072,GO:0071214
PGSC0003DMG400010870,GO:0019219
PGSC0003DMG400012891,GO:0044238
PGSC0003DMG400014391,GO:1901701
PGSC0003DMG400016280,GO:0065007
PGSC0003DMG400020711,GO:0009725
PGSC0003DMG400022380,GO:1901362
PGSC0003DMG400024157,GO:0034641
PGSC0003DMG400025221,GO:0019538
PGSC0003DMG400026508,GO:0006725
PGSC0003DMG400030389,GO:0000003
PGSC0003DMG400031166,GO:0009209
PGSC0003DMG400034307,GO:0009894
Novel01060,GO:0009142
PGSC0003DMG400000138,GO:0010467
PGSC0003DMG400000597,GO:0044271
PGSC0003DMG400008223,GO:0033554
PGSC0003DMG400008545,GO:0009582
PGSC0003DMG400009072,GO:0010468
PGSC0003DMG400010870,GO:0051171
PGSC0003DMG400012891,GO:0009719
PGSC0003DMG400016280,GO:0050896
PGSC0003DMG400020711,GO:0051252
PGSC0003DMG400022380,GO:0045892
PGSC0003DMG400024157,GO:0044707
PGSC0003DMG400025221,GO:0034641
PGSC0003DMG400026508,GO:0019438
PGSC0003DMG400030389,GO:0051253
PGSC0003DMG400031166,GO:0044763
PGSC0003DMG400034307,GO:0051704
Novel01060,GO:0009163
PGSC0003DMG400000138,GO:0010468
PGSC0003DMG400000597,GO:0010229
PGSC0003DMG400008223,GO:0009266
PGSC0003DMG400008545,GO:0055074
PGSC0003DMG400009072,GO:2000142
PGSC0003DMG400010870,GO:0090304
PGSC0003DMG400012891,GO:0050789
PGSC0003DMG400016280,GO:0016070
PGSC0003DMG400020711,GO:0042221
PGSC0003DMG400022380,GO:0097306
PGSC0003DMG400024157,GO:0065007
PGSC0003DMG400025221,GO:0044707
PGSC0003DMG400026508,GO:0042455
PGSC0003DMG400030389,GO:0009890
PGSC0003DMG400031166,GO:0008150
PGSC0003DMG400034307,GO:0009987
Novel01060,GO:0009127
PGSC0003DMG400000138,GO:0060255
PGSC0003DMG400000597,GO:0097659
PGSC0003DMG400008223,GO:0019219
PGSC0003DMG400008545,GO:0044281
PGSC0003DMG400009072,GO:0043623
PGSC0003DMG400012891,GO:0009867
PGSC0003DMG400016280,GO:0009889
PGSC0003DMG400020711,GO:0009892
PGSC0003DMG400022380,GO:0007154
PGSC0003DMG400024157,GO:0010218
PGSC0003DMG400025221,GO:0080090
PGSC0003DMG400026508,GO:0006811
PGSC0003DMG400030389,GO:0080090
PGSC0003DMG400031166,GO:0044710
PGSC0003DMG400034307,GO:0051051
Novel01060,GO:0009117
PGSC0003DMG400000138,GO:0045935
PGSC0003DMG400008223,GO:0051254
PGSC0003DMG400008545,GO:0055082
PGSC0003DMG400009072,GO:0071704
PGSC0003DMG400012891,GO:0009891
PGSC0003DMG400020711,GO:0006807
PGSC0003DMG400022380,GO:0006970
PGSC0003DMG400024157,GO:0006725
PGSC0003DMG400025221,GO:0044767
PGSC0003DMG400026508,GO:0034220
PGSC0003DMG400030389,GO:0044767
PGSC0003DMG400031166,GO:1901293
PGSC0003DMG400034307,GO:0043412
Novel01060,GO:1901362
PGSC0003DMG400000138,GO:0008150
PGSC0003DMG400008223,GO:0006355
PGSC0003DMG400008545,GO:0051186
PGSC0003DMG400009072,GO:0045935
PGSC0003DMG400012891,GO:0046283
PGSC0003DMG400020711,GO:0070887
PGSC0003DMG400022380,GO:0044699
PGSC0003DMG400024157,GO:0019438
PGSC0003DMG400025221,GO:0051276
PGSC0003DMG400026508,GO:0009167
PGSC0003DMG400030389,GO:0003006
PGSC0003DMG400031166,GO:1901360
PGSC0003DMG400034307,GO:0031669
Novel01060,GO:0044711
PGSC0003DMG400000138,GO:0044763
PGSC0003DMG400008223,GO:0034605
PGSC0003DMG400008545,GO:0072387
PGSC0003DMG400009072,GO:0048229
PGSC0003DMG400012891,GO:0044237
PGSC0003DMG400020711,GO:0031323
PGSC0003DMG400022380,GO:0051716
PGSC0003DMG400024157,GO:0009889
PGSC0003DMG400025221,GO:0036211
PGSC0003DMG400030389,GO:0051276
PGSC0003DMG400031166,GO:0009260
PGSC0003DMG400034307,GO:0097306
PGSC0003DMG400000138,GO:1901566
PGSC0003DMG400008223,GO:1901576
PGSC0003DMG400008545,GO:0098771
PGSC0003DMG400009072,GO:0031326
PGSC0003DMG400012891,GO:0010033
PGSC0003DMG400020711,GO:0007154
PGSC0003DMG400022380,GO:0009058
PGSC0003DMG400024157,GO:0016070
PGSC0003DMG400025221,GO:0009889
PGSC0003DMG400030389,GO:0008152
PGSC0003DMG400031166,GO:0010035
PGSC0003DMG400034307,GO:0006970
PGSC0003DMG400000138,GO:1901360
PGSC0003DMG400008223,GO:0000302
PGSC0003DMG400008545,GO:0042592
PGSC0003DMG400009072,GO:0031325
PGSC0003DMG400012891,GO:0009791
PGSC0003DMG400020711,GO:0045892
PGSC0003DMG400022380,GO:0006464
PGSC0003DMG400024157,GO:0050896
PGSC0003DMG400025221,GO:0016070
PGSC0003DMG400030389,GO:0009059
PGSC0003DMG400031166,GO:0009142
PGSC0003DMG400034307,GO:0006787
PGSC0003DMG400000138,GO:0071704
PGSC0003DMG400008223,GO:0006139
PGSC0003DMG400008545,GO:0060918
PGSC0003DMG400009072,GO:0009658
PGSC0003DMG400012891,GO:0044700
PGSC0003DMG400020711,GO:1901362
PGSC0003DMG400022380,GO:0046483
PGSC0003DMG400024157,GO:0048869
PGSC0003DMG400025221,GO:0050896
PGSC0003DMG400030389,GO:0009987
PGSC0003DMG400031166,GO:0072527
PGSC0003DMG400034307,GO:0007154
PGSC0003DMG400000138,GO:0044710
PGSC0003DMG400008223,GO:0046483
PGSC0003DMG400008545,GO:0008150
PGSC0003DMG400009072,GO:1903506
PGSC0003DMG400012891,GO:0009755
PGSC0003DMG400022380,GO:0071215
PGSC0003DMG400024157,GO:0007165
PGSC0003DMG400025221,GO:0042542
PGSC0003DMG400030389,GO:0043412
PGSC0003DMG400031166,GO:0009163
PGSC0003DMG400034307,GO:0071396
PGSC0003DMG400000138,GO:0048518
PGSC0003DMG400008545,GO:0044763
PGSC0003DMG400009072,GO:0010114
PGSC0003DMG400022380,GO:1901576
PGSC0003DMG400024157,GO:0016049
PGSC0003DMG400025221,GO:0065007
PGSC0003DMG400030389,GO:0050794
PGSC0003DMG400031166,GO:0009117
PGSC0003DMG400034307,GO:0010035
PGSC0003DMG400000138,GO:0070920
PGSC0003DMG400008545,GO:0032502
PGSC0003DMG400009072,GO:0071482
PGSC0003DMG400022380,GO:0010605
PGSC0003DMG400024157,GO:0019219
PGSC0003DMG400025221,GO:0019438
PGSC0003DMG400030389,GO:0048856
PGSC0003DMG400031166,GO:1901362
PGSC0003DMG400034307,GO:0071329
PGSC0003DMG400000138,GO:0051246
PGSC0003DMG400008545,GO:1901360
PGSC0003DMG400009072,GO:0006461
PGSC0003DMG400022380,GO:0010629
PGSC0003DMG400024157,GO:0090304
PGSC0003DMG400025221,GO:0006725
PGSC0003DMG400030389,GO:0048731
PGSC0003DMG400031166,GO:0044711
PGSC0003DMG400034307,GO:0044267
PGSC0003DMG400000138,GO:1901698
PGSC0003DMG400008545,GO:0048518
PGSC0003DMG400009072,GO:2001141
PGSC0003DMG400022380,GO:2000112
PGSC0003DMG400024157,GO:0051171
PGSC0003DMG400025221,GO:0009651
PGSC0003DMG400030389,GO:0006139
PGSC0003DMG400031166,GO:0042221
PGSC0003DMG400034307,GO:0009909
PGSC0003DMG400000138,GO:0031047
PGSC0003DMG400008545,GO:0050776
PGSC0003DMG400009072,GO:0032501
PGSC0003DMG400022380,GO:0001101
PGSC0003DMG400024157,GO:0048519
PGSC0003DMG400030389,GO:0048581
PGSC0003DMG400031166,GO:0034614
PGSC0003DMG400034307,GO:0031323
PGSC0003DMG400000138,GO:0050789
PGSC0003DMG400008545,GO:0012501
PGSC0003DMG400009072,GO:0044271
PGSC0003DMG400022380,GO:0032870
PGSC0003DMG400024157,GO:0009733
PGSC0003DMG400030389,GO:0016571
PGSC0003DMG400031166,GO:0009220
PGSC0003DMG400034307,GO:0018193
PGSC0003DMG400000138,GO:0071310
PGSC0003DMG400008545,GO:0042440
PGSC0003DMG400009072,GO:0097659
PGSC0003DMG400022380,GO:0010558
PGSC0003DMG400024157,GO:0006355
PGSC0003DMG400030389,GO:0006355
PGSC0003DMG400031166,GO:0070887
PGSC0003DMG400034307,GO:0006807
PGSC0003DMG400000138,GO:0044238
PGSC0003DMG400008545,GO:0044710
PGSC0003DMG400009072,GO:0007275
PGSC0003DMG400022380,GO:0006796
PGSC0003DMG400024157,GO:0006139
PGSC0003DMG400030389,GO:0019219
PGSC0003DMG400031166,GO:0006807
PGSC0003DMG400034307,GO:0070887
PGSC0003DMG400000138,GO:0048522
PGSC0003DMG400008545,GO:0009638
PGSC0003DMG400009072,GO:0019684
PGSC0003DMG400022380,GO:0048523
PGSC0003DMG400024157,GO:0048731
PGSC0003DMG400030389,GO:0009266
PGSC0003DMG400034307,GO:0042594
PGSC0003DMG400000138,GO:0032269
PGSC0003DMG400008545,GO:0051606
PGSC0003DMG400009072,GO:0044260
PGSC0003DMG400022380,GO:0043170
PGSC0003DMG400024157,GO:0048856
PGSC0003DMG400030389,GO:0018022
PGSC0003DMG400034307,GO:0048831
PGSC0003DMG400000138,GO:0043043
PGSC0003DMG400008545,GO:1902578
PGSC0003DMG400009072,GO:0044249
PGSC0003DMG400024157,GO:0050794
PGSC0003DMG400030389,GO:0007165
PGSC0003DMG400034307,GO:0080190
PGSC0003DMG400000138,GO:0031123
PGSC0003DMG400008545,GO:0009628
PGSC0003DMG400009072,GO:0019222
PGSC0003DMG400024157,GO:0009059
PGSC0003DMG400030389,GO:0048519
PGSC0003DMG400034307,GO:0009409
PGSC0003DMG400000138,GO:0010033
PGSC0003DMG400008545,GO:0006873
PGSC0003DMG400009072,GO:0051128
PGSC0003DMG400024157,GO:0008152
PGSC0003DMG400030389,GO:0051171
PGSC0003DMG400034307,GO:0006826
PGSC0003DMG400000138,GO:0044237
PGSC0003DMG400008545,GO:0050789
PGSC0003DMG400009072,GO:0006950
PGSC0003DMG400024157,GO:0009987
PGSC0003DMG400030389,GO:0090304
PGSC0003DMG400034307,GO:0042221
PGSC0003DMG400000138,GO:0034248
PGSC0003DMG400008545,GO:0071000
PGSC0003DMG400009072,GO:0018130
PGSC0003DMG400030389,GO:0048574
PGSC0003DMG400034307,GO:0051707
PGSC0003DMG400000138,GO:0035194
PGSC0003DMG400008545,GO:0048878
PGSC0003DMG400030389,GO:0016570
PGSC0003DMG400034307,GO:0009725
PGSC0003DMG400000138,GO:0010608
PGSC0003DMG400008545,GO:0044765
PGSC0003DMG400030389,GO:0032501
PGSC0003DMG400034307,GO:0006812
PGSC0003DMG400008545,GO:0023052
PGSC0003DMG400030389,GO:2001141
PGSC0003DMG400034307,GO:0080117
PGSC0003DMG400008545,GO:0065009
PGSC0003DMG400030389,GO:1901700
PGSC0003DMG400034307,GO:0044700
PGSC0003DMG400008545,GO:0009785
PGSC0003DMG400030389,GO:0018130
PGSC0003DMG400034307,GO:0009056
PGSC0003DMG400008545,GO:0044238
PGSC0003DMG400030389,GO:0006479
PGSC0003DMG400034307,GO:0009791
PGSC0003DMG400008545,GO:0048522
PGSC0003DMG400030389,GO:0019222
PGSC0003DMG400034307,GO:0010033
PGSC0003DMG400008545,GO:0044237
PGSC0003DMG400030389,GO:0044249
PGSC0003DMG400034307,GO:0044237
PGSC0003DMG400008545,GO:0001558
PGSC0003DMG400030389,GO:0009739
PGSC0003DMG400034307,GO:0050789
PGSC0003DMG400008545,GO:0010033
PGSC0003DMG400030389,GO:0071229
PGSC0003DMG400034307,GO:0009628
PGSC0003DMG400008545,GO:0019725
PGSC0003DMG400030389,GO:0044260
PGSC0003DMG400034307,GO:0009719
PGSC0003DMG400008545,GO:0009791
PGSC0003DMG400030389,GO:0051241
PGSC0003DMG400034307,GO:1902578
PGSC0003DMG400008545,GO:0034765
PGSC0003DMG400030389,GO:0007275
PGSC0003DMG400034307,GO:0033015
PGSC0003DMG400008545,GO:0044700
PGSC0003DMG400030389,GO:0048573
PGSC0003DMG400034307,GO:0044238
PGSC0003DMG400008545,GO:0019637
PGSC0003DMG400030389,GO:0097659
PGSC0003DMG400034307,GO:0023052
PGSC0003DMG400008545,GO:0046283
PGSC0003DMG400030389,GO:1901701
PGSC0003DMG400034307,GO:0044765
PGSC0003DMG400008545,GO:0045088
PGSC0003DMG400030389,GO:0044271
PGSC0003DMG400034307,GO:0044763
PGSC0003DMG400008545,GO:0009887
PGSC0003DMG400030389,GO:2000242
PGSC0003DMG400034307,GO:0008150
PGSC0003DMG400008545,GO:0036211
PGSC0003DMG400030389,GO:0051172
PGSC0003DMG400034307,GO:0031329
PGSC0003DMG400008545,GO:1903959
PGSC0003DMG400030389,GO:0031326
PGSC0003DMG400034307,GO:0042440
PGSC0003DMG400008545,GO:0034220
PGSC0003DMG400030389,GO:0018205
PGSC0003DMG400034307,GO:0044710
PGSC0003DMG400008545,GO:0055114
PGSC0003DMG400030389,GO:0031324
PGSC0003DMG400034307,GO:0015996
PGSC0003DMG400008545,GO:1901672
PGSC0003DMG400030389,GO:0032259
PGSC0003DMG400034307,GO:1901360
PGSC0003DMG400008545,GO:0006811
PGSC0003DMG400030389,GO:0031327
PGSC0003DMG400034307,GO:0033013
PGSC0003DMG400008545,GO:0009414
PGSC0003DMG400030389,GO:0048580
PGSC0003DMG400034307,GO:0061458
PGSC0003DMG400008545,GO:0050896
PGSC0003DMG400030389,GO:0033993
PGSC0003DMG400034307,GO:0032502
PGSC0003DMG400008545,GO:0048869
PGSC0003DMG400030389,GO:1903506
PGSC0003DMG400034307,GO:0051186
PGSC0003DMG400008545,GO:0009888
PGSC0003DMG400030389,GO:2000028
PGSC0003DMG400034307,GO:1901404
PGSC0003DMG400008545,GO:0048527
PGSC0003DMG400030389,GO:1902679
PGSC0003DMG400034307,GO:0015994
PGSC0003DMG400008545,GO:0051480
PGSC0003DMG400030389,GO:0010468
PGSC0003DMG400034307,GO:0044248
PGSC0003DMG400008545,GO:0065007
PGSC0003DMG400030389,GO:2000026
PGSC0003DMG400034307,GO:0043170
PGSC0003DMG400008545,GO:0010218
PGSC0003DMG400030389,GO:0071704
PGSC0003DMG400034307,GO:0006810
PGSC0003DMG400008545,GO:0006725
PGSC0003DMG400030389,GO:0009314
PGSC0003DMG400034307,GO:0009607
PGSC0003DMG400008545,GO:0010359
PGSC0003DMG400030389,GO:0008213
PGSC0003DMG400034307,GO:0034756
PGSC0003DMG400008545,GO:0080134
PGSC0003DMG400030389,GO:0071310
PGSC0003DMG400034307,GO:0048513
PGSC0003DMG400008545,GO:0051234
PGSC0003DMG400030389,GO:0043933
PGSC0003DMG400034307,GO:0006796
PGSC0003DMG400008545,GO:1901332
PGSC0003DMG400034307,GO:0007568
PGSC0003DMG400008545,GO:0044070
PGSC0003DMG400034307,GO:0071322
PGSC0003DMG400008545,GO:2000069
PGSC0003DMG400034307,GO:0032879
PGSC0003DMG400008545,GO:1900426
PGSC0003DMG400034307,GO:0009744
PGSC0003DMG400008545,GO:0010016
PGSC0003DMG400034307,GO:1901565
PGSC0003DMG400008545,GO:0034762
PGSC0003DMG400034307,GO:0051179
PGSC0003DMG400008545,GO:0019538
PGSC0003DMG400034307,GO:0032870
PGSC0003DMG400008545,GO:0030003
PGSC0003DMG400034307,GO:0033554
PGSC0003DMG400008545,GO:0042742
PGSC0003DMG400034307,GO:0051049
PGSC0003DMG400008545,GO:0034641
PGSC0003DMG400034307,GO:0090351
PGSC0003DMG400008545,GO:0044707
PGSC0003DMG400034307,GO:0001101
PGSC0003DMG400008545,GO:0044767
PGSC0003DMG400034307,GO:0009991
PGSC0003DMG400008545,GO:0032989
PGSC0003DMG400034307,GO:0043271
PGSC0003DMG400008545,GO:0016310
PGSC0003DMG400034307,GO:0006464
PGSC0003DMG400008545,GO:0009627
PGSC0003DMG400034307,GO:0071215
PGSC0003DMG400008545,GO:2000377
PGSC0003DMG400034307,GO:0098542
PGSC0003DMG400008545,GO:0006875
PGSC0003DMG400034307,GO:0046483
PGSC0003DMG400008545,GO:0009606
PGSC0003DMG400034307,GO:0016036
PGSC0003DMG400008545,GO:0010112
PGSC0003DMG400034307,GO:0050793
PGSC0003DMG400008545,GO:0008152
PGSC0003DMG400034307,GO:0043207
PGSC0003DMG400008545,GO:2000280
PGSC0003DMG400034307,GO:0009605
PGSC0003DMG400008545,GO:0043412
PGSC0003DMG400034307,GO:0046149
PGSC0003DMG400008545,GO:1900618
PGSC0003DMG400034307,GO:0090567
PGSC0003DMG400008545,GO:0042726
PGSC0003DMG400034307,GO:0051716
PGSC0003DMG400008545,GO:0009987
PGSC0003DMG400034307,GO:0010260
PGSC0003DMG400008545,GO:0051704
PGSC0003DMG400034307,GO:0044699
PGSC0003DMG400008545,GO:0048731
PGSC0003DMG400034307,GO:0022414
PGSC0003DMG400008545,GO:0048856
PGSC0003DMG400034307,GO:0048507
PGSC0003DMG400008545,GO:0035266
PGSC0003DMG400034307,GO:0000160
PGSC0003DMG400008545,GO:0009965
PGSC0003DMG400034307,GO:0040007
PGSC0003DMG400008545,GO:0009646
PGSC0003DMG400034307,GO:0051239
PGSC0003DMG400008545,GO:0050794
PGSC0003DMG400034307,GO:0071324
PGSC0003DMG400008545,GO:0009645
PGSC0003DMG400008545,GO:0022604
PGSC0003DMG400008545,GO:0048366
PGSC0003DMG400008545,GO:0006952
PGSC0003DMG400008545,GO:0032103
PGSC0003DMG400008545,GO:0009812
PGSC0003DMG400008545,GO:0032412
PGSC0003DMG400008545,GO:0009637
PGSC0003DMG400008545,GO:0034767
PGSC0003DMG400008545,GO:1901564
PGSC0003DMG400008545,GO:0048581
PGSC0003DMG400008545,GO:0002682
PGSC0003DMG400008545,GO:1901529
PGSC0003DMG400008545,GO:0006139
PGSC0003DMG400008545,GO:0051050
PGSC0003DMG400008545,GO:0007165
PGSC0003DMG400008545,GO:0016049
PGSC0003DMG400008545,GO:0006468
PGSC0003DMG400008545,GO:0048509
PGSC0003DMG400008545,GO:0034599
PGSC0003DMG400008545,GO:0048519
PGSC0003DMG400008545,GO:0006793
PGSC0003DMG400008545,GO:1901700
PGSC0003DMG400008545,GO:0032501
PGSC0003DMG400008545,GO:0043269
PGSC0003DMG400008545,GO:0048528
PGSC0003DMG400008545,GO:0006955
PGSC0003DMG400008545,GO:0006753
PGSC0003DMG400008545,GO:0009644
PGSC0003DMG400008545,GO:0008219
PGSC0003DMG400008545,GO:0071452
PGSC0003DMG400008545,GO:0019222
PGSC0003DMG400008545,GO:0030522
PGSC0003DMG400008545,GO:0051128
PGSC0003DMG400008545,GO:0006950
PGSC0003DMG400008545,GO:0055086
PGSC0003DMG400008545,GO:0097468
PGSC0003DMG400008545,GO:1901701
PGSC0003DMG400008545,GO:0044093
PGSC0003DMG400008545,GO:0007275
PGSC0003DMG400008545,GO:0051241
PGSC0003DMG400008545,GO:0009826
PGSC0003DMG400008545,GO:0010117
PGSC0003DMG400008545,GO:0043900
PGSC0003DMG400008545,GO:0044260
PGSC0003DMG400008545,GO:1901371
PGSC0003DMG400008545,GO:1900424
PGSC0003DMG400008545,GO:1902347
PGSC0003DMG400008545,GO:0010073
PGSC0003DMG400008545,GO:0000902
PGSC0003DMG400008545,GO:0033993
PGSC0003DMG400008545,GO:0010114
PGSC0003DMG400008545,GO:0071482
PGSC0003DMG400008545,GO:0048580
PGSC0003DMG400008545,GO:0010244
PGSC0003DMG400008545,GO:0040008
PGSC0003DMG400008545,GO:0031349
PGSC0003DMG400008545,GO:1902446
PGSC0003DMG400008545,GO:0009415
PGSC0003DMG400008545,GO:2000023
PGSC0003DMG400008545,GO:0048584
PGSC0003DMG400008545,GO:0072593
PGSC0003DMG400008545,GO:0010817
PGSC0003DMG400008545,GO:0009642
PGSC0003DMG400008545,GO:0048827
PGSC0003DMG400008545,GO:0022898
PGSC0003DMG400008545,GO:0010118
PGSC0003DMG400008545,GO:1902448
PGSC0003DMG400008545,GO:2000027
PGSC0003DMG400008545,GO:0009640
PGSC0003DMG400008545,GO:0048367
PGSC0003DMG400008545,GO:0071704
PGSC0003DMG400008545,GO:0050778
PGSC0003DMG400008545,GO:0010075
PGSC0003DMG400008545,GO:2000026
PGSC0003DMG400008545,GO:0048638
PGSC0003DMG400008545,GO:0009814
PGSC0003DMG400008545,GO:0042743
PGSC0003DMG400008545,GO:0006732
PGSC0003DMG400008545,GO:0045087
PGSC0003DMG400008545,GO:0009617
PGSC0003DMG400008545,GO:0043270
PGSC0003DMG400008545,GO:0009314
PGSC0003DMG400008545,GO:0036473
PGSC0003DMG400008545,GO:0071214
PGSC0003DMG400008545,GO:0002833
Novel00009,GO:0003674
Novel00021,GO:0005515
Novel00023,GO:0030554
Novel00024,GO:0030554
Novel00044,GO:0003674
Novel00053,GO:0003674
Novel00107,GO:0016798
Novel00113,GO:0005488
Novel00135,GO:1901363
Novel00164,GO:0005515
Novel00168,GO:0043167
Novel00184,GO:0003674
Novel00195,GO:0003674
Novel00284,GO:0005381
Novel00301,GO:0016779
Novel00304,GO:0005488
Novel00312,GO:0016772
Novel00322,GO:0003735
Novel00326,GO:0003674
Novel00329,GO:0016788
Novel00333,GO:0030554
Novel00335,GO:0003700
Novel00339,GO:0016829
Novel00341,GO:0003674
Novel00358,GO:0043169
Novel00371,GO:0005488
Novel00406,GO:0046872
Novel00415,GO:0003676
Novel00447,GO:0036094
Novel00488,GO:0003676
Novel00507,GO:0005488
Novel00508,GO:0003964
Novel00551,GO:0031683
Novel00552,GO:0046872
Novel00661,GO:0003674
Novel00670,GO:0097159
Novel00691,GO:0046914
Novel00697,GO:0016705
Novel00702,GO:0016787
Novel00707,GO:0003674
Novel00785,GO:0005506
Novel00790,GO:1901681
Novel00806,GO:0003824
Novel00819,GO:0022892
Novel00827,GO:0003723
Novel00845,GO:0001883
Novel00924,GO:0032555
Novel00931,GO:0004540
Novel00943,GO:1901265
Novel00997,GO:1901363
Novel01003,GO:0022834
Novel01041,GO:0015298
