PGSC0003DMG400001434,GO:0044238
PGSC0003DMG400001444,GO:0005975
PGSC0003DMG400001452,GO:0008150
PGSC0003DMG400001513,GO:0044260
PGSC0003DMG400001528,GO:0046348
PGSC0003DMG400001529,GO:0006026
PGSC0003DMG400001551,GO:0034641
PGSC0003DMG400001570,GO:0044712
PGSC0003DMG400001590,GO:0010468
PGSC0003DMG400001591,GO:0018130
PGSC0003DMG400001617,GO:0009605
PGSC0003DMG400001627,GO:0009888
PGSC0003DMG400001630,GO:0036211
PGSC0003DMG400001659,GO:1901360
PGSC0003DMG400001690,GO:1901566
PGSC0003DMG400001759,GO:0071704
PGSC0003DMG400001772,GO:2000112
PGSC0003DMG400001808,GO:0051641
PGSC0003DMG400001853,GO:0006793
PGSC0003DMG400002045,GO:0043170
PGSC0003DMG400002049,GO:0009058
PGSC0003DMG400002144,GO:0065007
PGSC0003DMG400002151,GO:0006810
PGSC0003DMG400002153,GO:0044260
PGSC0003DMG400002156,GO:0071704
PGSC0003DMG400002204,GO:0065008
PGSC0003DMG400002392,GO:0044700
PGSC0003DMG400002426,GO:0006952
PGSC0003DMG400002452,GO:0044700
PGSC0003DMG400002473,GO:1901605
PGSC0003DMG400002487,GO:0045087
PGSC0003DMG400002534,GO:0071702
PGSC0003DMG400002541,GO:0043604
PGSC0003DMG400002597,GO:0043603
PGSC0003DMG400002694,GO:0006397
PGSC0003DMG400002762,GO:0046916
PGSC0003DMG400002819,GO:0043241
PGSC0003DMG400002835,GO:0009058
PGSC0003DMG400002890,GO:0051716
PGSC0003DMG400003056,GO:0065007
PGSC0003DMG400003123,GO:0006725
PGSC0003DMG400003155,GO:0010927
PGSC0003DMG400003213,GO:0006464
PGSC0003DMG400003238,GO:0008150
PGSC0003DMG400003291,GO:0044271
PGSC0003DMG400003368,GO:0043603
PGSC0003DMG400003522,GO:0071704
PGSC0003DMG400003527,GO:0051707
PGSC0003DMG400003562,GO:0071704
PGSC0003DMG400003593,GO:0044238
PGSC0003DMG400003619,GO:0009987
PGSC0003DMG400003700,GO:0051716
PGSC0003DMG400003722,GO:0009737
PGSC0003DMG400003726,GO:0065008
PGSC0003DMG400003735,GO:1902578
PGSC0003DMG400003766,GO:0055085
PGSC0003DMG400003774,GO:0006073
PGSC0003DMG400003779,GO:0044260
PGSC0003DMG400003826,GO:0034645
PGSC0003DMG400003865,GO:0044763
PGSC0003DMG400003870,GO:0055085
PGSC0003DMG400003932,GO:0006139
PGSC0003DMG400004036,GO:0006796
PGSC0003DMG400004037,GO:0043412
PGSC0003DMG400004082,GO:0034645
PGSC0003DMG400004124,GO:0044271
PGSC0003DMG400004170,GO:0006082
PGSC0003DMG400004291,GO:0009987
PGSC0003DMG400004299,GO:0009058
PGSC0003DMG400004306,GO:0043170
PGSC0003DMG400004363,GO:0006464
PGSC0003DMG400004422,GO:0098655
PGSC0003DMG400004532,GO:0006091
PGSC0003DMG400004593,GO:0016998
PGSC0003DMG400004601,GO:0006468
PGSC0003DMG400004605,GO:0044260
PGSC0003DMG400004630,GO:0043436
PGSC0003DMG400004643,GO:0044710
PGSC0003DMG400004684,GO:0009259
PGSC0003DMG400004686,GO:0006807
PGSC0003DMG400004698,GO:0009987
PGSC0003DMG400004735,GO:0048519
PGSC0003DMG400004838,GO:0008152
PGSC0003DMG400004851,GO:1901576
PGSC0003DMG400004923,GO:0008202
PGSC0003DMG400005097,GO:1990748
PGSC0003DMG400005192,GO:0034641
PGSC0003DMG400005199,GO:0034641
PGSC0003DMG400005214,GO:0015698
PGSC0003DMG400005269,GO:0051234
PGSC0003DMG400005372,GO:0044237
PGSC0003DMG400005456,GO:0044267
PGSC0003DMG400005612,GO:0015858
PGSC0003DMG400005628,GO:1901700
PGSC0003DMG400005642,GO:0043604
PGSC0003DMG400005661,GO:1902578
PGSC0003DMG400005713,GO:0044699
PGSC0003DMG400005723,GO:0043066
PGSC0003DMG400005760,GO:0098660
PGSC0003DMG400005837,GO:2001141
PGSC0003DMG400005862,GO:0006807
PGSC0003DMG400005871,GO:0050789
PGSC0003DMG400005975,GO:0009987
PGSC0003DMG400006003,GO:0044699
PGSC0003DMG400006078,GO:0009987
PGSC0003DMG400006122,GO:0010468
PGSC0003DMG400006184,GO:0044260
PGSC0003DMG400006185,GO:0044237
PGSC0003DMG400006211,GO:0034641
PGSC0003DMG400006283,GO:0055085
PGSC0003DMG400006351,GO:0000413
PGSC0003DMG400006381,GO:0006778
PGSC0003DMG400006385,GO:0055085
PGSC0003DMG400006450,GO:0043102
PGSC0003DMG400006569,GO:0010468
PGSC0003DMG400006610,GO:0043170
PGSC0003DMG400006640,GO:0008152
PGSC0003DMG400006814,GO:0043412
PGSC0003DMG400006991,GO:0010467
PGSC0003DMG400006993,GO:0044699
PGSC0003DMG400007054,GO:0044249
PGSC0003DMG400007058,GO:0044763
PGSC0003DMG400007081,GO:0006629
PGSC0003DMG400007119,GO:0009059
PGSC0003DMG400007121,GO:0008152
PGSC0003DMG400007188,GO:0006778
PGSC0003DMG400007306,GO:0008152
PGSC0003DMG400007309,GO:0008202
PGSC0003DMG400007336,GO:0019538
PGSC0003DMG400007410,GO:0034645
PGSC0003DMG400007429,GO:0044249
PGSC0003DMG400007458,GO:0018130
PGSC0003DMG400007467,GO:0034654
PGSC0003DMG400007597,GO:0098656
PGSC0003DMG400007599,GO:0034641
PGSC0003DMG400007603,GO:0097659
PGSC0003DMG400007683,GO:0006811
PGSC0003DMG400007707,GO:1901564
PGSC0003DMG400007717,GO:0010154
PGSC0003DMG400007787,GO:0044237
PGSC0003DMG400007797,GO:0019752
PGSC0003DMG400007830,GO:1901564
PGSC0003DMG400007855,GO:0010467
PGSC0003DMG400008011,GO:0080090
PGSC0003DMG400008026,GO:0044238
PGSC0003DMG400008049,GO:0019725
PGSC0003DMG400008079,GO:0009059
PGSC0003DMG400008223,GO:0032774
PGSC0003DMG400008256,GO:1901576
PGSC0003DMG400008270,GO:0051234
PGSC0003DMG400008285,GO:0019538
PGSC0003DMG400008296,GO:0052542
PGSC0003DMG400008351,GO:1901564
PGSC0003DMG400008366,GO:0008150
PGSC0003DMG400008404,GO:0071704
PGSC0003DMG400008419,GO:0006793
PGSC0003DMG400008513,GO:0009987
PGSC0003DMG400008545,GO:0048569
PGSC0003DMG400008551,GO:0044710
PGSC0003DMG400008553,GO:0044238
PGSC0003DMG400008564,GO:0071704
PGSC0003DMG400008591,GO:0019752
PGSC0003DMG400008660,GO:0044699
PGSC0003DMG400008673,GO:1901071
PGSC0003DMG400008677,GO:0019219
PGSC0003DMG400008754,GO:0043603
PGSC0003DMG400008796,GO:0071554
PGSC0003DMG400008855,GO:0044249
PGSC0003DMG400008865,GO:0006412
PGSC0003DMG400008927,GO:0048608
PGSC0003DMG400008936,GO:0031323
PGSC0003DMG400009061,GO:0019752
PGSC0003DMG400009072,GO:0016043
PGSC0003DMG400009105,GO:0009628
PGSC0003DMG400009147,GO:0044710
PGSC0003DMG400009181,GO:0019538
PGSC0003DMG400009192,GO:0051234
PGSC0003DMG400009213,GO:0015772
PGSC0003DMG400009264,GO:0006412
PGSC0003DMG400009277,GO:0044763
PGSC0003DMG400009466,GO:1902578
PGSC0003DMG400009472,GO:0009119
PGSC0003DMG400009500,GO:0008152
PGSC0003DMG400009588,GO:0034645
PGSC0003DMG400009887,GO:0009056
PGSC0003DMG400009909,GO:1901362
PGSC0003DMG400009923,GO:0044238
PGSC0003DMG400009985,GO:0071704
PGSC0003DMG400009992,GO:0019318
PGSC0003DMG400010065,GO:0006468
PGSC0003DMG400010067,GO:0097659
PGSC0003DMG400010092,GO:0044710
PGSC0003DMG400010119,GO:0016072
PGSC0003DMG400010131,GO:0032269
PGSC0003DMG400010149,GO:0008150
PGSC0003DMG400010166,GO:0008150
PGSC0003DMG400010291,GO:0008152
PGSC0003DMG400010362,GO:0044238
PGSC0003DMG400010369,GO:0008150
PGSC0003DMG400010437,GO:0010467
PGSC0003DMG400010450,GO:0046483
PGSC0003DMG400010465,GO:0044712
PGSC0003DMG400010477,GO:0009690
PGSC0003DMG400010485,GO:0006793
PGSC0003DMG400010637,GO:0044238
PGSC0003DMG400010661,GO:0006631
PGSC0003DMG400010802,GO:0071704
PGSC0003DMG400010819,GO:0044249
PGSC0003DMG400010840,GO:0048827
PGSC0003DMG400010853,GO:0050896
PGSC0003DMG400010870,GO:0060255
PGSC0003DMG400010987,GO:0008150
PGSC0003DMG400011048,GO:0071704
PGSC0003DMG400011135,GO:0042548
PGSC0003DMG400011251,GO:0007154
PGSC0003DMG400011272,GO:0006508
PGSC0003DMG400011277,GO:0008150
PGSC0003DMG400011294,GO:0006807
PGSC0003DMG400011319,GO:0044260
PGSC0003DMG400011321,GO:0044238
PGSC0003DMG400011397,GO:0044707
PGSC0003DMG400011406,GO:0006091
PGSC0003DMG400011451,GO:0006812
PGSC0003DMG400011502,GO:0044260
PGSC0003DMG400011531,GO:0010467
PGSC0003DMG400011702,GO:0043603
PGSC0003DMG400011729,GO:0031325
PGSC0003DMG400011741,GO:0034641
PGSC0003DMG400011752,GO:0030243
PGSC0003DMG400011792,GO:0036211
PGSC0003DMG400011840,GO:0044237
PGSC0003DMG400011949,GO:0071702
PGSC0003DMG400011951,GO:0071702
PGSC0003DMG400011953,GO:0071702
PGSC0003DMG400011964,GO:0006810
PGSC0003DMG400011974,GO:0044699
PGSC0003DMG400012012,GO:0044699
PGSC0003DMG400012017,GO:0043086
PGSC0003DMG400012101,GO:0043604
PGSC0003DMG400012109,GO:0006810
PGSC0003DMG400012163,GO:0071704
PGSC0003DMG400012202,GO:0044255
PGSC0003DMG400012205,GO:0034654
PGSC0003DMG400012210,GO:0042398
PGSC0003DMG400012235,GO:0008150
PGSC0003DMG400012242,GO:0048608
PGSC0003DMG400012261,GO:0044700
PGSC0003DMG400012263,GO:0065008
PGSC0003DMG400012307,GO:0008152
PGSC0003DMG400012434,GO:0006810
PGSC0003DMG400012481,GO:0051234
PGSC0003DMG400012501,GO:0044249
PGSC0003DMG400012522,GO:0006694
PGSC0003DMG400012543,GO:0051179
PGSC0003DMG400012581,GO:0006464
PGSC0003DMG400012607,GO:0051252
PGSC0003DMG400012635,GO:0044238
PGSC0003DMG400012640,GO:0071704
PGSC0003DMG400012653,GO:0034645
PGSC0003DMG400012685,GO:0008152
PGSC0003DMG400012696,GO:0098662
PGSC0003DMG400012712,GO:0046434
PGSC0003DMG400012762,GO:0044237
PGSC0003DMG400012763,GO:1901576
PGSC0003DMG400012891,GO:0065007
PGSC0003DMG400012951,GO:0030163
PGSC0003DMG400012971,GO:0010817
PGSC0003DMG400013022,GO:0044763
PGSC0003DMG400013035,GO:0044237
PGSC0003DMG400013098,GO:0044700
PGSC0003DMG400013270,GO:1901576
PGSC0003DMG400013297,GO:0065007
PGSC0003DMG400013301,GO:0019725
PGSC0003DMG400013417,GO:0019684
PGSC0003DMG400013457,GO:0051234
PGSC0003DMG400013638,GO:0034599
PGSC0003DMG400013695,GO:0044249
PGSC0003DMG400013885,GO:0008152
PGSC0003DMG400013886,GO:0000003
PGSC0003DMG400013887,GO:0043170
PGSC0003DMG400013989,GO:0007165
PGSC0003DMG400014093,GO:1901576
PGSC0003DMG400014117,GO:0051234
PGSC0003DMG400014137,GO:0051171
PGSC0003DMG400014225,GO:0048518
PGSC0003DMG400014239,GO:0044710
PGSC0003DMG400014266,GO:0006396
PGSC0003DMG400014267,GO:0044763
PGSC0003DMG400014293,GO:0006950
PGSC0003DMG400014316,GO:0046620
PGSC0003DMG400014342,GO:1902578
PGSC0003DMG400014372,GO:0046483
PGSC0003DMG400014381,GO:0008152
PGSC0003DMG400014391,GO:0010646
PGSC0003DMG400014417,GO:0031323
PGSC0003DMG400014459,GO:1901564
PGSC0003DMG400014486,GO:0043603
PGSC0003DMG400014549,GO:0044249
PGSC0003DMG400014643,GO:0032774
PGSC0003DMG400014695,GO:0010467
PGSC0003DMG400014700,GO:0034645
PGSC0003DMG400014795,GO:0044260
PGSC0003DMG400014800,GO:0048638
PGSC0003DMG400014824,GO:0009987
PGSC0003DMG400014855,GO:0043170
PGSC0003DMG400014863,GO:0006520
PGSC0003DMG400014875,GO:0036211
PGSC0003DMG400015006,GO:0008150
PGSC0003DMG400015153,GO:0006082
PGSC0003DMG400015157,GO:0071704
PGSC0003DMG400015169,GO:0043436
PGSC0003DMG400015194,GO:0019752
PGSC0003DMG400015229,GO:1901362
PGSC0003DMG400015230,GO:0010393
PGSC0003DMG400015239,GO:0006778
PGSC0003DMG400015245,GO:0009058
PGSC0003DMG400015273,GO:0048513
PGSC0003DMG400015287,GO:0009987
PGSC0003DMG400015319,GO:0008152
PGSC0003DMG400015342,GO:0010467
PGSC0003DMG400015383,GO:0043412
PGSC0003DMG400015407,GO:0043603
PGSC0003DMG400015463,GO:1901605
PGSC0003DMG400015464,GO:0043170
PGSC0003DMG400015688,GO:0009987
PGSC0003DMG400015731,GO:0044271
PGSC0003DMG400015795,GO:0044238
PGSC0003DMG400015801,GO:0009636
PGSC0003DMG400015992,GO:0019538
PGSC0003DMG400015998,GO:0006414
PGSC0003DMG400016003,GO:0050794
PGSC0003DMG400016004,GO:0031326
PGSC0003DMG400016006,GO:1901360
PGSC0003DMG400016120,GO:0044711
PGSC0003DMG400016133,GO:0006810
PGSC0003DMG400016138,GO:0019637
PGSC0003DMG400016140,GO:0046907
PGSC0003DMG400016147,GO:0044763
PGSC0003DMG400016156,GO:0006793
PGSC0003DMG400016249,GO:0009567
PGSC0003DMG400016270,GO:0071704
PGSC0003DMG400016280,GO:0006351
PGSC0003DMG400016284,GO:0048523
PGSC0003DMG400016290,GO:0006464
PGSC0003DMG400016291,GO:0036211
PGSC0003DMG400016317,GO:0071495
PGSC0003DMG400016318,GO:0034645
PGSC0003DMG400016365,GO:0044249
PGSC0003DMG400016367,GO:0044260
PGSC0003DMG400016412,GO:0044699
PGSC0003DMG400016453,GO:0042743
PGSC0003DMG400016477,GO:0045454
PGSC0003DMG400016534,GO:1901576
PGSC0003DMG400016535,GO:1901605
PGSC0003DMG400016625,GO:0051276
PGSC0003DMG400016698,GO:0043412
PGSC0003DMG400016721,GO:0046165
PGSC0003DMG400016731,GO:0009058
PGSC0003DMG400016878,GO:0055065
PGSC0003DMG400017095,GO:0008150
PGSC0003DMG400017100,GO:0006520
PGSC0003DMG400017151,GO:0044271
PGSC0003DMG400017160,GO:0006950
PGSC0003DMG400017171,GO:0051261
PGSC0003DMG400017186,GO:0010105
PGSC0003DMG400017198,GO:0071482
PGSC0003DMG400017231,GO:0060255
PGSC0003DMG400017248,GO:0044260
PGSC0003DMG400017291,GO:0006793
PGSC0003DMG400017330,GO:0006468
PGSC0003DMG400017334,GO:0010467
PGSC0003DMG400017341,GO:0045489
PGSC0003DMG400017484,GO:0010468
PGSC0003DMG400017485,GO:1901360
PGSC0003DMG400017556,GO:0016043
PGSC0003DMG400017573,GO:1901576
PGSC0003DMG400017593,GO:0044238
PGSC0003DMG400017637,GO:0009987
PGSC0003DMG400017640,GO:0009059
PGSC0003DMG400017760,GO:0044249
PGSC0003DMG400017779,GO:0036211
PGSC0003DMG400017812,GO:0008152
PGSC0003DMG400017946,GO:0016310
PGSC0003DMG400017949,GO:0043412
PGSC0003DMG400018060,GO:0070647
PGSC0003DMG400018094,GO:0034641
PGSC0003DMG400018146,GO:0065009
PGSC0003DMG400018235,GO:0044699
PGSC0003DMG400018269,GO:0044237
PGSC0003DMG400018273,GO:0006091
PGSC0003DMG400018288,GO:0010468
PGSC0003DMG400018291,GO:0008150
PGSC0003DMG400018328,GO:0008150
PGSC0003DMG400018382,GO:0044763
PGSC0003DMG400018407,GO:0042221
PGSC0003DMG400018408,GO:0010468
PGSC0003DMG400018428,GO:0050794
PGSC0003DMG400018429,GO:0050789
PGSC0003DMG400018461,GO:0009987
PGSC0003DMG400018515,GO:0044765
PGSC0003DMG400018535,GO:0051234
PGSC0003DMG400018761,GO:0051179
PGSC0003DMG400018819,GO:0050794
PGSC0003DMG400018937,GO:1901360
PGSC0003DMG400018942,GO:0098660
PGSC0003DMG400019088,GO:0045454
PGSC0003DMG400019100,GO:0044699
PGSC0003DMG400019189,GO:0009266
PGSC0003DMG400019232,GO:0080090
PGSC0003DMG400019241,GO:0006468
PGSC0003DMG400019272,GO:0009058
PGSC0003DMG400019276,GO:0016310
PGSC0003DMG400019294,GO:0032774
PGSC0003DMG400019379,GO:0048583
PGSC0003DMG400019386,GO:0006520
PGSC0003DMG400019402,GO:0044271
PGSC0003DMG400019435,GO:0034641
PGSC0003DMG400019437,GO:0009607
PGSC0003DMG400019508,GO:0008150
PGSC0003DMG400019510,GO:0055114
PGSC0003DMG400019511,GO:0055114
PGSC0003DMG400019528,GO:0051252
PGSC0003DMG400019563,GO:0010467
PGSC0003DMG400019693,GO:0065007
PGSC0003DMG400019725,GO:0009987
PGSC0003DMG400019764,GO:0008152
PGSC0003DMG400019824,GO:0060255
PGSC0003DMG400019872,GO:0065008
PGSC0003DMG400019936,GO:0022613
PGSC0003DMG400019971,GO:0046483
PGSC0003DMG400020086,GO:0071704
PGSC0003DMG400020108,GO:0044237
PGSC0003DMG400020134,GO:0034641
PGSC0003DMG400020148,GO:0043604
PGSC0003DMG400020150,GO:0044271
PGSC0003DMG400020151,GO:0043412
PGSC0003DMG400020206,GO:0032774
PGSC0003DMG400020248,GO:0051234
PGSC0003DMG400020305,GO:0006412
PGSC0003DMG400020416,GO:0019752
PGSC0003DMG400020422,GO:0015977
PGSC0003DMG400020434,GO:0043603
PGSC0003DMG400020550,GO:0036211
PGSC0003DMG400020552,GO:0006886
PGSC0003DMG400020566,GO:0044271
PGSC0003DMG400020636,GO:0043603
PGSC0003DMG400020637,GO:1901576
PGSC0003DMG400020657,GO:0044237
PGSC0003DMG400020711,GO:0006139
PGSC0003DMG400020752,GO:1901360
PGSC0003DMG400020775,GO:0044238
PGSC0003DMG400020803,GO:0009058
PGSC0003DMG400020829,GO:0098655
PGSC0003DMG400020999,GO:0071704
PGSC0003DMG400021170,GO:0008152
PGSC0003DMG400021276,GO:0019752
PGSC0003DMG400021346,GO:0019438
PGSC0003DMG400021353,GO:0006793
PGSC0003DMG400021420,GO:0009058
PGSC0003DMG400021441,GO:1901566
PGSC0003DMG400021515,GO:0051641
PGSC0003DMG400021533,GO:0032259
PGSC0003DMG400021589,GO:0006979
PGSC0003DMG400021594,GO:0033036
PGSC0003DMG400021614,GO:0009987
PGSC0003DMG400021726,GO:0010286
PGSC0003DMG400021761,GO:0051234
PGSC0003DMG400021812,GO:0006412
PGSC0003DMG400021857,GO:1903506
PGSC0003DMG400021927,GO:0044271
PGSC0003DMG400022027,GO:0030029
PGSC0003DMG400022078,GO:0033554
PGSC0003DMG400022134,GO:0008152
PGSC0003DMG400022210,GO:0071704
PGSC0003DMG400022231,GO:0048366
PGSC0003DMG400022263,GO:0006091
PGSC0003DMG400022380,GO:2001141
PGSC0003DMG400022398,GO:0044260
PGSC0003DMG400022426,GO:0044706
PGSC0003DMG400022496,GO:0022607
PGSC0003DMG400022500,GO:1901566
PGSC0003DMG400022562,GO:0071704
PGSC0003DMG400022569,GO:0044260
PGSC0003DMG400022589,GO:0010467
PGSC0003DMG400022635,GO:0010467
PGSC0003DMG400022699,GO:0044700
PGSC0003DMG400022709,GO:0071704
PGSC0003DMG400022711,GO:0006464
PGSC0003DMG400022759,GO:0044271
PGSC0003DMG400022764,GO:0043648
PGSC0003DMG400022778,GO:0044262
PGSC0003DMG400022855,GO:0044710
PGSC0003DMG400022894,GO:0008152
PGSC0003DMG400022931,GO:0010468
PGSC0003DMG400023013,GO:0043604
PGSC0003DMG400023115,GO:0044238
PGSC0003DMG400023164,GO:0034641
PGSC0003DMG400023206,GO:0010468
PGSC0003DMG400023270,GO:0044267
PGSC0003DMG400023272,GO:0006807
PGSC0003DMG400023327,GO:0016070
PGSC0003DMG400023344,GO:0071704
PGSC0003DMG400023360,GO:0050794
PGSC0003DMG400023392,GO:0065003
PGSC0003DMG400023510,GO:0034613
PGSC0003DMG400023512,GO:0043603
PGSC0003DMG400023600,GO:0098662
PGSC0003DMG400023742,GO:0006793
PGSC0003DMG400023752,GO:0044260
PGSC0003DMG400023985,GO:0006091
PGSC0003DMG400024017,GO:0050789
PGSC0003DMG400024018,GO:0016070
PGSC0003DMG400024055,GO:0065007
PGSC0003DMG400024063,GO:0006696
PGSC0003DMG400024075,GO:0008150
PGSC0003DMG400024081,GO:0044763
PGSC0003DMG400024157,GO:0071840
PGSC0003DMG400024209,GO:0009987
PGSC0003DMG400024278,GO:0044763
PGSC0003DMG400024310,GO:0080090
PGSC0003DMG400024490,GO:0044699
PGSC0003DMG400024491,GO:0019538
PGSC0003DMG400024508,GO:0032502
PGSC0003DMG400024535,GO:0022603
PGSC0003DMG400024546,GO:0034645
PGSC0003DMG400024561,GO:0060548
PGSC0003DMG400024643,GO:0008152
PGSC0003DMG400024707,GO:0009860
PGSC0003DMG400024715,GO:0044237
PGSC0003DMG400024719,GO:0009059
PGSC0003DMG400024723,GO:0043603
PGSC0003DMG400024772,GO:0009987
PGSC0003DMG400024781,GO:0097659
PGSC0003DMG400024838,GO:0034645
PGSC0003DMG400024853,GO:0071704
PGSC0003DMG400024929,GO:0019538
PGSC0003DMG400025007,GO:0034641
PGSC0003DMG400025015,GO:0043603
PGSC0003DMG400025174,GO:0010311
PGSC0003DMG400025221,GO:0010467
PGSC0003DMG400025230,GO:0098662
PGSC0003DMG400025240,GO:0071704
PGSC0003DMG400025254,GO:0032259
PGSC0003DMG400025305,GO:0019538
PGSC0003DMG400025317,GO:0071704
PGSC0003DMG400025324,GO:0009059
PGSC0003DMG400025387,GO:0044765
PGSC0003DMG400025398,GO:0043603
PGSC0003DMG400025433,GO:0044763
PGSC0003DMG400025495,GO:0009987
PGSC0003DMG400025527,GO:0044260
PGSC0003DMG400025555,GO:0043603
PGSC0003DMG400025619,GO:0043170
PGSC0003DMG400025632,GO:0065007
PGSC0003DMG400025737,GO:1901700
PGSC0003DMG400025797,GO:1903506
PGSC0003DMG400025803,GO:0042743
PGSC0003DMG400025881,GO:1901576
PGSC0003DMG400025931,GO:0044699
PGSC0003DMG400025976,GO:0000003
PGSC0003DMG400026072,GO:0036211
PGSC0003DMG400026077,GO:0016310
PGSC0003DMG400026130,GO:0044260
PGSC0003DMG400026211,GO:0071704
PGSC0003DMG400026283,GO:0008150
PGSC0003DMG400026397,GO:0051667
PGSC0003DMG400026398,GO:0044271
PGSC0003DMG400026401,GO:0055114
PGSC0003DMG400026442,GO:0010467
PGSC0003DMG400026461,GO:0090304
PGSC0003DMG400026465,GO:0016053
PGSC0003DMG400026475,GO:0043043
PGSC0003DMG400026508,GO:1901293
PGSC0003DMG400026575,GO:0044237
PGSC0003DMG400026716,GO:0044237
PGSC0003DMG400026821,GO:0010468
PGSC0003DMG400026829,GO:0044260
PGSC0003DMG400026853,GO:0009987
PGSC0003DMG400026910,GO:0043603
PGSC0003DMG400026970,GO:0019538
PGSC0003DMG400026983,GO:0006412
PGSC0003DMG400026987,GO:0044237
PGSC0003DMG400027010,GO:0009058
PGSC0003DMG400027045,GO:1901576
PGSC0003DMG400027054,GO:0008152
PGSC0003DMG400027062,GO:0051179
PGSC0003DMG400027071,GO:0008152
PGSC0003DMG400027086,GO:0034645
PGSC0003DMG400027124,GO:0036211
PGSC0003DMG400027149,GO:0006915
PGSC0003DMG400027161,GO:0043170
PGSC0003DMG400027194,GO:0044763
PGSC0003DMG400027196,GO:0043412
PGSC0003DMG400027276,GO:0044711
PGSC0003DMG400027383,GO:1901566
PGSC0003DMG400027388,GO:0043603
PGSC0003DMG400027401,GO:0044281
PGSC0003DMG400027434,GO:0006807
PGSC0003DMG400027459,GO:0044260
PGSC0003DMG400027532,GO:0043603
PGSC0003DMG400027594,GO:0044763
PGSC0003DMG400027633,GO:0042221
PGSC0003DMG400027752,GO:0008150
PGSC0003DMG400027819,GO:0055085
PGSC0003DMG400027855,GO:0006807
PGSC0003DMG400027903,GO:0044271
PGSC0003DMG400027916,GO:0046165
PGSC0003DMG400028048,GO:0050790
PGSC0003DMG400028129,GO:0018022
PGSC0003DMG400028159,GO:0008150
PGSC0003DMG400028173,GO:0007154
PGSC0003DMG400028174,GO:0006807
PGSC0003DMG400028265,GO:0090304
PGSC0003DMG400028315,GO:0050896
PGSC0003DMG400028375,GO:0071704
PGSC0003DMG400028381,GO:0060255
PGSC0003DMG400028467,GO:0009058
PGSC0003DMG400028479,GO:0050896
PGSC0003DMG400028491,GO:0007165
PGSC0003DMG400028520,GO:0010467
PGSC0003DMG400028545,GO:0055085
PGSC0003DMG400028562,GO:0044260
PGSC0003DMG400028606,GO:0015031
PGSC0003DMG400028607,GO:0044765
PGSC0003DMG400028617,GO:0019538
PGSC0003DMG400028631,GO:0043170
PGSC0003DMG400028666,GO:0019538
PGSC0003DMG400028694,GO:0043412
PGSC0003DMG400028726,GO:0065007
PGSC0003DMG400028781,GO:0008150
PGSC0003DMG400028891,GO:0098660
PGSC0003DMG400028897,GO:0008150
PGSC0003DMG400028901,GO:0044265
PGSC0003DMG400029074,GO:0015851
PGSC0003DMG400029085,GO:0006807
PGSC0003DMG400029107,GO:0010035
PGSC0003DMG400029207,GO:0009889
PGSC0003DMG400029242,GO:0071705
PGSC0003DMG400029266,GO:0044237
PGSC0003DMG400029283,GO:0019538
PGSC0003DMG400029371,GO:0060255
PGSC0003DMG400029398,GO:0008150
PGSC0003DMG400029406,GO:0044281
PGSC0003DMG400029408,GO:0044237
PGSC0003DMG400029430,GO:0051094
PGSC0003DMG400029485,GO:0009987
PGSC0003DMG400029499,GO:0009892
PGSC0003DMG400029552,GO:0044699
PGSC0003DMG400029591,GO:0008152
PGSC0003DMG400029617,GO:0036211
PGSC0003DMG400029643,GO:0071704
PGSC0003DMG400029659,GO:0044237
PGSC0003DMG400029760,GO:1901576
PGSC0003DMG400029774,GO:0071704
PGSC0003DMG400029792,GO:0071840
PGSC0003DMG400029931,GO:0042221
PGSC0003DMG400029938,GO:0044282
PGSC0003DMG400029964,GO:1902578
PGSC0003DMG400030009,GO:0036211
PGSC0003DMG400030035,GO:0006468
PGSC0003DMG400030052,GO:0006518
PGSC0003DMG400030087,GO:0036211
PGSC0003DMG400030092,GO:0036211
PGSC0003DMG400030144,GO:0036211
PGSC0003DMG400030153,GO:0009987
PGSC0003DMG400030185,GO:1901576
PGSC0003DMG400030212,GO:0071941
PGSC0003DMG400030262,GO:0008150
PGSC0003DMG400030328,GO:0006351
PGSC0003DMG400030334,GO:0043632
PGSC0003DMG400030382,GO:0006979
PGSC0003DMG400030386,GO:0043603
PGSC0003DMG400030389,GO:0048586
PGSC0003DMG400030422,GO:0006629
PGSC0003DMG400030491,GO:1901361
PGSC0003DMG400030683,GO:0008652
PGSC0003DMG400030684,GO:0051234
PGSC0003DMG400030685,GO:0044707
PGSC0003DMG400030693,GO:0044699
PGSC0003DMG400030710,GO:0008150
PGSC0003DMG400030762,GO:0016567
PGSC0003DMG400030802,GO:0006412
PGSC0003DMG400030880,GO:0016070
PGSC0003DMG400030998,GO:0055114
PGSC0003DMG400031072,GO:0080090
PGSC0003DMG400031102,GO:0008150
PGSC0003DMG400031166,GO:0009132
PGSC0003DMG400031228,GO:0036211
PGSC0003DMG400031258,GO:0044260
PGSC0003DMG400031345,GO:0043603
PGSC0003DMG400031365,GO:0044550
PGSC0003DMG400031377,GO:0006810
PGSC0003DMG400031421,GO:0006725
PGSC0003DMG400031457,GO:1901606
PGSC0003DMG400031473,GO:0044264
PGSC0003DMG400031787,GO:0044238
PGSC0003DMG400031867,GO:0051234
PGSC0003DMG400032122,GO:0034622
PGSC0003DMG400032124,GO:0044237
PGSC0003DMG400032190,GO:0044238
