gene_id,B_653_readcount,B_CON_readcount,log2FoldChange,pval,padj
Cluster-15354.91057,277.4708463,88.08509458,1.6554,5.00E-05,0.015238
Cluster-33273.0,23.51405208,0,Inf,5.00E-05,0.015238
Cluster-52735.0,41.28450467,2.244517284,4.2011,5.00E-05,0.015238
Cluster-15354.94777,497.6731013,186.4786079,1.4162,5.04E-05,0.015334
Cluster-15354.101364,326.9048007,791.1036472,-1.275,5.05E-05,0.015343
Cluster-15354.118269,260.9279427,83.55896259,1.6428,5.06E-05,0.01535
Cluster-15354.68570,105.0319568,8.048667349,3.7059,5.17E-05,0.015672
Cluster-15354.38429,335.4933687,116.0991846,1.5309,5.19E-05,0.015678
Cluster-15354.78545,618.6319925,83.68841363,2.886,5.19E-05,0.015678
Cluster-15354.93370,4926.327558,2189.005319,1.1702,5.21E-05,0.015709
Cluster-15354.77852,447.3781439,164.533219,1.4431,5.23E-05,0.015744
Cluster-15354.8816,160.5207627,441.4069358,-1.4593,5.26E-05,0.015824
Cluster-15354.79697,802.1315654,327.0920052,1.2941,5.28E-05,0.015849
Cluster-15354.38046,23.36426849,0,Inf,5.30E-05,0.0159
Cluster-15354.23847,315.3942748,106.2958517,1.5691,5.42E-05,0.016216
Cluster-15354.150045,60.40195807,215.3770072,-1.8342,5.43E-05,0.016219
Cluster-15354.144246,151.0222539,14.13524967,3.4174,5.48E-05,0.016366
Cluster-15354.98152,1114.996849,249.2325455,2.1615,5.51E-05,0.016433
Cluster-15354.102844,1209.39016,526.2663819,1.2004,5.52E-05,0.016436
Cluster-15354.24954,180.4521639,485.3119136,-1.4273,5.55E-05,0.016504
Cluster-51552.1,41.03745476,2.143419858,4.259,5.60E-05,0.016632
Cluster-15354.125452,311.9031614,104.3590797,1.5795,5.63E-05,0.016644
Cluster-15354.137313,103.1656283,17.38534679,2.569,5.62E-05,0.016644
Cluster-15354.89271,4166.251632,1157.685782,1.8475,5.62E-05,0.016644
Cluster-15354.98539,335.4868335,115.0010273,1.5446,5.65E-05,0.016684
Cluster-15689.1,67.26945964,7.998118636,3.0722,5.66E-05,0.016684
Cluster-15354.83327,550.751334,211.136572,1.3832,5.69E-05,0.016745
Cluster-15354.79045,2847.722981,6352.265037,-1.1575,5.70E-05,0.016748
Cluster-15354.64645,0,16.97681288,#NAME?,5.73E-05,0.016822
Cluster-15354.84207,2896.515671,1136.766209,1.3494,5.78E-05,0.016942
Cluster-15354.77377,2697.620669,1219.338236,1.1456,5.83E-05,0.017063
Cluster-30338.1,52.29367628,193.5510676,-1.888,5.86E-05,0.017117
Cluster-15354.90227,26.88475323,0,Inf,5.90E-05,0.017222
Cluster-15354.91156,792.7097255,331.3787908,1.2583,5.97E-05,0.017391
Cluster-15354.86521,3693.049346,1656.643418,1.1565,5.99E-05,0.017426
Cluster-15354.16515,56.7912805,5.318589146,3.4166,6.03E-05,0.017481
Cluster-15354.91443,1428.711268,253.2854409,2.4959,6.02E-05,0.017481
Cluster-54072.7,20.12895651,103.023328,-2.3556,6.04E-05,0.01749
Cluster-15354.66896,615.7084728,241.6338541,1.3494,6.06E-05,0.017499
Cluster-38990.1,22.92411826,0,Inf,6.05E-05,0.017499
Cluster-15354.55579,158.9692235,40.48404895,1.9733,6.11E-05,0.017628
Cluster-15354.56112,288.0745429,96.03626846,1.5848,6.19E-05,0.01784
Cluster-21650.0,45.39738586,3.232046235,3.8121,6.23E-05,0.017927
Cluster-15354.82079,39.5210391,152.1750615,-1.945,6.26E-05,0.017983
Cluster-15354.40680,2244.381548,688.9339903,1.7039,6.36E-05,0.018239
Cluster-15354.84988,2520.404713,1079.741694,1.223,6.38E-05,0.018282
Cluster-15354.85188,1202.087928,386.9512764,1.6353,6.41E-05,0.018329
Cluster-15354.89269,294.507312,73.87508679,1.9951,6.46E-05,0.018462
Cluster-15354.102519,4.211401172,47.46963441,-3.4946,6.48E-05,0.018478
Cluster-15354.83831,384.0698793,138.6997542,1.4694,6.52E-05,0.018559
Cluster-15354.65458,689.9672128,1532.179548,-1.151,6.56E-05,0.01859
Cluster-15354.79944,2736.578056,1238.941738,1.1433,6.56E-05,0.01859
Cluster-15354.81946,5709.358195,2487.252654,1.1988,6.54E-05,0.01859
Cluster-15354.89402,217.2351029,62.54427219,1.7963,6.54E-05,0.01859
Cluster-15354.104176,433.0794404,1030.605927,-1.2508,6.59E-05,0.018637
Cluster-15354.28956,27.52624158,125.1271773,-2.1845,6.62E-05,0.018687
Cluster-15354.45675,45.76825223,3.000787801,3.9309,6.62E-05,0.018687
Cluster-15354.84839,1064.095228,238.3662152,2.1584,6.65E-05,0.018748
Cluster-15354.75998,35.63322447,0.428683972,6.3772,6.67E-05,0.018773
Cluster-47517.0,27.56702865,0.443215762,5.9588,6.69E-05,0.018809
Cluster-15354.68250,64.79884768,7.432945423,3.124,6.72E-05,0.018859
Cluster-15354.83243,2841.441425,1298.26723,1.13,6.77E-05,0.018957
Cluster-15354.51534,0,16.55570736,#NAME?,6.96E-05,0.019465
Cluster-15354.54142,28.69330462,126.6069118,-2.1416,6.97E-05,0.019465
Cluster-15354.113991,0.502181299,41.6159543,-6.3728,6.98E-05,0.019473
Cluster-15354.107205,310.4149717,763.8566089,-1.2991,7.01E-05,0.019538
Cluster-15354.83261,1559.79086,698.2831799,1.1595,7.06E-05,0.01964
Cluster-15354.74857,824.5999306,340.6638722,1.2753,7.12E-05,0.019777
Cluster-15354.140309,122.3855185,27.14523093,2.1727,7.14E-05,0.01978
Cluster-15354.81970,1508.223645,670.2663196,1.17,7.13E-05,0.01978
Cluster-15354.128259,23.96953654,111.6394374,-2.2196,7.15E-05,0.019782
Cluster-15354.118938,672.2526776,275.2126321,1.2885,7.19E-05,0.019877
Cluster-15354.101701,289.977316,96.07125901,1.5938,7.24E-05,0.019998
Cluster-15354.83208,237.5961559,74.06078967,1.6817,7.32E-05,0.020175
Cluster-15354.133097,183.4358592,536.354169,-1.5479,7.34E-05,0.020212
Cluster-15354.82315,1099.748741,477.5774199,1.2034,7.40E-05,0.020338
Cluster-15354.146628,29.68197503,132.1199477,-2.1542,7.46E-05,0.020499
Cluster-15354.129633,580.0200204,231.1509844,1.3273,7.50E-05,0.020567
Cluster-15354.133381,0,42.75450428,#NAME?,7.59E-05,0.020759
Cluster-15354.53568,0,28.54347782,#NAME?,7.59E-05,0.020759
Cluster-15354.140312,39.6679792,2.208500362,4.1668,7.63E-05,0.020842
Cluster-15354.81611,832.6339798,350.0900112,1.25,7.71E-05,0.021028
Cluster-15354.100964,2153.15053,908.0440553,1.2456,7.78E-05,0.021193
Cluster-15354.95580,60.89200597,6.648236433,3.1952,7.81E-05,0.021259
Cluster-15354.25622,46.42050805,327.4233193,-2.8183,7.91E-05,0.021448
Cluster-15354.4850,3.580881884,44.41009434,-3.6325,7.91E-05,0.021448
Cluster-48422.1,2.6525416,71.50579522,-4.7526,7.90E-05,0.021448
Cluster-15354.44567,1412.547757,631.3275794,1.1618,7.95E-05,0.02149
Cluster-15354.77404,2262.927858,1027.105341,1.1396,7.94E-05,0.02149
Cluster-15354.77455,459.9006626,1067.000431,-1.2142,7.99E-05,0.021577
Cluster-17772.2,21.9743994,0,Inf,8.02E-05,0.021632
Cluster-15354.61235,0,16.76008624,#NAME?,8.07E-05,0.021737
Cluster-15354.125576,133.0804158,27.00178835,2.3012,8.16E-05,0.021898
Cluster-19323.1,72.33042576,9.750746768,2.891,8.16E-05,0.021898
Cluster-48373.2,36.86634812,1.866382026,4.304,8.16E-05,0.021898
Cluster-15354.9285,125.3187783,29.23529294,2.0998,8.21E-05,0.021998
Cluster-15354.104975,0,23.2351914,#NAME?,8.24E-05,0.022031
Cluster-15354.137303,21.95013321,0,Inf,8.25E-05,0.022034
Cluster-15354.105984,292.5953835,98.81743563,1.5661,8.28E-05,0.022098
Cluster-15354.143504,199.4685012,54.18633145,1.8802,8.33E-05,0.022196
Cluster-15354.67826,199.6166502,57.95868566,1.7841,8.41E-05,0.022353
Cluster-15354.80046,3.609222309,45.69458733,-3.6623,8.41E-05,0.022353
Cluster-15354.8516,0,16.1624152,#NAME?,8.44E-05,0.022384
Cluster-55406.3,93.28150136,10.89499988,3.0979,8.44E-05,0.022384
Cluster-15354.26417,482.5743737,163.4278768,1.5621,8.47E-05,0.022437
Cluster-16257.2,81.56001296,13.28420996,2.6181,8.60E-05,0.022743
Cluster-15354.94574,1550.748238,707.2090796,1.1328,8.63E-05,0.022784
Cluster-15354.92002,575.2985799,233.1696454,1.3029,8.66E-05,0.022833
Cluster-27479.0,46.36884126,3.530569199,3.7152,8.68E-05,0.022873
Cluster-15354.102448,534.9277548,1207.780994,-1.1749,8.71E-05,0.022907
Cluster-51899.0,21.60850298,106.6121092,-2.3027,8.72E-05,0.022907
Cluster-15354.13540,114.3593486,351.4213717,-1.6196,8.78E-05,0.023028
Cluster-15354.107813,596.1140441,239.8270115,1.3136,8.82E-05,0.023113
Cluster-15354.25179,176.9630194,50.24464305,1.8164,8.93E-05,0.023381
Cluster-30556.0,21.70491883,0,Inf,8.97E-05,0.02344
Cluster-15354.107085,6.531737005,57.47945297,-3.1375,9.04E-05,0.023597
Cluster-15354.120210,165.3765622,560.746548,-1.7616,9.07E-05,0.023661
Cluster-15354.79920,195.6848236,0,Inf,9.10E-05,0.023703
Cluster-15354.92156,944.3248919,410.8876207,1.2005,9.14E-05,0.023763
Cluster-15354.102167,106.3924786,21.98649148,2.2747,9.15E-05,0.023764
Cluster-15354.55179,38.95805747,2.288112656,4.0897,9.18E-05,0.023802
Cluster-15354.126694,399.5257266,149.5953792,1.4172,9.23E-05,0.023889
Cluster-15354.67727,115.6855298,337.3435777,-1.544,9.23E-05,0.023889
Cluster-41532.0,65.88366479,8.730094887,2.9159,9.26E-05,0.023927
Cluster-15354.68051,21.25961997,103.344046,-2.2813,9.38E-05,0.024168
Cluster-15354.85320,634.540616,257.8748859,1.299,9.37E-05,0.024168
Cluster-27644.0,21.5250263,0,Inf,9.39E-05,0.024168
Cluster-15354.82120,2209.753703,1013.614591,1.1244,9.50E-05,0.024442
Cluster-15354.31468,262.8466762,644.6839853,-1.2944,9.69E-05,0.024876
Cluster-15354.124781,720.4700316,1561.347854,-1.1158,9.80E-05,0.025145
Cluster-15354.97607,254.3178542,26.29544144,3.2737,9.82E-05,0.025152
Cluster-15354.14426,21.29154211,0,Inf,9.96E-05,0.025493
Cluster-15354.88040,149.9545848,37.36473794,2.0048,9.99E-05,0.025522
Cluster-15354.138879,351.630418,126.2077468,1.4783,0.00010038,0.025623
Cluster-15354.86066,1868.924133,853.8404831,1.1302,0.00010063,0.02563
Cluster-15354.87317,438.3013166,130.0788754,1.7525,0.00010066,0.02563
Cluster-15354.69967,1406.512091,635.7911544,1.1455,0.00010094,0.025669
Cluster-15354.134759,24.60083929,110.9947368,-2.1737,0.0001016,0.025751
Cluster-15354.80527,2313.602872,875.8832725,1.4013,0.00010153,0.025751
Cluster-15354.88873,1858.251781,846.5721567,1.1342,0.00010176,0.025751
Cluster-20760.1,29.94910463,0.871899734,5.1022,0.00010165,0.025751
Cluster-15354.32172,22.5446338,0,Inf,0.00010196,0.025771
Cluster-15354.123366,0,15.78553016,#NAME?,0.00010231,0.025813
Cluster-15354.6928,162.9348513,535.7466817,-1.7173,0.00010238,0.025813
Cluster-15354.83585,11665.38961,5037.445657,1.2115,0.00010297,0.025856
Cluster-15354.99774,192.4729296,55.3654054,1.7976,0.00010268,0.025856
Cluster-27225.5,0,15.727403,#NAME?,0.00010291,0.025856
Cluster-31925.2,45.41068297,3.732764052,3.6047,0.00010305,0.025856
Cluster-41207.0,9.786457468,68.56648397,-2.8086,0.00010332,0.025892
Cluster-31294.0,0,15.64716559,#NAME?,0.00010375,0.025967
Cluster-15354.120489,0,15.5978671,#NAME?,0.00010426,0.026064
Cluster-20730.0,66.89364622,8.985647587,2.8962,0.00010447,0.026085
Cluster-15354.28591,196.5130787,52.43986184,1.9059,0.00010479,0.026134
Cluster-15354.99541,2442.898273,1142.703776,1.0961,0.00010524,0.026213
Cluster-15354.23672,56.43680043,191.4870362,-1.7625,0.00010601,0.026374
Cluster-15354.98865,45.30477564,3.696747129,3.6153,0.00010718,0.0266
Cluster-49030.0,73.27727881,10.62077118,2.7865,0.00010706,0.0266
Cluster-15354.129562,0,89.03549538,#NAME?,0.00010857,0.026913
Cluster-15354.120346,87.07717998,3.429471773,4.6662,0.00010879,0.026918
Cluster-43816.0,45.32467665,3.581117912,3.6618,0.00010885,0.026918
Cluster-15354.101817,29.89262537,0.95846537,4.9629,0.00010921,0.026942
Cluster-44958.1,29.78116622,0.886431524,5.0702,0.00010915,0.026942
Cluster-15354.79428,3181.903481,1495.867041,1.0889,0.00011015,0.027142
Cluster-15354.105998,1711.460508,797.8889439,1.101,0.00011191,0.027411
Cluster-15354.86252,2517.750762,1173.475773,1.1013,0.00011144,0.027411
Cluster-15354.87579,524.2136483,1185.105319,-1.1768,0.0001119,0.027411
Cluster-16229.0,35.57851372,1.880913817,4.2415,0.00011191,0.027411
Cluster-27304.0,94.77806124,9.0361963,3.3908,0.00011168,0.027411
Cluster-13487.3,65.35918741,8.520946693,2.9393,0.00011209,0.027423
Cluster-15354.90042,428.3058427,146.6531198,1.5462,0.00011266,0.02753
Cluster-15354.114568,721.4766322,304.9189542,1.2425,0.00011432,0.027869
Cluster-15354.21392,15.45320595,87.89016177,-2.5078,0.00011428,0.027869
Cluster-24686.0,33.59806193,0,Inf,0.00011456,0.027896
Cluster-15354.91216,405.7771474,154.5952027,1.3922,0.00011494,0.027955
Cluster-15354.90214,352.7254213,126.5504826,1.4788,0.00011566,0.028097
Cluster-15354.87756,784.5767968,1724.705881,-1.1364,0.00011583,0.028105
Cluster-15354.69551,359.3532151,133.3249132,1.4305,0.00011646,0.02819
Cluster-15354.83543,422.7622395,160.0097264,1.4017,0.0001164,0.02819
Cluster-15354.122772,52.22797415,249.8279242,-2.258,0.00011689,0.028263
Cluster-15354.90814,28.46864012,164.9553509,-2.5346,0.00011726,0.028317
Cluster-15354.74611,914.3295841,401.307196,1.188,0.00011753,0.028351
Cluster-21991.1,20.88120989,0,Inf,0.00011799,0.028428
Cluster-15354.40926,388.5309946,144.4838932,1.4271,0.00011827,0.02843
Cluster-15354.84802,17.62563896,91.16940734,-2.3709,0.00011819,0.02843
Cluster-15354.87320,217.8752482,69.17627892,1.6552,0.00011848,0.028446
Cluster-15354.128706,1499.855602,689.480511,1.1212,0.00011957,0.028609
Cluster-15354.148435,21.00771236,0,Inf,0.00011947,0.028609
Cluster-15354.92612,1621.706303,698.3206479,1.2156,0.00011943,0.028609
Cluster-15354.25740,4.519631688,45.2419178,-3.3234,0.00012069,0.028842
Cluster-15354.82116,231.4157869,74.46041006,1.6359,0.00012105,0.028894
Cluster-15354.82390,1323.790657,599.6869857,1.1424,0.00012136,0.028936
Cluster-15354.42634,115.2458051,354.695524,-1.6219,0.00012192,0.029035
Cluster-15354.44882,208.9310353,557.8516192,-1.4169,0.00012265,0.029175
Cluster-21582.4,0,44.36814274,#NAME?,0.00012279,0.029175
Cluster-15354.88330,1694.668299,751.7767087,1.1726,0.00012379,0.02938
Cluster-15354.86851,123.6781191,603.888672,-2.2877,0.00012549,0.029749
Cluster-15354.69547,31.91303553,0,Inf,0.00012657,0.029935
Cluster-2685.0,0,15.21215339,#NAME?,0.00012655,0.029935
Cluster-15354.99523,1784.949205,716.4959361,1.3169,0.00012693,0.029971
Cluster-36987.0,35.15593645,1.830365103,4.2636,0.00012701,0.029971
Cluster-15354.5974,0,109.4010168,#NAME?,0.00012728,0.03
Cluster-15354.76192,840.515446,366.8397099,1.1961,0.00012777,0.030082
Cluster-15354.123174,20.82502157,0,Inf,0.00012797,0.030095
Cluster-15354.109441,38.03448555,2.143419858,4.1493,0.00012834,0.030147
Cluster-15354.85353,358.9092157,114.2739593,1.6511,0.00012857,0.030166
Cluster-15354.39663,453.0055163,175.077187,1.3715,0.00012901,0.030236
Cluster-15354.46589,222.9139624,71.70416227,1.6364,0.00012965,0.030338
Cluster-15354.80007,713.8821514,298.7237579,1.2569,0.00012989,0.030338
Cluster-15354.85892,46.28592412,166.5907755,-1.8477,0.00012982,0.030338
Cluster-15354.83913,3773.088194,1770.048125,1.092,0.00013061,0.030471
Cluster-15354.129018,34.00514807,0.886431524,5.2616,0.00013114,0.030528
Cluster-49505.0,59.48252681,5.062411339,3.5546,0.00013107,0.030528
Cluster-15354.82764,466.7359321,178.8373709,1.384,0.00013211,0.030706
Cluster-15354.87832,123.7560913,29.28865079,2.0791,0.00013221,0.030706
Cluster-15354.28229,15.73309604,86.60825407,-2.4607,0.000135,0.031285
Cluster-49802.0,20.61629609,0,Inf,0.00013489,0.031285
Cluster-29245.0,20.42727003,0,Inf,0.00013543,0.031349
Cluster-15354.130658,14.90347734,84.67188323,-2.5062,0.000136,0.031445
Cluster-15354.39963,38.77028507,147.8281344,-1.9309,0.00013666,0.031562
Cluster-15354.107485,6.793830229,99.70752524,-3.8754,0.00013698,0.031566
Cluster-15354.83903,9554.855305,4259.492393,1.1656,0.00013684,0.031566
Cluster-15354.114845,557.755322,228.4866118,1.2875,0.00013778,0.031652
Cluster-15354.132837,5.307679866,52.33688909,-3.3017,0.00013756,0.031652
Cluster-15354.76936,10716.81861,4787.429938,1.1626,0.00013797,0.031652
Cluster-15354.81124,636.065699,197.9251058,1.6842,0.00013791,0.031652
Cluster-15354.113352,2.893681745,37.73186051,-3.7048,0.0001387,0.031753
Cluster-15354.81104,825.4221831,285.1968291,1.5332,0.00013872,0.031753
Cluster-15354.101807,442.0057916,172.5651705,1.3569,0.00013889,0.031758
Cluster-15354.105156,360.4629702,135.1732443,1.415,0.00013938,0.031821
Cluster-15354.74001,88.06365583,15.78646397,2.4799,0.00013963,0.031821
Cluster-15354.83769,32775.36177,11470.17942,1.5147,0.00013959,0.031821
Cluster-19810.0,28.91765527,0.857367943,5.0759,0.0001399,0.031847
Cluster-15354.71591,194.1661257,715.6316535,-1.8819,0.00014046,0.031863
Cluster-15354.77761,30.96940624,0,Inf,0.00014039,0.031863
Cluster-15354.84105,1245.818014,2664.425929,-1.0967,0.00014059,0.031863
Cluster-25709.0,60.8951845,7.554902874,3.0108,0.00014047,0.031863
Cluster-15354.124199,5.94460145,94.7802988,-3.9949,0.0001416,0.032058
Cluster-15354.99619,2235.337729,928.5449702,1.2674,0.00014211,0.032127
Cluster-40426.0,72.43888452,11.36727922,2.6719,0.00014222,0.032127
Cluster-15354.100890,468.464655,183.7535305,1.3502,0.00014263,0.032135
Cluster-15354.11504,1077.302782,482.706764,1.1582,0.00014263,0.032135
Cluster-15354.23152,24.75872613,115.5098561,-2.222,0.00014275,0.032135
Cluster-15354.86068,3820.608744,1763.52795,1.1153,0.00014288,0.032135
Cluster-10871.1,60.64764206,7.887258734,2.9429,0.00014309,0.032148
Cluster-34428.0,23.29688719,193.8402835,-3.0567,0.00014382,0.032276
Cluster-15354.25117,15.88901332,86.74318439,-2.4487,0.00014435,0.03236
Cluster-15354.75686,736.3497996,314.2917124,1.2283,0.00014596,0.032686
Cluster-15354.75517,73.48965302,228.2228555,-1.6348,0.00014623,0.032711
Cluster-15354.70450,576.1630329,236.5958219,1.2841,0.00014647,0.032727
Cluster-20517.0,20.28001608,0,Inf,0.00014693,0.032795
Cluster-15354.35594,20.43127725,0,Inf,0.00014797,0.032992
Cluster-15354.81107,4128.899993,1937.146734,1.0918,0.00014847,0.033067
Cluster-15354.19622,312.0505945,110.593079,1.4965,0.00014973,0.033311
Cluster-15354.14891,28.53671554,0.907916656,4.9741,0.00015012,0.033363
Cluster-37200.9,82.82911068,14.18290439,2.546,0.00015061,0.033435
Cluster-15354.74661,908.3055567,403.6474086,1.1701,0.00015179,0.033663
Cluster-15354.83738,1918.330777,894.4469526,1.1008,0.00015231,0.033741
Cluster-15354.104737,48.42341281,4.330435088,3.4831,0.00015286,0.033755
Cluster-15354.5295,145.9612889,39.18128122,1.8973,0.00015285,0.033755
Cluster-17419.0,60.4557284,7.80764644,2.9529,0.0001526,0.033755
Cluster-15354.83912,15966.46272,6595.254245,1.2755,0.00015381,0.033927
Cluster-15354.90927,202.7099915,62.54186431,1.6965,0.00015405,0.033945
Cluster-15354.31002,302.6522184,704.914037,-1.2198,0.00015459,0.03399
Cluster-15354.58458,310.7214353,840.4471035,-1.4355,0.00015452,0.03399
Cluster-15354.60109,9.247563346,65.47476248,-2.8238,0.00015529,0.034107
Cluster-15354.56834,726.1874176,310.1982389,1.2272,0.00015584,0.034192
Cluster-15354.71194,56.86239987,187.2974661,-1.7198,0.00015647,0.034293
Cluster-26709.7,0,14.56674277,#NAME?,0.00015772,0.034531
Cluster-15354.77085,1794.121352,752.3537973,1.2538,0.00015821,0.034569
Cluster-38913.2,49.57082054,4.92529699,3.3312,0.00015823,0.034569
Cluster-15354.89604,2468.886346,1169.055076,1.0785,0.00015846,0.034584
Cluster-44052.0,56.74910519,6.84918107,3.0506,0.0001587,0.034598
Cluster-15354.68746,2.123071947,35.08999172,-4.0468,0.00015889,0.034604
Cluster-55531.0,43.514469,3.747295843,3.5376,0.00015916,0.034626
Cluster-15354.144854,27.64620717,119.3226337,-2.1097,0.00016,0.034771
Cluster-15354.143912,0,66.2207844,#NAME?,0.00016132,0.034986
Cluster-15354.69328,191.7285556,502.7207752,-1.3907,0.00016127,0.034986
Cluster-15354.118765,25.64276518,0,Inf,0.0001627,0.035247
Cluster-15354.146608,8.067673397,63.06633615,-2.9666,0.00016312,0.035302
Cluster-15354.76951,164.0609469,420.1745001,-1.3568,0.00016377,0.035406
Cluster-15354.101369,34.25058637,132.8945778,-1.9561,0.00016548,0.035663
Cluster-15354.110447,76.26397396,13.23843056,2.5263,0.00016535,0.035663
Cluster-15354.58072,83.09937471,242.4432509,-1.5447,0.00016536,0.035663
Cluster-15354.116249,428.1433891,168.156057,1.3483,0.00016643,0.035791
Cluster-15354.128549,158.8427657,45.02933536,1.8187,0.00016635,0.035791
Cluster-15354.77955,477.2358931,180.4830518,1.4028,0.00016715,0.03591
Cluster-15354.108172,62.95264365,8.802128732,2.8383,0.00016836,0.036131
Cluster-15354.30917,24.44704847,0.479232685,5.6728,0.00016909,0.036251
Cluster-15354.104242,560.6694184,156.4119776,1.8418,0.00017006,0.036421
Cluster-15354.53240,1459.408687,564.099093,1.3714,0.00017032,0.036438
Cluster-15354.62013,95.7019247,19.4677455,2.2975,0.00017121,0.036589
Cluster-53099.0,47.33698356,4.547161731,3.3799,0.00017137,0.036589
Cluster-15354.80032,1910.299526,900.8868587,1.0844,0.00017274,0.036843
Cluster-15354.50455,0,67.46287041,#NAME?,0.00017413,0.037101
Cluster-15354.7346,19.69695477,0,Inf,0.00017446,0.037133
Cluster-15354.105307,1387.471959,642.5516476,1.1106,0.00017562,0.037264
Cluster-15354.105989,396.2920256,154.9534195,1.3547,0.00017546,0.037264
Cluster-15354.68977,28.10113209,117.6694592,-2.066,0.0001756,0.037264
Cluster-15354.88678,3517.258986,1608.703773,1.1286,0.00017602,0.03731
Cluster-15354.40636,195.1624526,59.57990257,1.7118,0.00017678,0.037431
Cluster-50399.0,45.27361464,4.089414178,3.4687,0.00017797,0.037647
Cluster-15354.83753,5230.90829,2475.906319,1.0791,0.00017869,0.03776
Cluster-15354.40658,1.506543896,28.36682745,-4.2349,0.00017901,0.037787
Cluster-15354.105373,159.4287152,404.8279102,-1.3444,0.00018132,0.038159
Cluster-15354.46580,57.41237478,228.017458,-1.9897,0.000181,0.038159
Cluster-15354.73805,68.96249995,10.07770821,2.7746,0.00018121,0.038159
Cluster-15354.13660,27.91891151,0.886431524,4.9771,0.00018229,0.038314
Cluster-15354.67280,99.09604155,20.39995642,2.2803,0.00018243,0.038314
Cluster-15354.17713,75.28342965,331.8054839,-2.1399,0.00018359,0.038519
Cluster-45674.0,40.71010669,3.354628793,3.6012,0.00018402,0.038569
Cluster-15354.68707,0,31.98685628,#NAME?,0.00018421,0.03857
Cluster-15354.84728,586.7483049,249.4616736,1.2339,0.00018443,0.038576
Cluster-15354.26926,19.64231104,0,Inf,0.00018496,0.038649
Cluster-15354.16504,0,14.52791672,#NAME?,0.00018561,0.038745
Cluster-15354.82906,14804.91914,6402.579306,1.2094,0.00018631,0.038853
Cluster-15354.67594,223.0449417,535.1622458,-1.2626,0.00018714,0.038953
Cluster-15354.95154,608.3202308,258.5435722,1.2344,0.00018717,0.038953
Cluster-15354.118219,0,14.36869213,#NAME?,0.00018844,0.039175
Cluster-15354.136526,11.87836841,71.7408043,-2.5945,0.00018862,0.039175
Cluster-134.0,0,14.3320501,#NAME?,0.0001891,0.039236
Cluster-15354.85317,1447.530362,679.8532883,1.0903,0.00019074,0.039536
Cluster-15354.112989,0,14.21704599,#NAME?,0.00019118,0.039548
Cluster-15354.62549,1040.571802,451.7382289,1.2038,0.00019117,0.039548
Cluster-15354.29772,26.57448559,0,Inf,0.00019277,0.039757
Cluster-15354.63966,627.4799041,255.0212606,1.299,0.00019256,0.039757
Cluster-15354.96858,1348.507052,626.2108687,1.1066,0.00019276,0.039757
Cluster-15354.100858,65.06714161,205.638693,-1.6601,0.00019476,0.040088
Cluster-15354.33256,623.1478656,263.35182,1.2426,0.0001946,0.040088
Cluster-15354.21124,33.61823155,1.772863049,4.2451,0.00019556,0.040211
Cluster-15354.77850,678.8488883,290.920572,1.2225,0.00019609,0.04028
Cluster-15354.18865,62.39913173,3.102510335,4.33,0.00019829,0.040651
Cluster-15354.81672,186.4515436,24.71656968,2.9153,0.00019816,0.040651
Cluster-15354.80011,684.5553036,296.3486242,1.2079,0.00019925,0.040808
Cluster-15354.133096,5.54087312,49.27570524,-3.1527,0.00019997,0.040856
Cluster-15354.139859,22.02284242,99.82800863,-2.1804,0.00020015,0.040856
Cluster-15354.23,19.33078974,0,Inf,0.0002004,0.040856
Cluster-15354.33812,19.34097535,0,Inf,0.00019987,0.040856
Cluster-15354.82831,3354.983248,1624.753561,1.0461,0.00020048,0.040856
Cluster-15354.97601,3226.476564,371.4586121,3.1187,0.00020195,0.041116
Cluster-15354.64941,573.4251339,241.5344853,1.2474,0.00020233,0.041152
Cluster-15354.57309,19.37030082,0,Inf,0.00020286,0.041219
Cluster-15354.68503,26.91710088,0,Inf,0.00020631,0.041879
Cluster-15354.12830,0,61.10745381,#NAME?,0.00020894,0.042371
Cluster-15354.111650,926.9368091,426.6705037,1.1193,0.0002117,0.042868
Cluster-15354.69586,2075.630687,959.5558035,1.1131,0.00021201,0.042868
Cluster-29902.0,19.38021782,0,Inf,0.0002119,0.042868
Cluster-15354.81352,1810.519014,801.1805299,1.1762,0.00021327,0.04308
Cluster-15354.84829,1351.895768,384.5102439,1.8139,0.00021402,0.043147
Cluster-19116.0,19.16439593,0,Inf,0.00021391,0.043147
Cluster-15354.83966,695.8789769,204.6568749,1.7656,0.00021483,0.043269
Cluster-15354.79033,1312.071005,608.5726935,1.1083,0.0002153,0.04331
Cluster-15354.84306,2597.782438,1044.641885,1.3143,0.00021546,0.04331
Cluster-15354.126771,75.05652704,12.40879113,2.5966,0.00021621,0.04342
Cluster-52916.2,83.01204716,16.30492397,2.348,0.00021661,0.043456
Cluster-15354.64191,200.8925076,65.75883851,1.6112,0.00021714,0.043521
Cluster-15354.2385,188.4236236,466.3746748,-1.3075,0.00021824,0.043699
Cluster-15354.61936,529.8471785,219.8765142,1.2689,0.00021958,0.043882
Cluster-15354.83382,2029.744257,973.6202315,1.0599,0.00021945,0.043882
Cluster-15354.47836,1168.777992,540.4462149,1.1128,0.00022177,0.044276
Cluster-15354.78755,359.2411752,114.0064601,1.6558,0.00022332,0.044543
Cluster-15354.77034,332.942482,125.8514903,1.4036,0.00022476,0.044786
