gene_id,B_653_readcount,B_CON_readcount,log2FoldChange,pval,padj
Cluster-15354.48892,29.51161863,114.2513088,-1.9529,0.00022783,0.045355
Cluster-15354.82949,6458.219297,3056.978227,1.079,0.00022857,0.045396
Cluster-15354.86557,155.5084865,43.98016015,1.8221,0.0002287,0.045396
Cluster-15354.95489,1503.273379,714.3462882,1.0734,0.00022858,0.045396
Cluster-15354.68698,127.6028721,33.0946989,1.947,0.00022957,0.045525
Cluster-15354.86251,1246.779959,584.0868727,1.094,0.00023263,0.046087
Cluster-15354.139002,19.08626947,0,Inf,0.00023379,0.046274
Cluster-33783.0,0,60.2222802,#NAME?,0.00023475,0.046419
Cluster-15354.40635,501.3332751,197.4878247,1.344,0.00023508,0.046439
Cluster-15354.87500,442.7626788,178.9309747,1.3071,0.00023657,0.046689
Cluster-15354.106003,178.5643234,54.34569503,1.7162,0.00023761,0.046824
Cluster-17460.5,18.93064313,0,Inf,0.00023771,0.046824
Cluster-15354.88820,1989.342542,952.7969084,1.0621,0.00023989,0.047209
Cluster-43864.0,299.4711465,109.3121051,1.454,0.00024014,0.047213
Cluster-15354.117117,139.9168234,367.8562406,-1.3946,0.0002434,0.047809
Cluster-15354.81995,7175.504693,3397.209996,1.0787,0.00024537,0.04815
Cluster-15354.69263,562.8793942,236.6280033,1.2502,0.00024601,0.04823
Cluster-15354.69187,18.79133607,0,Inf,0.0002464,0.048237
Cluster-15354.83271,1180.607159,486.5462979,1.2789,0.00024652,0.048237
Cluster-15354.127625,291.3357784,95.14804647,1.6144,0.00024679,0.048246
Cluster-15354.105418,149.357219,374.4988203,-1.3262,0.00024818,0.048426
Cluster-15354.32366,22.96116672,0,Inf,0.00024798,0.048426
Cluster-48649.0,23.21251479,0.443215762,5.7107,0.00025079,0.048889
Cluster-15354.87834,175.9515833,55.00095298,1.6776,0.00025312,0.049295
Cluster-15354.127726,1.205700727,30.02695527,-4.6383,0.00025473,0.049561
Cluster-15354.115772,43.52523647,3.930814697,3.469,0.00025521,0.049609
Cluster-15354.100587,268.3154459,83.78715732,1.6791,0.00025602,0.049672
Cluster-15354.70007,1462.590224,702.981926,1.057,0.00025593,0.049672
Cluster-15354.125916,156.1756733,46.29929657,1.7541,0.00025679,0.049743
Cluster-15354.78390,145.5968248,40.99929856,1.8283,0.00025687,0.049743
Cluster-15354.47264,481.3104493,197.1646911,1.2876,0.00025779,0.049828
Cluster-15354.72758,635.8633076,234.2764846,1.4405,0.0002576,0.049828
Cluster-15354.27821,18.59843736,0,Inf,0.00025903,0.049975
Cluster-15354.79785,334.8842291,738.4801432,-1.1409,0.00025885,0.049975
