"","x"
"848","PGSC0003DMG400020657"
"849","PGSC0003DMG400021515"
"850","PGSC0003DMG402030499"
"851","PGSC0003DMG400021194"
"852","PGSC0003DMG400028174"
"853","PGSC0003DMG400018515"
"854","PGSC0003DMG400011741"
"855","PGSC0003DMG400024475"
"856","PGSC0003DMG400021346"
"857","PGSC0003DMG401011174"
"858","PGSC0003DMG400017437"
"859","PGSC0003DMG402013636"
"860","PGSC0003DMG400034115"
"861","PGSC0003DMG400019435"
"862","PGSC0003DMG400011740"
"863","PGSC0003DMG400013533"
"864","Novel00552"
"865","PGSC0003DMG402027248"
"866","PGSC0003DMG401007600"
"867","PGSC0003DMG400011058"
"868","Novel01882"
"869","PGSC0003DMG400012093"
"870","PGSC0003DMG400029860"
"871","PGSC0003DMG400013506"
"872","PGSC0003DMG402024074"
"873","Novel01078"
"874","PGSC0003DMG400005851"
"875","Novel00472"
"876","PGSC0003DMG400029931"
"877","PGSC0003DMG400027054"
"878","PGSC0003DMG400007850"
"879","PGSC0003DMG400025398"
"880","PGSC0003DMG402029166"
"881","PGSC0003DMG401006826"
"882","PGSC0003DMG400031325"
"883","PGSC0003DMG400008018"
"884","PGSC0003DMG400004306"
"885","Novel03326"
"886","PGSC0003DMG400004170"
"887","PGSC0003DMG400016372"
"888","PGSC0003DMG400005742"
"889","PGSC0003DMG400014159"
"890","PGSC0003DMG402025899"
"891","PGSC0003DMG400022129"
"892","PGSC0003DMG400033079"
"893","PGSC0003DMG400007188"
"894","PGSC0003DMG400009277"
"895","PGSC0003DMG400009376"
"896","PGSC0003DMG400001945"
"897","PGSC0003DMG400017997"
"898","Novel02329"
"899","PGSC0003DMG400046676"
"900","PGSC0003DMG400011823"
"901","PGSC0003DMG400005136"
"902","PGSC0003DMG400000584"
"903","PGSC0003DMG400003569"
"904","PGSC0003DMG400011840"
"905","PGSC0003DMG400031113"
"906","PGSC0003DMG400000545"
"907","PGSC0003DMG400026983"
"908","Novel02158"
"909","PGSC0003DMG400023600"
"910","PGSC0003DMG400019944"
"911","PGSC0003DMG400025957"
"912","PGSC0003DMG400011752"
"913","PGSC0003DMG402025066"
"914","PGSC0003DMG400001126"
"915","PGSC0003DMG401000527"
"916","PGSC0003DMG400030528"
"917","PGSC0003DMG400028209"
"918","PGSC0003DMG400006455"
"919","PGSC0003DMG400007731"
"920","PGSC0003DMG400030608"
"921","PGSC0003DMG400004923"
"922","PGSC0003DMG400024508"
"923","PGSC0003DMG400020032"
"924","PGSC0003DMG400014381"
"925","PGSC0003DMG400018429"
"926","PGSC0003DMG400026397"
"927","PGSC0003DMG400011135"
"928","PGSC0003DMG400002694"
"929","PGSC0003DMG400003924"
"930","PGSC0003DMG400015169"
"931","PGSC0003DMG400006090"
"932","PGSC0003DMG400007621"
"933","PGSC0003DMG401002121"
"934","PGSC0003DMG400003109"
"935","PGSC0003DMG402011297"
"936","PGSC0003DMG402020232"
"937","PGSC0003DMG400024546"
"938","PGSC0003DMG400028744"
"939","PGSC0003DMG400013828"
"940","PGSC0003DMG400019437"
"941","PGSC0003DMG400019189"
"942","PGSC0003DMG400024157"
"943","PGSC0003DMG400012501"
"944","PGSC0003DMG400006081"
"945","PGSC0003DMG400022111"
"946","PGSC0003DMG400011213"
"947","PGSC0003DMG400024704"
"948","PGSC0003DMG400008613"
"949","PGSC0003DMG400017607"
"950","PGSC0003DMG400012017"
"951","PGSC0003DMG400026401"
"952","Novel02215"
"953","Novel02894"
"954","PGSC0003DMG400021477"
"955","PGSC0003DMG400042768"
"956","PGSC0003DMG400027196"
"957","PGSC0003DMG400014288"
"958","PGSC0003DMG400017643"
"959","PGSC0003DMG400001574"
"960","PGSC0003DMG400017637"
"961","PGSC0003DMG402010991"
"962","PGSC0003DMG400033126"
"963","PGSC0003DMG400018464"
"964","PGSC0003DMG400010465"
"965","PGSC0003DMG400005723"
"966","PGSC0003DMG400002144"
"967","PGSC0003DMG400015795"
"968","PGSC0003DMG400012924"
"969","PGSC0003DMG400024139"
"970","PGSC0003DMG400015744"
"971","PGSC0003DMG400002452"
"972","PGSC0003DMG400016382"
"973","PGSC0003DMG400030710"
"974","PGSC0003DMG400032190"
"975","Novel01590"
"976","PGSC0003DMG402022673"
"977","PGSC0003DMG400011402"
"978","Novel02438"
"979","PGSC0003DMG400004817"
"980","PGSC0003DMG400003870"
"981","PGSC0003DMG400020151"
"982","PGSC0003DMG400014342"
"983","PGSC0003DMG400007152"
"984","PGSC0003DMG400026789"
"985","PGSC0003DMG400011949"
"986","PGSC0003DMG400016156"
"987","PGSC0003DMG400022231"
"988","PGSC0003DMG400027903"
"989","Novel02698"
"990","PGSC0003DMG400003368"
"991","PGSC0003DMG400020587"
"992","PGSC0003DMG402005708"
"993","PGSC0003DMG400017593"
"994","PGSC0003DMG400021170"
"995","PGSC0003DMG400023115"
"996","PGSC0003DMG400004263"
"997","PGSC0003DMG401022984"
"998","PGSC0003DMG400001422"
"999","PGSC0003DMG400021798"
"1000","PGSC0003DMG400016191"
"1001","Novel03435"
"1002","Novel00488"
"1003","PGSC0003DMG400033683"
"1004","PGSC0003DMG400007458"
"1005","PGSC0003DMG400003826"
"1006","PGSC0003DMG400006231"
"1007","PGSC0003DMG401005881"
"1008","PGSC0003DMG400007365"
"1009","PGSC0003DMG400016412"
"1010","PGSC0003DMG400025240"
"1011","PGSC0003DMG400004851"
"1012","PGSC0003DMG400026162"
"1013","PGSC0003DMG400033898"
"1014","PGSC0003DMG400005719"
"1015","PGSC0003DMG400028467"
"1016","PGSC0003DMG400023752"
"1017","PGSC0003DMG400004838"
"1018","PGSC0003DMG400007830"
"1019","PGSC0003DMG400005157"
"1020","PGSC0003DMG400023260"
"1021","PGSC0003DMG400001590"
"1022","PGSC0003DMG400031867"
"1023","PGSC0003DMG400024017"
"1024","PGSC0003DMG400029856"
"1025","PGSC0003DMG400020553"
"1026","PGSC0003DMG400003208"
"1027","Novel01500"
"1028","PGSC0003DMG400032137"
"1029","PGSC0003DMG400020719"
"1030","PGSC0003DMG400024281"
"1031","PGSC0003DMG400022032"
"1032","PGSC0003DMG400004311"
"1033","PGSC0003DMG400030947"
"1034","PGSC0003DMG400007565"
"1035","PGSC0003DMG400028129"
"1036","PGSC0003DMG400017119"
"1037","PGSC0003DMG401028784"
"1038","PGSC0003DMG400032534"
"1039","PGSC0003DMG400027532"
"1040","PGSC0003DMG400000244"
"1041","PGSC0003DMG400005528"
"1042","PGSC0003DMG400017573"
"1043","PGSC0003DMG400015153"
"1044","PGSC0003DMG400030321"
"1045","PGSC0003DMG400024715"
"1046","PGSC0003DMG400022699"
"1047","PGSC0003DMG400005612"
"1048","PGSC0003DMG400025324"
"1049","Novel02908"
"1050","PGSC0003DMG400021797"
"1051","PGSC0003DMG400015602"
"1052","PGSC0003DMG400000574"
"1053","PGSC0003DMG400024214"
"1054","PGSC0003DMG402011162"
"1055","PGSC0003DMG400028781"
"1056","PGSC0003DMG400021130"
"1057","PGSC0003DMG400000984"
"1058","PGSC0003DMG400003769"
"1059","Novel00790"
"1060","PGSC0003DMG400020246"
"1061","PGSC0003DMG400023270"
"1062","PGSC0003DMG400012109"
"1063","Novel00301"
"1064","PGSC0003DMG401001381"
"1065","PGSC0003DMG400030035"
"1066","PGSC0003DMG400028491"
"1067","PGSC0003DMG400004422"
"1068","PGSC0003DMG400026398"
"1069","PGSC0003DMG400012918"
"1070","Novel02747"
"1071","PGSC0003DMG400021322"
"1072","PGSC0003DMG400005097"
"1073","PGSC0003DMG400006395"
"1074","PGSC0003DMG400024659"
"1075","Novel01497"
"1076","PGSC0003DMG403015682"
"1077","PGSC0003DMG401025397"
"1078","PGSC0003DMG400011750"
"1079","PGSC0003DMG400008394"
"1080","PGSC0003DMG400001982"
"1081","PGSC0003DMG400021855"
"1082","PGSC0003DMG400011074"
"1083","PGSC0003DMG403011204"
"1084","PGSC0003DMG401027320"
"1085","PGSC0003DMG400014134"
"1086","PGSC0003DMG400013154"
"1087","PGSC0003DMG400019402"
"1088","PGSC0003DMG400022027"
"1089","PGSC0003DMG400015239"
"1090","Novel02180"
"1091","PGSC0003DMG400023732"
"1092","PGSC0003DMG400024209"
"1093","PGSC0003DMG400000631"
"1094","PGSC0003DMG401003025"
"1095","PGSC0003DMG400000898"
"1096","PGSC0003DMG400023360"
"1097","PGSC0003DMG400014297"
"1098","PGSC0003DMG400026575"
"1099","PGSC0003DMG400011508"
"1100","PGSC0003DMG400024643"
"1101","PGSC0003DMG400008553"
"1102","PGSC0003DMG400010641"
"1103","PGSC0003DMG400013308"
"1104","PGSC0003DMG400028706"
"1105","Novel02173"
"1106","PGSC0003DMG400029628"
"1107","PGSC0003DMG400025266"
"1108","PGSC0003DMG402011252"
"1109","Novel02774"
"1110","PGSC0003DMG400011208"
"1111","PGSC0003DMG400006569"
"1112","PGSC0003DMG400019815"
"1113","PGSC0003DMG400014372"
"1114","PGSC0003DMG400017219"
"1115","PGSC0003DMG400008662"
"1116","PGSC0003DMG402027258"
"1117","PGSC0003DMG400018535"
"1118","PGSC0003DMG401022191"
"1119","PGSC0003DMG400013962"
"1120","PGSC0003DMG400025621"
"1121","PGSC0003DMG400022727"
"1122","PGSC0003DMG400015731"
"1123","PGSC0003DMG402024850"
"1124","PGSC0003DMG401027007"
"1125","Novel02616"
"1126","PGSC0003DMG400027916"
"1127","PGSC0003DMG400015561"
"1128","PGSC0003DMG401031037"
"1129","PGSC0003DMG400003932"
"1130","PGSC0003DMG400020262"
"1131","PGSC0003DMG400030663"
"1132","PGSC0003DMG400028545"
"1133","PGSC0003DMG400010477"
"1134","PGSC0003DMG400015355"
"1135","PGSC0003DMG400000744"
"1136","PGSC0003DMG400019563"
"1137","Novel02678"
"1138","PGSC0003DMG400003625"
"1139","PGSC0003DMG400010840"
"1140","PGSC0003DMG400027752"
"1141","PGSC0003DMG400001759"
"1142","PGSC0003DMG400011039"
"1143","Novel02681"
"1144","PGSC0003DMG400006769"
"1145","PGSC0003DMG400004920"
"1146","PGSC0003DMG400004652"
"1147","PGSC0003DMG400019389"
"1148","PGSC0003DMG400025523"
"1149","PGSC0003DMG400011048"
"1150","PGSC0003DMG400030794"
"1151","Novel01003"
"1152","PGSC0003DMG401024252"
"1153","PGSC0003DMG400000654"
"1154","PGSC0003DMG400012205"
"1155","PGSC0003DMG400023392"
"1156","PGSC0003DMG400007717"
"1157","Novel03269"
"1158","PGSC0003DMG400016318"
"1159","PGSC0003DMG400002835"
"1160","PGSC0003DMG400003897"
"1161","PGSC0003DMG400003575"
"1162","PGSC0003DMG400012635"
"1163","PGSC0003DMG400012712"
"1164","PGSC0003DMG400014137"
"1165","PGSC0003DMG400026586"
"1166","PGSC0003DMG401029995"
"1167","PGSC0003DMG402001494"
"1168","Novel00107"
"1169","PGSC0003DMG400027062"
"1170","Novel00053"
"1171","PGSC0003DMG400029485"
"1172","PGSC0003DMG400003608"
"1173","PGSC0003DMG400000621"
"1174","PGSC0003DMG400009192"
"1175","PGSC0003DMG400022511"
"1176","PGSC0003DMG400017556"
"1177","PGSC0003DMG400024853"
"1178","Novel03176"
"1179","PGSC0003DMG400020376"
"1180","PGSC0003DMG400019831"
"1181","PGSC0003DMG400027472"
"1182","PGSC0003DMG400007429"
"1183","PGSC0003DMG401025150"
"1184","Novel00473"
"1185","PGSC0003DMG401002270"
"1186","PGSC0003DMG400015969"
"1187","PGSC0003DMG400017160"
"1188","PGSC0003DMG400010612"
"1189","PGSC0003DMG400011531"
"1190","PGSC0003DMG400008865"
"1191","PGSC0003DMG400015273"
"1192","PGSC0003DMG400014954"
"1193","PGSC0003DMG400010870"
"1194","Novel00333"
"1195","PGSC0003DMG400007672"
"1196","Novel02039"
"1197","PGSC0003DMG400001191"
"1198","PGSC0003DMG400027792"
"1199","PGSC0003DMG400013779"
"1200","PGSC0003DMG400011375"
"1201","PGSC0003DMG400000985"
"1202","PGSC0003DMG400025545"
"1203","PGSC0003DMG400009588"
"1204","PGSC0003DMG400005661"
"1205","PGSC0003DMG400030328"
"1206","PGSC0003DMG401016407"
"1207","PGSC0003DMG400028607"
"1208","PGSC0003DMG400001221"
"1209","PGSC0003DMG400028381"
"1210","PGSC0003DMG401015175"
"1211","PGSC0003DMG400018269"
"1212","PGSC0003DMG400007787"
"1213","PGSC0003DMG400011321"
"1214","PGSC0003DMG400030911"
"1215","PGSC0003DMG402022984"
"1216","PGSC0003DMG400025109"
"1217","Novel02125"
"1218","PGSC0003DMG400008364"
"1219","PGSC0003DMG400000670"
"1220","PGSC0003DMG400025931"
"1221","PGSC0003DMG400003057"
"1222","PGSC0003DMG402018475"
"1223","PGSC0003DMG400007336"
"1224","Novel02834"
"1225","PGSC0003DMG400015505"
"1226","PGSC0003DMG400000193"
"1227","PGSC0003DMG400017812"
"1228","PGSC0003DMG400022554"
"1229","PGSC0003DMG400005192"
"1230","PGSC0003DMG400010031"
"1231","PGSC0003DMG400012971"
"1232","Novel03480"
"1233","PGSC0003DMG400021812"
"1234","PGSC0003DMG400017484"
"1235","PGSC0003DMG400023849"
"1236","PGSC0003DMG400004597"
"1237","PGSC0003DMG400020272"
"1238","PGSC0003DMG402009603"
"1239","PGSC0003DMG401014059"
"1240","PGSC0003DMG400011702"
"1241","PGSC0003DMG400025860"
"1242","PGSC0003DMG400000310"
"1243","PGSC0003DMG400025495"
"1244","PGSC0003DMG400028165"
"1245","Novel00698"
"1246","PGSC0003DMG400027281"
"1247","PGSC0003DMG400000425"
"1248","PGSC0003DMG400006571"
"1249","PGSC0003DMG400024929"
"1250","PGSC0003DMG402002771"
"1251","PGSC0003DMG401023562"
"1252","PGSC0003DMG400028666"
"1253","PGSC0003DMG400000951"
"1254","PGSC0003DMG402003479"
"1255","PGSC0003DMG400012196"
"1256","PGSC0003DMG400007597"
"1257","PGSC0003DMG400006049"
"1258","PGSC0003DMG400011754"
"1259","Novel00021"
"1260","Novel00845"
"1261","PGSC0003DMG400010123"
"1262","PGSC0003DMG400009264"
"1263","PGSC0003DMG400018397"
"1264","PGSC0003DMG400015383"
"1265","PGSC0003DMG400026871"
"1266","PGSC0003DMG400008844"
"1267","PGSC0003DMG400006122"
"1268","PGSC0003DMG400004262"
"1269","PGSC0003DMG400028479"
"1270","PGSC0003DMG400007385"
"1271","PGSC0003DMG400029924"
"1272","Novel03543"
"1273","PGSC0003DMG401015928"
"1274","PGSC0003DMG400011132"
"1275","PGSC0003DMG400013512"
"1276","PGSC0003DMG400031421"
"1277","PGSC0003DMG400005442"
"1278","PGSC0003DMG401015009"
"1279","PGSC0003DMG400029435"
"1280","Novel00044"
"1281","PGSC0003DMG401026960"
"1282","PGSC0003DMG400013417"
"1283","PGSC0003DMG400030872"
"1284","PGSC0003DMG400027045"
"1285","PGSC0003DMG402031447"
"1286","PGSC0003DMG400000243"
"1287","PGSC0003DMG400007013"
"1288","PGSC0003DMG400018372"
"1289","PGSC0003DMG400000484"
"1290","PGSC0003DMG400026072"
"1291","PGSC0003DMG400009985"
"1292","PGSC0003DMG400007658"
"1293","PGSC0003DMG402023841"
"1294","PGSC0003DMG400010291"
"1295","PGSC0003DMG400014695"
"1296","PGSC0003DMG400003229"
"1297","PGSC0003DMG400033127"
"1298","PGSC0003DMG400012164"
"1299","PGSC0003DMG400024843"
"1300","PGSC0003DMG400029894"
"1301","Novel01618"
"1302","PGSC0003DMG400024363"
"1303","PGSC0003DMG400028104"
"1304","PGSC0003DMG400005372"
"1305","PGSC0003DMG400010149"
"1306","PGSC0003DMG402001731"
"1307","PGSC0003DMG400013227"
"1308","PGSC0003DMG400000279"
"1309","PGSC0003DMG400021676"
"1310","PGSC0003DMG400000805"
"1311","PGSC0003DMG400028694"
"1312","PGSC0003DMG402011782"
"1313","PGSC0003DMG400017976"
"1314","Novel01919"
"1315","Novel02951"
"1316","PGSC0003DMG400001197"
"1317","Novel00508"
"1318","PGSC0003DMG400003042"
"1319","PGSC0003DMG402029813"
"1320","Novel02947"
"1321","PGSC0003DMG400013007"
"1322","PGSC0003DMG400009402"
"1323","PGSC0003DMG400030336"
"1324","PGSC0003DMG400019033"
"1325","PGSC0003DMG400000167"
"1326","PGSC0003DMG400003779"
"1327","Novel00415"
"1328","PGSC0003DMG400014580"
"1329","PGSC0003DMG400027086"
"1330","PGSC0003DMG400030422"
"1331","PGSC0003DMG400015194"
"1332","PGSC0003DMG400002914"
"1333","PGSC0003DMG400009992"
"1334","Novel02052"
"1335","PGSC0003DMG400016317"
"1336","PGSC0003DMG400022380"
"1337","PGSC0003DMG400007155"
"1338","Novel01627"
"1339","PGSC0003DMG400003527"
"1340","PGSC0003DMG400022778"
"1341","PGSC0003DMG400000236"
"1342","Novel01535"
"1343","PGSC0003DMG402029274"
"1344","PGSC0003DMG400011041"
"1345","PGSC0003DMG400002890"
"1346","PGSC0003DMG400024723"
"1347","PGSC0003DMG400020813"
"1348","PGSC0003DMG400028265"
"1349","PGSC0003DMG400027434"
"1350","Novel01640"
"1351","PGSC0003DMG400003593"
"1352","PGSC0003DMG400022608"
"1353","PGSC0003DMG400014198"
"1354","PGSC0003DMG400013270"
"1355","PGSC0003DMG400005113"
"1356","PGSC0003DMG400024766"
"1357","PGSC0003DMG400017946"
"1358","PGSC0003DMG400003238"
"1359","PGSC0003DMG400018924"
"1360","PGSC0003DMG402024210"
"1361","PGSC0003DMG400009982"
"1362","PGSC0003DMG400022921"
"1363","PGSC0003DMG400006131"
"1364","PGSC0003DMG400016367"
"1365","PGSC0003DMG400022418"
"1366","PGSC0003DMG400019232"
"1367","PGSC0003DMG400000128"
"1368","PGSC0003DMG400008270"
"1369","PGSC0003DMG400015127"
"1370","PGSC0003DMG400030363"
"1371","PGSC0003DMG400031403"
"1372","PGSC0003DMG400005628"
"1373","PGSC0003DMG400008545"
"1374","PGSC0003DMG400009975"
"1375","PGSC0003DMG400018408"
"1376","PGSC0003DMG400024478"
"1377","PGSC0003DMG400026233"
"1378","PGSC0003DMG402011362"
"1379","PGSC0003DMG400021276"
"1380","PGSC0003DMG400026283"
"1381","PGSC0003DMG400028983"
"1382","PGSC0003DMG402007970"
"1383","PGSC0003DMG400013695"
"1384","PGSC0003DMG401003767"
"1385","PGSC0003DMG400015245"
"1386","PGSC0003DMG400014117"
"1387","PGSC0003DMG400007683"
"1388","Novel02868"
"1389","PGSC0003DMG400010987"
"1390","PGSC0003DMG400028617"
"1391","PGSC0003DMG402021564"
"1392","PGSC0003DMG400012967"
"1393","PGSC0003DMG400024075"
"1394","PGSC0003DMG400017807"
"1395","PGSC0003DMG400019024"
"1396","Novel02815"
"1397","PGSC0003DMG400019936"
"1398","PGSC0003DMG400030998"
"1399","Novel00182"
"1400","PGSC0003DMG400023880"
"1401","PGSC0003DMG400030855"
"1402","PGSC0003DMG400003520"
"1403","PGSC0003DMG401025314"
"1404","PGSC0003DMG400020552"
"1405","PGSC0003DMG400018607"
"1406","PGSC0003DMG401032194"
"1407","PGSC0003DMG400022078"
"1408","PGSC0003DMG400026181"
"1409","PGSC0003DMG400000965"
"1410","PGSC0003DMG400008285"
"1411","PGSC0003DMG400001690"
"1412","PGSC0003DMG400029938"
"1413","PGSC0003DMG400017171"
"1414","PGSC0003DMG400000871"
"1415","PGSC0003DMG400031288"
"1416","PGSC0003DMG400025015"
"1417","PGSC0003DMG400022496"
"1418","PGSC0003DMG400006003"
"1419","PGSC0003DMG402029198"
"1420","PGSC0003DMG400011888"
"1421","Novel01060"
"1422","PGSC0003DMG400016847"
"1423","PGSC0003DMG400028728"
"1424","PGSC0003DMG400016138"
"1425","PGSC0003DMG402008903"
"1426","PGSC0003DMG400002261"
"1427","PGSC0003DMG400009007"
"1428","PGSC0003DMG400006735"
"1429","PGSC0003DMG400022413"
"1430","PGSC0003DMG400011222"
"1431","PGSC0003DMG400020286"
"1432","PGSC0003DMG400005214"
"1433","Novel00997"
"1434","PGSC0003DMG400025380"
"1435","Novel00341"
"1436","PGSC0003DMG400005609"
"1437","PGSC0003DMG400033858"
"1438","PGSC0003DMG400016491"
"1439","PGSC0003DMG402000567"
"1440","PGSC0003DMG400016808"
"1441","PGSC0003DMG400008673"
"1442","PGSC0003DMG400015511"
"1443","PGSC0003DMG402020117"
"1444","Novel00374"
"1445","Novel02107"
"1446","PGSC0003DMG402002283"
"1447","PGSC0003DMG400007058"
"1448","PGSC0003DMG400005503"
"1449","PGSC0003DMG400030262"
"1450","PGSC0003DMG400025816"
"1451","PGSC0003DMG400019272"
"1452","PGSC0003DMG400004284"
"1453","PGSC0003DMG400006385"
"1454","PGSC0003DMG400030381"
"1455","PGSC0003DMG401027896"
"1456","PGSC0003DMG400008171"
"1457","PGSC0003DMG400016236"
"1458","PGSC0003DMG400001808"
"1459","PGSC0003DMG400008098"
"1460","Novel00169"
"1461","PGSC0003DMG400029350"
"1462","PGSC0003DMG402017409"
"1463","PGSC0003DMG401024222"
"1464","PGSC0003DMG400029774"
"1465","PGSC0003DMG401021124"
"1466","PGSC0003DMG400031551"
"1467","PGSC0003DMG400022398"
"1468","PGSC0003DMG400019454"
"1469","PGSC0003DMG400012235"
"1470","PGSC0003DMG400031467"
"1471","PGSC0003DMG400026508"
"1472","PGSC0003DMG400018937"
"1473","Novel02062"
"1474","PGSC0003DMG400030426"
"1475","PGSC0003DMG400012481"
"1476","PGSC0003DMG400022759"
"1477","Novel02106"
"1478","PGSC0003DMG400033143"
"1479","PGSC0003DMG400004291"
"1480","PGSC0003DMG400023512"
"1481","Novel00141"
"1482","PGSC0003DMG401003179"
"1483","PGSC0003DMG400006033"
"1484","PGSC0003DMG400028173"
"1485","PGSC0003DMG400008419"
"1486","PGSC0003DMG400006706"
"1487","PGSC0003DMG400008296"
"1488","PGSC0003DMG401022041"
"1489","PGSC0003DMG400017875"
"1490","PGSC0003DMG400006427"
"1491","PGSC0003DMG400029964"
"1492","PGSC0003DMG400009891"
"1493","PGSC0003DMG400041652"
"1494","PGSC0003DMG400010065"
"1495","PGSC0003DMG400003422"
"1496","PGSC0003DMG400008513"
"1497","PGSC0003DMG400011052"
"1498","Novel02543"
"1499","Novel01921"
"1500","PGSC0003DMG400014417"
"1501","PGSC0003DMG401018223"
"1502","Novel00159"
"1503","PGSC0003DMG400024323"
"1504","PGSC0003DMG400016534"
"1505","PGSC0003DMG400033634"
"1506","PGSC0003DMG400024719"
"1507","PGSC0003DMG400008551"
"1508","PGSC0003DMG402006147"
"1509","PGSC0003DMG400032192"
"1510","Novel01806"
"1511","PGSC0003DMG402022167"
"1512","PGSC0003DMG400033123"
"1513","Novel03028"
"1514","PGSC0003DMG400000493"
"1515","PGSC0003DMG400010369"
"1516","PGSC0003DMG400009887"
"1517","PGSC0003DMG400007121"
"1518","PGSC0003DMG400008366"
"1519","PGSC0003DMG400008564"
"1520","Novel00661"
"1521","PGSC0003DMG400028345"
"1522","PGSC0003DMG400003495"
"1523","PGSC0003DMG400012714"
"1524","PGSC0003DMG400020434"
"1525","PGSC0003DMG400033341"
"1526","PGSC0003DMG400023319"
"1527","PGSC0003DMG400011294"
"1528","PGSC0003DMG400016731"
"1529","PGSC0003DMG400000246"
"1530","PGSC0003DMG400025823"
"1531","PGSC0003DMG402008032"
"1532","PGSC0003DMG400006041"
"1533","Novel01170"
"1534","PGSC0003DMG400026987"
"1535","PGSC0003DMG400005745"
"1536","PGSC0003DMG400013721"
"1537","PGSC0003DMG400000718"
"1538","PGSC0003DMG400006572"
"1539","PGSC0003DMG401025689"
"1540","PGSC0003DMG400018462"
"1541","PGSC0003DMG400021131"
"1542","PGSC0003DMG400006276"
"1543","PGSC0003DMG400030643"
"1544","PGSC0003DMG400029398"
"1545","PGSC0003DMG401016933"
"1546","PGSC0003DMG400002068"
"1547","PGSC0003DMG400002534"
"1548","PGSC0003DMG401018450"
"1549","PGSC0003DMG400029939"
"1550","Novel02252"
"1551","PGSC0003DMG402022314"
"1552","PGSC0003DMG400002762"
"1553","PGSC0003DMG400000597"
"1554","PGSC0003DMG402031287"
"1555","PGSC0003DMG400007030"
"1556","PGSC0003DMG400019241"
"1557","PGSC0003DMG400004007"
"1558","PGSC0003DMG400019398"
"1559","PGSC0003DMG400010131"
"1560","PGSC0003DMG400028048"
"1561","PGSC0003DMG400007477"
"1562","Novel00326"
"1563","PGSC0003DMG400021594"
"1564","PGSC0003DMG400029705"
"1565","PGSC0003DMG400029987"
"1566","PGSC0003DMG400013017"
"1567","PGSC0003DMG400019879"
"1568","Novel00339"
"1569","PGSC0003DMG400014184"
"1570","PGSC0003DMG400024943"
"1571","PGSC0003DMG400021389"
"1572","PGSC0003DMG400020134"
"1573","PGSC0003DMG400027259"
"1574","PGSC0003DMG400026910"
"1575","PGSC0003DMG400014795"
"1576","PGSC0003DMG400002796"
"1577","PGSC0003DMG400005580"
"1578","PGSC0003DMG401018402"
"1579","PGSC0003DMG400006535"
"1580","PGSC0003DMG400011783"
"1581","PGSC0003DMG400000600"
"1582","PGSC0003DMG400006615"
"1583","PGSC0003DMG400047314"
"1584","PGSC0003DMG400005199"
"1585","PGSC0003DMG400008101"
"1586","PGSC0003DMG400011397"
"1587","PGSC0003DMG400011537"
"1588","PGSC0003DMG400014459"
"1589","PGSC0003DMG400007987"
"1590","PGSC0003DMG400020086"
"1591","PGSC0003DMG400026442"
"1592","PGSC0003DMG400011191"
"1593","PGSC0003DMG400011185"
"1594","PGSC0003DMG400020809"
"1595","PGSC0003DMG400014325"
"1596","PGSC0003DMG400002483"
"1597","PGSC0003DMG400025924"
"1598","PGSC0003DMG400018407"
"1599","PGSC0003DMG400001434"
"1600","PGSC0003DMG403001548"
"1601","PGSC0003DMG400021927"
"1602","PGSC0003DMG400012614"
"1603","PGSC0003DMG400002153"
"1604","PGSC0003DMG400000021"
"1605","Novel02934"
"1606","PGSC0003DMG400005111"
"1607","PGSC0003DMG400000126"
"1608","PGSC0003DMG400012646"
"1609","PGSC0003DMG400019306"
"1610","Novel01460"
"1611","PGSC0003DMG403025764"
"1612","PGSC0003DMG400032269"
"1613","PGSC0003DMG402003286"
"1614","PGSC0003DMG400008049"
"1615","PGSC0003DMG400019071"
"1616","PGSC0003DMG400012669"
"1617","PGSC0003DMG400022562"
"1618","PGSC0003DMG400023164"
"1619","PGSC0003DMG400004259"
"1620","PGSC0003DMG400025626"
"1621","PGSC0003DMG400008927"
"1622","Novel01403"
"1623","PGSC0003DMG400025230"
"1624","PGSC0003DMG400020605"
"1625","PGSC0003DMG400007059"
"1626","PGSC0003DMG401001731"
"1627","PGSC0003DMG400002562"
"1628","PGSC0003DMG400001444"
"1629","Novel00888"
"1630","PGSC0003DMG400023922"
"1631","PGSC0003DMG400014391"
"1632","PGSC0003DMG400029085"
"1633","PGSC0003DMG400003694"
"1634","PGSC0003DMG400030786"
"1635","PGSC0003DMG400027837"
"1636","Novel01983"
"1637","Novel00074"
"1638","Novel03534"
"1639","PGSC0003DMG400026569"
"1640","PGSC0003DMG400020108"
"1641","PGSC0003DMG401013876"
"1642","PGSC0003DMG400015407"
"1643","PGSC0003DMG400021189"
"1644","PGSC0003DMG400024278"
"1645","Novel00497"
"1646","PGSC0003DMG400006777"
"1647","PGSC0003DMG400024274"
"1648","PGSC0003DMG400013660"
"1649","PGSC0003DMG400029652"
"1650","PGSC0003DMG400014643"
"1651","PGSC0003DMG400000815"
"1652","PGSC0003DMG400011502"
"1653","Novel00164"
"1654","PGSC0003DMG400004601"
"1655","PGSC0003DMG401014665"
"1656","PGSC0003DMG400026475"
"1657","Novel00670"
"1658","PGSC0003DMG400012607"
"1659","Novel01224"
"1660","PGSC0003DMG400013481"
"1661","PGSC0003DMG400008828"
"1662","PGSC0003DMG400011792"
"1663","PGSC0003DMG400022569"
"1664","PGSC0003DMG400008754"
"1665","PGSC0003DMG400018942"
"1666","PGSC0003DMG400011729"
