Cluster-15354.57859,GO:0042274
Cluster-15354.57958,GO:0006468
Cluster-15354.58097,GO:0006631
Cluster-15354.58338,GO:0005985
Cluster-15354.58342,GO:0005985
Cluster-15354.58605,GO:0009069
Cluster-15354.59200,GO:0008207
Cluster-15354.59428,GO:0006886
Cluster-15354.59875,GO:0042254
Cluster-15354.59876,GO:0005982
Cluster-15354.59913,GO:0015976
Cluster-15354.60902,GO:0006979
Cluster-15354.60928,GO:0009401
Cluster-15354.61020,GO:0000051
Cluster-15354.61032,GO:0016192
Cluster-15354.61148,GO:0006269
Cluster-15354.61464,GO:0006355
Cluster-15354.61576,GO:0006974
Cluster-15354.61580,GO:0006417
Cluster-15354.61992,GO:0008615
Cluster-15354.62009,GO:0055114
Cluster-15354.62200,GO:0006804
Cluster-15354.62464,GO:0055114
Cluster-15354.62515,GO:0005982
Cluster-15354.62937,GO:0033014
Cluster-15354.63564,GO:0019439
Cluster-15354.64373,GO:0042254
Cluster-15354.64374,GO:0042254
Cluster-15354.64381,GO:0006310
Cluster-15354.64541,GO:0007165
Cluster-15354.64626,GO:0009052
Cluster-15354.64627,GO:0009052
Cluster-15354.65117,GO:0042254
Cluster-15354.66312,GO:0008152
Cluster-15354.67001,GO:0006118
Cluster-15354.67552,GO:0006274
Cluster-15354.67590,GO:0071918
Cluster-15354.67798,GO:0016579
Cluster-15354.68301,GO:0016567
Cluster-15354.68515,GO:0006457
Cluster-15354.68698,GO:0042254
Cluster-15354.68700,GO:0042254
Cluster-15354.68702,GO:0006412
Cluster-15354.69128,GO:0006821
Cluster-15354.69183,GO:0030833
Cluster-15354.69263,GO:0006412
Cluster-15354.69292,GO:0008152
Cluster-15354.69352,GO:0006413
Cluster-15354.69513,GO:0006448
Cluster-15354.69514,GO:0006448
Cluster-15354.69551,GO:0006914
Cluster-15354.69607,GO:0055085
Cluster-15354.69705,GO:0016192
Cluster-15354.69922,GO:0006118
Cluster-15354.69937,GO:0008152
Cluster-15354.70007,GO:0006006
Cluster-15354.70591,GO:0015992
Cluster-15354.70808,GO:0007034
Cluster-15354.71113,GO:0015992
Cluster-15354.71593,GO:0008152
Cluster-15354.72020,GO:0033014
Cluster-15354.72231,GO:0007165
Cluster-15354.72256,GO:0005982
Cluster-15354.72361,GO:0006108
Cluster-15354.72976,GO:0005975
Cluster-15354.73273,GO:0006950
Cluster-15354.73279,GO:0009415
Cluster-15354.73280,GO:0006355
Cluster-15354.73420,GO:0016192
Cluster-15354.74004,GO:0030001
Cluster-15354.74090,GO:0016114
Cluster-15354.74237,GO:0006281
Cluster-15354.74861,GO:0055114
Cluster-15354.75840,GO:0006508
Cluster-15354.76054,GO:0006568
Cluster-15354.76122,GO:0006796
Cluster-15354.76178,GO:0006950
Cluster-15354.76410,GO:0006118
Cluster-15354.76577,GO:0051252
Cluster-15354.76685,GO:0005982
Cluster-15354.77172,GO:0019467
Cluster-15354.77257,GO:0030474
Cluster-15354.77449,GO:0042493
Cluster-15354.77602,GO:0006412
Cluster-15354.77617,GO:0015976
Cluster-15354.77830,GO:0000902
Cluster-15354.77834,GO:0005975
Cluster-15354.78088,GO:0016579
Cluster-15354.78302,GO:0006396
Cluster-15354.78390,GO:0015931
Cluster-15354.78453,GO:0006874
Cluster-15354.78457,GO:0006816
Cluster-15354.78460,GO:0006816
Cluster-15354.78600,GO:0055114
Cluster-15354.78625,GO:0009094
Cluster-15354.78930,GO:0006950
Cluster-15354.78964,GO:0010215
Cluster-15354.79058,GO:0006888
Cluster-15354.79150,GO:0016567
Cluster-15354.79261,GO:0006754
Cluster-15354.79417,GO:0006206
Cluster-15354.79510,GO:0009451
Cluster-15354.79694,GO:0009405
Cluster-15354.79697,GO:0042254
Cluster-15354.79958,GO:0006779
Cluster-15354.80028,GO:0006281
Cluster-15354.80032,GO:0055114
Cluster-15354.80066,GO:0006000
Cluster-15354.80174,GO:0055114
Cluster-15354.80176,GO:0008209
Cluster-15354.80228,GO:0007018
Cluster-15354.80249,GO:0010207
Cluster-15354.80270,GO:0006355
Cluster-15354.80287,GO:0016125
Cluster-15354.80487,GO:0006355
Cluster-15354.80527,GO:0008152
Cluster-15354.80589,GO:0046487
Cluster-15354.80611,GO:0055114
Cluster-15354.80641,GO:0005975
Cluster-15354.80644,GO:0010215
Cluster-15354.80684,GO:0008152
Cluster-15354.80734,GO:0005975
Cluster-15354.80741,GO:0005975
Cluster-15354.80892,GO:0019643
Cluster-15354.80894,GO:0019643
Cluster-15354.80933,GO:0005975
Cluster-15354.81126,GO:0045454
Cluster-15354.81286,GO:0007165
Cluster-15354.81289,GO:0006383
Cluster-15354.81290,GO:0007165
Cluster-15354.81339,GO:0006412
Cluster-15354.81408,GO:0042967
Cluster-15354.81420,GO:0005982
Cluster-15354.81435,GO:0006120
Cluster-15354.81596,GO:0006563
Cluster-15354.81610,GO:0006694
Cluster-15354.81612,GO:0055114
Cluster-15354.81620,GO:0006556
Cluster-15354.81630,GO:0006570
Cluster-15354.81743,GO:0006412
Cluster-15354.81845,GO:0016192
Cluster-15354.81913,GO:0042254
Cluster-15354.81914,GO:0006412
Cluster-15354.81915,GO:0006412
Cluster-15354.81935,GO:0055085
Cluster-15354.81946,GO:0009405
Cluster-15354.81995,GO:0055114
Cluster-15354.82013,GO:0006412
Cluster-15354.82033,GO:0055114
Cluster-15354.82185,GO:0006094
Cluster-15354.82253,GO:0033227
Cluster-15354.82331,GO:0015947
Cluster-15354.82402,GO:0006536
Cluster-15354.82438,GO:0035429
Cluster-15354.82473,GO:0015947
Cluster-15354.82547,GO:0006270
Cluster-15354.8256,GO:0006406
Cluster-15354.82637,GO:0006730
Cluster-15354.82717,GO:0006730
Cluster-15354.82831,GO:0009405
Cluster-15354.82881,GO:0006886
Cluster-15354.82887,GO:0042254
Cluster-15354.82909,GO:0045454
Cluster-15354.83028,GO:0015992
Cluster-15354.83029,GO:0015672
Cluster-15354.83070,GO:0055114
Cluster-15354.83140,GO:0006073
Cluster-15354.83243,GO:0006807
Cluster-15354.83261,GO:0015031
Cluster-15354.83320,GO:0000160
Cluster-15354.83322,GO:0016042
Cluster-15354.83338,GO:0008033
Cluster-15354.83356,GO:0042967
Cluster-15354.83378,GO:0006298
Cluster-15354.83460,GO:0006007
Cluster-15354.83467,GO:0006094
Cluster-15354.83481,GO:0009069
Cluster-15354.83492,GO:0006096
Cluster-15354.83494,GO:0006020
Cluster-15354.83503,GO:0006730
Cluster-15354.83515,GO:0055114
Cluster-15354.83517,GO:0006915
Cluster-15354.83555,GO:0006508
Cluster-15354.83603,GO:0006807
Cluster-15354.83622,GO:0009432
Cluster-15354.83697,GO:0006555
Cluster-15354.83698,GO:0006555
Cluster-15354.83764,GO:0000105
Cluster-15354.83769,GO:0006730
Cluster-15354.83775,GO:0042549
Cluster-15354.83785,GO:0006694
Cluster-15354.83831,GO:0046413
Cluster-15354.83837,GO:0006306
Cluster-15354.83847,GO:0006306
Cluster-15354.83896,GO:0042549
Cluster-15354.83912,GO:0015979
Cluster-15354.83913,GO:0042549
Cluster-15354.83961,GO:0006807
Cluster-15354.83966,GO:0006807
Cluster-15354.83970,GO:0042262
Cluster-15354.84013,GO:0006807
Cluster-15354.84044,GO:0008209
Cluster-15354.84076,GO:0006313
Cluster-15354.84079,GO:0006813
Cluster-15354.84086,GO:0000105
Cluster-15354.84092,GO:0046718
Cluster-15354.84113,GO:0010215
Cluster-15354.84122,GO:0006725
Cluster-15354.84254,GO:0005975
Cluster-15354.84306,GO:0015947
Cluster-15354.84351,GO:0006412
Cluster-15354.84420,GO:0006457
Cluster-15354.84468,GO:0006397
Cluster-15354.84488,GO:0006807
Cluster-15354.84576,GO:0019530
Cluster-15354.84602,GO:0005975
Cluster-15354.84698,GO:0006568
Cluster-15354.84759,GO:0009052
Cluster-15354.84801,GO:0006000
Cluster-15354.84802,GO:0015976
Cluster-15354.84828,GO:0006012
Cluster-15354.84833,GO:0006027
Cluster-15354.84838,GO:0006012
Cluster-15354.84839,GO:0005975
Cluster-15354.84843,GO:0000162
Cluster-15354.84882,GO:0006555
Cluster-15354.84883,GO:0006556
Cluster-15354.84886,GO:0055114
Cluster-15354.85002,GO:0006506
Cluster-15354.85093,GO:0055085
Cluster-15354.85115,GO:0042254
Cluster-15354.85147,GO:0006094
Cluster-15354.85152,GO:0055114
Cluster-15354.85222,GO:0006744
Cluster-15354.85258,GO:0006457
Cluster-15354.85260,GO:0006950
Cluster-15354.85320,GO:0055114
Cluster-15354.85341,GO:0008152
Cluster-15354.85346,GO:0008152
Cluster-15354.85424,GO:0006276
Cluster-15354.85465,GO:0006508
Cluster-15354.85548,GO:0008207
Cluster-15354.85595,GO:0051382
Cluster-15354.85632,GO:0007264
Cluster-15354.85633,GO:0006457
Cluster-15354.85674,GO:0006414
Cluster-15354.85861,GO:0006886
Cluster-15354.85892,GO:0009405
Cluster-15354.85894,GO:0009405
Cluster-15354.85914,GO:0042254
Cluster-15354.85986,GO:0005985
Cluster-15354.86112,GO:0006810
Cluster-15354.86251,GO:0008152
Cluster-15354.86351,GO:0006605
Cluster-15354.86362,GO:0015977
Cluster-15354.86372,GO:0015977
Cluster-15354.86804,GO:0005982
Cluster-15354.86858,GO:0046034
Cluster-15354.87127,GO:0019467
Cluster-15354.87166,GO:0055114
Cluster-15354.87184,GO:0006355
Cluster-15354.87378,GO:0006687
Cluster-15354.87424,GO:0006457
Cluster-15354.87516,GO:0006804
Cluster-15354.87579,GO:0006118
Cluster-15354.87776,GO:0006457
Cluster-15354.88028,GO:0006118
Cluster-15354.88181,GO:0055085
Cluster-15354.88292,GO:0033014
Cluster-15354.88459,GO:0005982
Cluster-15354.88461,GO:0005982
Cluster-15354.88563,GO:0006457
Cluster-15354.88622,GO:0015995
Cluster-15354.88672,GO:0055114
Cluster-15354.88678,GO:0055114
Cluster-15354.88786,GO:0008207
Cluster-15354.88820,GO:0006816
Cluster-15354.88872,GO:0006810
Cluster-15354.88946,GO:0015672
Cluster-15354.88966,GO:0006281
Cluster-15354.89059,GO:0006119
Cluster-15354.89066,GO:0006013
Cluster-15354.89194,GO:0055114
Cluster-15354.89198,GO:0055114
Cluster-15354.89199,GO:0042128
Cluster-15354.89303,GO:0015994
Cluster-15354.89305,GO:0033014
Cluster-15354.89309,GO:0015994
Cluster-15354.89564,GO:0006457
Cluster-15354.89585,GO:0055114
Cluster-15354.89716,GO:0006418
Cluster-15354.90018,GO:0006281
Cluster-15354.90127,GO:0006979
Cluster-15354.9013,GO:0006090
Cluster-15354.9015,GO:0006525
Cluster-15354.90605,GO:0032259
Cluster-15354.90618,GO:0055085
Cluster-15354.90676,GO:0006449
Cluster-15354.90733,GO:0016310
Cluster-15354.90879,GO:0015976
Cluster-15354.90888,GO:0055114
Cluster-15354.91095,GO:0006352
Cluster-15354.91399,GO:0006468
Cluster-15354.91648,GO:0006281
Cluster-15354.91861,GO:0009245
Cluster-15354.92179,GO:0006144
Cluster-15354.92271,GO:0055114
Cluster-15354.92273,GO:0006098
Cluster-15354.92332,GO:0046677
Cluster-15354.92431,GO:0016310
Cluster-15354.92666,GO:0055114
Cluster-15354.92670,GO:0030259
Cluster-15354.92830,GO:0051252
Cluster-15354.92833,GO:0008033
Cluster-15354.92869,GO:0016055
Cluster-15354.92943,GO:0006812
Cluster-15354.93112,GO:0005982
Cluster-15354.93113,GO:0030244
Cluster-15354.93114,GO:0005982
Cluster-15354.93116,GO:0005985
Cluster-15354.93147,GO:0006471
Cluster-15354.93149,GO:0048193
Cluster-15354.93173,GO:0009186
Cluster-15354.93286,GO:0006352
Cluster-15354.93454,GO:0006355
Cluster-15354.93541,GO:0019872
Cluster-15354.9361,GO:1901031
Cluster-15354.93669,GO:0006508
Cluster-15354.93747,GO:0006206
Cluster-15354.93871,GO:0006694
Cluster-15354.93907,GO:0006446
Cluster-15354.93920,GO:0015992
Cluster-15354.94205,GO:0006468
Cluster-15354.94286,GO:0006118
Cluster-15354.94429,GO:0006508
Cluster-15354.94506,GO:0016310
Cluster-15354.94636,GO:0046497
Cluster-15354.94800,GO:0055114
Cluster-15354.94802,GO:0006749
Cluster-15354.94828,GO:0015994
Cluster-15354.94876,GO:0055114
Cluster-15354.95041,GO:0000746
Cluster-15354.95351,GO:0006098
Cluster-15354.95398,GO:0006355
Cluster-15354.95530,GO:0006468
Cluster-15354.95743,GO:0000105
Cluster-15354.95944,GO:0016192
Cluster-15354.96163,GO:0006804
Cluster-15354.96402,GO:0006412
Cluster-15354.96407,GO:0006412
Cluster-15354.97121,GO:0005982
Cluster-15354.97188,GO:0042254
Cluster-15354.97215,GO:0008380
Cluster-15354.97222,GO:0006950
Cluster-15354.97381,GO:0006412
Cluster-15354.97726,GO:0009069
Cluster-15354.97728,GO:0016310
Cluster-15354.97896,GO:0034220
Cluster-15354.98083,GO:0008209
Cluster-15354.98322,GO:0006096
Cluster-15354.98516,GO:0055114
Cluster-15354.98748,GO:0006749
Cluster-15354.98882,GO:0010207
Cluster-15354.99108,GO:0009617
Cluster-15354.99541,GO:0006950
Cluster-15354.99542,GO:0006950
Cluster-15354.99740,GO:0042545
Cluster-15354.99743,GO:0005985
Cluster-15354.99749,GO:0055114
Cluster-25629.0,GO:0055114
Cluster-27788.0,GO:0042254
Cluster-33965.1,GO:0007165
Cluster-34175.0,GO:0007275
Cluster-34980.0,GO:0051382
Cluster-36085.0,GO:0007165
Cluster-3827.0,GO:0042254
Cluster-39376.0,GO:0008643
Cluster-39622.10,GO:0019497
Cluster-4357.3,GO:0030001
Cluster-43864.0,GO:0030261
Cluster-43964.2,GO:0006352
Cluster-45570.0,GO:0006810
Cluster-50294.0,GO:0030154
Cluster-51899.0,GO:0006355
Cluster-52544.1,GO:0006457
Cluster-52924.0,GO:0006810
Cluster-53622.0,GO:0006306
Cluster-53670.1,GO:0006355
Cluster-6811.0,GO:0006810
Cluster-13954.7,GO:0007586
Cluster-15354.100735,GO:0006468
Cluster-15354.100781,GO:0006144
Cluster-15354.101044,GO:0006744
Cluster-15354.101235,GO:0030001
Cluster-15354.101361,GO:0051607
Cluster-15354.101807,GO:0015994
Cluster-15354.102456,GO:0006687
Cluster-15354.102576,GO:0006118
Cluster-15354.103467,GO:0042545
Cluster-15354.103987,GO:0005975
Cluster-15354.104132,GO:0006310
Cluster-15354.104242,GO:0000226
Cluster-15354.104324,GO:0008210
Cluster-15354.104508,GO:0008210
Cluster-15354.104574,GO:0006855
Cluster-15354.105417,GO:0006094
Cluster-15354.105418,GO:0015976
Cluster-15354.105466,GO:0009607
Cluster-15354.105592,GO:0006470
Cluster-15354.107523,GO:0006282
Cluster-15354.107839,GO:0006950
Cluster-15354.109456,GO:0005985
Cluster-15354.109938,GO:0055114
Cluster-15354.110061,GO:0051258
Cluster-15354.110626,GO:0055114
Cluster-15354.110630,GO:0009085
Cluster-15354.110878,GO:0006094
Cluster-15354.112134,GO:0015948
Cluster-15354.112551,GO:0051028
Cluster-15354.112658,GO:0006446
Cluster-15354.112972,GO:0006879
Cluster-15354.113446,GO:0009245
Cluster-15354.114225,GO:0016310
Cluster-15354.114568,GO:0006508
Cluster-15354.114750,GO:0006206
Cluster-15354.115015,GO:0006281
Cluster-15354.115079,GO:0005985
Cluster-15354.115708,GO:0005975
Cluster-15354.115739,GO:0006355
Cluster-15354.115916,GO:0006355
Cluster-15354.116284,GO:0040007
Cluster-15354.116513,GO:0006810
Cluster-15354.116795,GO:0006855
Cluster-15354.117109,GO:0006094
Cluster-15354.117117,GO:0006769
Cluster-15354.119408,GO:0006351
Cluster-15354.119602,GO:0006355
Cluster-15354.120256,GO:0006355
Cluster-15354.121220,GO:0015986
Cluster-15354.121471,GO:0030168
Cluster-15354.121982,GO:0016567
Cluster-15354.122769,GO:0015991
Cluster-15354.122770,GO:0015991
Cluster-15354.122772,GO:0019634
Cluster-15354.122776,GO:0015991
Cluster-15354.122844,GO:0006369
Cluster-15354.123083,GO:0031144
Cluster-15354.125058,GO:0006810
Cluster-15354.125059,GO:0006812
Cluster-15354.125069,GO:0006310
Cluster-15354.125204,GO:0006886
Cluster-15354.125545,GO:0006571
Cluster-15354.125614,GO:0006308
Cluster-15354.126482,GO:0009069
Cluster-15354.126582,GO:0006310
Cluster-15354.126585,GO:0006310
Cluster-15354.12730,GO:0055085
Cluster-15354.12734,GO:0055085
Cluster-15354.127769,GO:0006397
Cluster-15354.128315,GO:0006935
Cluster-15354.128316,GO:0006813
Cluster-15354.128323,GO:0006812
Cluster-15354.129108,GO:0055085
Cluster-15354.129408,GO:0000917
Cluster-15354.129570,GO:0006744
Cluster-15354.130030,GO:0007264
Cluster-15354.130176,GO:0055114
Cluster-15354.13034,GO:0006525
Cluster-15354.130808,GO:0006310
Cluster-15354.131500,GO:0010431
Cluster-15354.133326,GO:0007342
Cluster-15354.133381,GO:0018874
Cluster-15354.134350,GO:0006633
Cluster-15354.134530,GO:0009094
Cluster-15354.134535,GO:0006571
Cluster-15354.135195,GO:0006520
Cluster-15354.136205,GO:0006606
Cluster-15354.137543,GO:0016192
Cluster-15354.138239,GO:0015991
Cluster-15354.138411,GO:0019073
Cluster-15354.138730,GO:0019439
Cluster-15354.139018,GO:0005975
Cluster-15354.139059,GO:0006260
Cluster-15354.139123,GO:0006560
Cluster-15354.139796,GO:0006888
Cluster-15354.143060,GO:0006508
Cluster-15354.143612,GO:0006508
Cluster-15354.14426,GO:0005985
Cluster-15354.144485,GO:0006094
Cluster-15354.145019,GO:0006323
Cluster-15354.145363,GO:0006310
Cluster-15354.145365,GO:0006810
Cluster-15354.145366,GO:0006914
Cluster-15354.145367,GO:0006310
Cluster-15354.145368,GO:0006308
Cluster-15354.145370,GO:0006281
Cluster-15354.145835,GO:0055114
Cluster-15354.147980,GO:0006012
Cluster-15354.149513,GO:0019538
Cluster-15354.149903,GO:0006914
Cluster-15354.17031,GO:0009405
Cluster-15354.17306,GO:0006886
Cluster-15354.18501,GO:0007165
Cluster-15354.19639,GO:0015994
Cluster-15354.22182,GO:0008152
Cluster-15354.22747,GO:0006075
Cluster-15354.23815,GO:0055114
Cluster-15354.23982,GO:0044780
Cluster-15354.26407,GO:0006206
Cluster-15354.27290,GO:0006542
Cluster-15354.29049,GO:0015994
Cluster-15354.29338,GO:0005985
Cluster-15354.29396,GO:0006810
Cluster-15354.30632,GO:0016567
Cluster-15354.31002,GO:0016998
Cluster-15354.32560,GO:0050778
Cluster-15354.32579,GO:0006614
Cluster-15354.35078,GO:0006144
Cluster-15354.3706,GO:0009733
Cluster-15354.37256,GO:0019521
Cluster-15354.38251,GO:0042432
Cluster-15354.38394,GO:0015992
Cluster-15354.38429,GO:0006412
Cluster-15354.38767,GO:0007264
Cluster-15354.39187,GO:0006310
Cluster-15354.39386,GO:0006506
Cluster-15354.39426,GO:0019089
Cluster-15354.39547,GO:0008152
Cluster-15354.39665,GO:0008272
Cluster-15354.40116,GO:0019087
Cluster-15354.40926,GO:0006457
Cluster-15354.41734,GO:0006355
Cluster-15354.42584,GO:0006914
Cluster-15354.43631,GO:0006007
Cluster-15354.43635,GO:0006310
Cluster-15354.44683,GO:0005975
Cluster-15354.44983,GO:0006351
Cluster-15354.45547,GO:0015979
Cluster-15354.46464,GO:0006605
Cluster-15354.47108,GO:0006479
Cluster-15354.47114,GO:0006554
Cluster-15354.47145,GO:0006352
Cluster-15354.47641,GO:0006886
Cluster-15354.47795,GO:0006631
Cluster-15354.49498,GO:0016310
Cluster-15354.50056,GO:0006351
Cluster-15354.50921,GO:0006098
Cluster-15354.50985,GO:0015684
Cluster-15354.51379,GO:0046677
Cluster-15354.52152,GO:0006281
Cluster-15354.52420,GO:0002764
Cluster-15354.526,GO:0006771
Cluster-15354.52900,GO:0006824
Cluster-15354.52914,GO:0030001
Cluster-15354.5338,GO:0015976
Cluster-15354.53393,GO:0006260
Cluster-15354.54093,GO:0006355
Cluster-15354.54116,GO:0015992
Cluster-15354.54355,GO:0015706
Cluster-15354.55215,GO:0006359
Cluster-15354.55216,GO:0006813
Cluster-15354.56897,GO:0005975
Cluster-15354.56984,GO:0009415
Cluster-15354.5780,GO:0009069
Cluster-15354.57859,GO:0006813
Cluster-15354.57958,GO:0046497
Cluster-15354.58097,GO:0015940
Cluster-15354.58605,GO:0006468
Cluster-15354.59200,GO:0008209
Cluster-15354.59428,GO:0016192
Cluster-15354.59875,GO:0006464
Cluster-15354.59876,GO:0030244
Cluster-15354.59913,GO:0006098
Cluster-15354.60902,GO:0006804
Cluster-15354.60928,GO:0008643
Cluster-15354.61020,GO:0008652
Cluster-15354.61148,GO:0010207
Cluster-15354.62200,GO:0006979
Cluster-15354.62464,GO:0006804
Cluster-15354.62515,GO:0005986
Cluster-15354.63564,GO:0055114
Cluster-15354.64541,GO:0007166
Cluster-15354.64626,GO:0006468
Cluster-15354.64627,GO:0006098
Cluster-15354.69128,GO:0006820
Cluster-15354.69183,GO:0034314
Cluster-15354.69292,GO:0015994
Cluster-15354.69513,GO:0030683
Cluster-15354.69514,GO:0006414
Cluster-15354.69551,GO:0006260
Cluster-15354.69937,GO:0006098
Cluster-15354.70007,GO:0055114
Cluster-15354.70591,GO:0006260
Cluster-15354.72231,GO:0006415
Cluster-15354.72256,GO:0005985
Cluster-15354.72361,GO:0006099
Cluster-15354.72976,GO:0007165
Cluster-15354.73273,GO:0009415
Cluster-15354.73420,GO:0006886
Cluster-15354.74090,GO:0008152
Cluster-15354.74237,GO:0015979
Cluster-15354.75840,GO:0006807
Cluster-15354.76054,GO:0006571
Cluster-15354.76410,GO:0006448
Cluster-15354.76685,GO:0005985
Cluster-15354.77172,GO:0006537
Cluster-15354.77257,GO:0006935
Cluster-15354.77449,GO:0006761
Cluster-15354.77617,GO:0006094
Cluster-15354.78453,GO:0006816
Cluster-15354.78457,GO:0006270
Cluster-15354.78460,GO:0006874
Cluster-15354.78625,GO:0000162
Cluster-15354.78930,GO:0006886
Cluster-15354.79058,GO:0006886
Cluster-15354.79261,GO:0006364
Cluster-15354.79417,GO:0006139
Cluster-15354.79694,GO:0042254
Cluster-15354.80028,GO:0016032
Cluster-15354.80066,GO:0006020
Cluster-15354.80174,GO:0006694
Cluster-15354.80176,GO:0009085
Cluster-15354.80228,GO:0007017
Cluster-15354.80249,GO:0006269
Cluster-15354.80589,GO:0006099
Cluster-15354.80741,GO:0007339
Cluster-15354.80892,GO:0005975
Cluster-15354.80894,GO:0006099
Cluster-15354.80933,GO:0006096
Cluster-15354.81286,GO:0006206
Cluster-15354.81289,GO:0006206
Cluster-15354.81290,GO:0006351
Cluster-15354.81408,GO:0006535
Cluster-15354.81420,GO:0030244
Cluster-15354.81435,GO:0042773
Cluster-15354.81596,GO:0035999
Cluster-15354.81610,GO:0008210
Cluster-15354.81612,GO:0006694
Cluster-15354.81630,GO:0006470
Cluster-15354.82013,GO:0006275
Cluster-15354.82185,GO:0006096
Cluster-15354.82331,GO:0006804
Cluster-15354.82402,GO:0070681
Cluster-15354.82438,GO:0015979
Cluster-15354.82473,GO:0006804
Cluster-15354.82547,GO:0055114
Cluster-15354.8256,GO:0006998
Cluster-15354.82881,GO:0006605
Cluster-15354.83028,GO:0015672
Cluster-15354.83029,GO:0055114
Cluster-15354.83070,GO:0006979
Cluster-15354.83140,GO:0007607
Cluster-15354.83243,GO:0055114
Cluster-15354.83261,GO:0006457
Cluster-15354.83320,GO:0006614
Cluster-15354.83322,GO:0046486
Cluster-15354.83338,GO:0006206
Cluster-15354.83378,GO:0055085
Cluster-15354.83467,GO:0006096
Cluster-15354.83492,GO:0006094
Cluster-15354.83494,GO:0006098
Cluster-15354.83503,GO:0042262
Cluster-15354.83515,GO:0006979
Cluster-15354.83555,GO:0042254
Cluster-15354.83764,GO:0006807
Cluster-15354.83785,GO:0008207
Cluster-15354.83831,GO:0009405
Cluster-15354.83837,GO:0017009
Cluster-15354.83970,GO:0006730
Cluster-15354.84044,GO:0008210
Cluster-15354.84076,GO:0055114
Cluster-15354.84079,GO:0006351
Cluster-15354.84086,GO:0009228
Cluster-15354.84092,GO:0009405
Cluster-15354.84122,GO:0007034
Cluster-15354.84306,GO:0006804
Cluster-15354.84420,GO:0006810
Cluster-15354.84576,GO:0006691
Cluster-15354.84602,GO:0006206
Cluster-15354.84698,GO:0006804
Cluster-15354.84759,GO:0006098
Cluster-15354.84801,GO:0006020
Cluster-15354.84802,GO:0006094
Cluster-15354.84828,GO:0006687
Cluster-15354.84833,GO:0005975
Cluster-15354.84838,GO:0005975
Cluster-15354.84839,GO:0006687
Cluster-15354.84843,GO:0006571
Cluster-15354.84883,GO:0006810
Cluster-15354.85147,GO:0015976
Cluster-15354.85152,GO:0006568
Cluster-15354.85222,GO:0055114
Cluster-15354.85320,GO:0006552
Cluster-15354.85465,GO:0030436
Cluster-15354.85548,GO:0008209
Cluster-15354.85595,GO:0006813
Cluster-15354.85674,GO:0006448
Cluster-15354.85892,GO:0006821
Cluster-15354.85894,GO:0031167
Cluster-15354.85986,GO:0018142
Cluster-15354.86112,GO:0015893
Cluster-15354.86362,GO:0006094
Cluster-15354.86372,GO:0006094
Cluster-15354.86804,GO:0005985
Cluster-15354.86858,GO:0015992
Cluster-15354.87127,GO:0006807
Cluster-15354.87184,GO:0071704
Cluster-15354.87378,GO:0006012
Cluster-15354.87424,GO:0006570
Cluster-15354.87516,GO:0055114
Cluster-15354.88181,GO:0035434
Cluster-15354.88459,GO:0005985
Cluster-15354.88461,GO:0030244
Cluster-15354.88622,GO:0015994
Cluster-15354.88786,GO:0008152
Cluster-15354.88820,GO:0006874
Cluster-15354.88872,GO:0006355
Cluster-15354.88946,GO:0055114
Cluster-15354.88966,GO:0006508
Cluster-15354.89066,GO:0015976
Cluster-15354.89305,GO:0015994
Cluster-15354.90018,GO:0051382
Cluster-15354.90127,GO:0055114
Cluster-15354.9013,GO:0006525
Cluster-15354.9015,GO:0006090
Cluster-15354.90733,GO:0000160
Cluster-15354.90879,GO:0006096
Cluster-15354.90888,GO:0006144
Cluster-15354.91399,GO:0017004
Cluster-15354.91648,GO:0006510
Cluster-15354.92179,GO:0006177
Cluster-15354.92271,GO:0019521
Cluster-15354.92273,GO:0055114
Cluster-15354.92431,GO:0006506
Cluster-15354.92666,GO:0006779
Cluster-15354.92670,GO:0005975
Cluster-15354.93112,GO:0030244
Cluster-15354.93113,GO:0005982
Cluster-15354.93114,GO:0005985
Cluster-15354.93116,GO:0005982
Cluster-15354.93149,GO:0006614
Cluster-15354.93454,GO:0016310
Cluster-15354.93541,GO:0008654
Cluster-15354.9361,GO:0006811
Cluster-15354.93669,GO:0009236
Cluster-15354.93747,GO:0006144
Cluster-15354.93871,GO:0008210
Cluster-15354.93907,GO:0006816
Cluster-15354.93920,GO:0006508
Cluster-15354.94286,GO:0055114
Cluster-15354.94429,GO:0009847
Cluster-15354.94506,GO:0009085
Cluster-15354.94800,GO:0006749
Cluster-15354.94802,GO:0055114
Cluster-15354.94828,GO:0015995
Cluster-15354.95351,GO:0055114
Cluster-15354.95530,GO:0006537
Cluster-15354.95743,GO:0055114
Cluster-15354.95944,GO:0007304
Cluster-15354.96163,GO:0055114
Cluster-15354.97121,GO:0005985
Cluster-15354.97222,GO:0008152
Cluster-15354.98083,GO:0008210
Cluster-15354.98322,GO:0006094
Cluster-15354.98516,GO:0006779
Cluster-15354.98748,GO:0055114
Cluster-15354.99108,GO:0009408
Cluster-15354.99740,GO:0048193
Cluster-15354.99743,GO:0005982
Cluster-33965.1,GO:0015743
Cluster-34175.0,GO:0042254
Cluster-36085.0,GO:0014068
Cluster-39376.0,GO:0016310
Cluster-39622.10,GO:0006952
Cluster-4357.3,GO:0055085
Cluster-43864.0,GO:0009253
Cluster-43964.2,GO:0006355
Cluster-45570.0,GO:0015893
Cluster-50294.0,GO:0030238
